,media_goals_home,media_goals_away,asian_handicap1_1,asian_handicap1_2,odds_ah1,ah1_negativa,ah1_positiva,ah1_reembolso
6764,2.8,2.0,-0.5,-0.5,1.9,True,False,False
6765,2.5,1.75,-1.0,-1.0,1.85,True,False,False
6766,2.8,1.75,-1.0,-1.0,1.9,True,False,False
6767,2.5,2.75,0.0,0.0,1.875,False,False,True
6768,2.0,1.75,-0.5,-1.0,1.8,True,False,False
6769,2.5,2.0,-0.5,-1.0,1.9,True,False,False
6770,2.0,3.4,0.0,-0.5,1.875,True,False,False
6771,2.3,1.75,0.0,0.0,1.825,False,True,False
6772,2.5,3.4,-0.5,-0.5,1.825,False,True,False
6773,2.3,2.75,1.0,1.0,1.875,False,True,False
6776,1.5,3.4,1.0,1.0,1.8,True,False,False
6777,2.0,2.9,0.0,0.0,1.825,True,False,False
6780,1.625,2.2,0.0,0.5,1.875,True,False,False
6781,1.6,2.125,0.0,0.5,1.925,False,False,True
6782,1.625,2.375,0.0,0.0,1.825,True,False,False
6783,2.4,2.125,0.0,-0.5,1.85,False,True,False
6784,1.625,2.125,0.0,0.0,1.9,False,False,True
6785,1.75,1.2,0.0,-0.5,1.925,False,True,False
6786,1.625,1.2,0.0,0.0,1.775,False,True,False
6787,1.75,2.2,0.0,0.5,1.9,True,False,False
6788,2.4,1.2,0.0,-0.5,1.85,False,False,True
6789,1.75,2.125,0.0,0.0,1.8,False,False,True
6790,2.4,2.0,0.0,-0.5,1.9,True,False,False
6791,1.875,1.2,0.0,0.0,1.825,False,True,False
6792,1.75,2.0,0.0,0.0,1.85,False,False,True
6793,1.875,2.2,0.0,0.5,1.9,False,False,True
6794,1.875,2.0,0.0,0.0,1.85,False,False,True
6795,1.6,2.375,0.0,0.5,1.775,True,False,False
6796,1.6,2.0,0.0,0.0,1.9,False,True,False
6797,2.4,2.375,0.0,-0.5,1.9,False,False,True
6798,1.5,1.625,0.0,0.5,1.9,True,False,False
6799,2.5,2.6,0.0,0.0,1.825,True,False,False
6800,1.0,1.625,0.0,0.5,1.875,False,False,True
6801,1.5,1.8,0.0,0.0,1.925,True,False,False
6802,2.625,1.5,0.0,-0.5,1.8,False,True,False
6803,1.2,1.5,0.0,0.0,1.925,True,False,False
6804,1.0,2.6,0.0,0.0,1.85,True,False,False
6805,1.625,1.8,0.0,-0.5,1.85,False,True,False
6812,1.0,1.375,0.0,0.0,1.775,True,False,False
6813,2.6,1.625,0.0,0.5,1.8,False,True,False
6814,1.9,1.1,0.0,0.0,1.775,False,True,False
6815,2.125,1.625,0.0,0.0,1.925,False,False,True
6824,1.5,1.9,0.0,0.0,1.85,True,False,False
6825,1.2,1.625,0.0,0.0,1.95,False,True,False
6829,1.2,1.5,0.0,0.0,1.875,True,False,False
6831,1.5,2.6,0.0,0.5,1.775,False,True,False
6836,2.625,1.9,0.0,-0.5,1.925,False,True,False
6837,1.5,1.5,0.0,0.0,1.875,False,False,True
6838,1.75,1.75,0.0,0.5,1.8,True,False,False
6839,2.75,1.8,0.0,0.0,1.825,False,True,False
6881,2.6,2.9,-0.5,-0.5,1.925,True,False,False
6882,1.3,1.3,0.0,-0.5,1.8,False,False,True
6883,1.2,1.5,0.0,0.5,1.85,True,False,False
6884,3.0,2.8,-0.5,-0.5,1.8,True,False,False
6885,2.5,2.9,0.0,-0.5,1.825,True,False,False
6886,0.875,1.3,0.0,-0.5,1.775,False,False,True
6887,1.3,1.6,0.0,0.0,1.875,False,True,False
6896,2.5,2.4,0.0,0.5,1.9,True,False,False
6897,2.3,2.9,0.0,0.5,1.875,True,False,False
6898,0.875,1.6,0.0,0.5,1.775,False,False,True
6899,1.4,1.3,0.0,0.0,1.9,False,False,True
6900,2.5,3.5,0.0,0.5,1.8,True,False,False
6901,3.0,2.4,0.5,0.5,1.8,False,True,False
6902,1.7,1.6,0.0,0.5,1.825,False,True,False
6903,1.4,1.6,0.0,-0.5,1.775,True,False,False
6912,2.6,3.5,0.0,0.0,1.85,True,False,False
6913,2.5,2.8,-0.5,-0.5,1.925,False,True,False
6914,1.2,1.625,0.0,0.5,1.9,True,False,False
6915,1.3,1.5,0.0,0.0,1.75,False,False,True
6922,3.9,2.0,-0.5,-0.5,1.8,True,False,False
6923,2.8,2.1,0.0,-0.5,1.825,False,True,False
6926,3.9,3.2,0.0,-0.5,1.85,True,False,False
6927,2.3,2.8,0.5,0.5,1.775,True,False,False
6942,2.7,2.0,0.0,0.0,1.9,False,True,False
6943,1.6,2.6,0.0,-0.5,1.8,False,True,False
6944,1.9,2.1,0.5,0.5,1.85,False,True,False
6945,2.4,1.8,0.0,0.0,1.725,False,True,False
6946,1.9,3.2,0.0,0.5,1.775,False,False,True
6947,2.5,3.5,-0.5,-0.5,1.85,True,False,False
6948,2.5,2.6,0.0,0.0,1.8,False,True,False
6949,1.3,1.8,0.0,0.0,1.775,False,True,False
6956,1.3,1.8,0.0,0.0,1.925,False,False,True
6960,3.5,2.3,0.0,0.0,1.8,False,True,False
6961,2.4,3.0,0.0,0.5,1.9,False,True,False
6962,1.625,2.3,0.0,0.0,1.85,False,False,True
6963,2.2,2.9,0.0,0.0,1.975,False,False,True
6964,2.2,2.6,0.0,-0.5,1.925,False,True,False
6965,2.7,3.6,0.5,0.5,1.85,False,True,False
6966,2.2,2.125,-0.5,-0.5,1.85,False,True,False
6967,2.8,3.2,0.5,0.5,1.75,False,True,False
6968,3.3,3.0,-0.5,-0.5,1.775,True,False,False
6969,3.5,3.1,0.0,0.0,1.85,False,False,True
6970,2.3,2.9,0.0,0.0,1.9,True,False,False
6971,1.625,2.2,0.0,0.0,1.925,False,True,False
6972,2.4,3.6,1.0,1.5,1.775,True,False,False
6973,2.2,2.3,0.0,0.0,1.775,False,False,True
6974,2.2,3.2,0.0,0.0,1.85,False,False,True
6975,2.2,2.3,0.0,0.0,1.825,True,False,False
6980,2.7,2.6,0.0,-0.5,1.9,True,False,False
6981,2.2,3.1,0.0,-0.5,1.8,True,False,False
6982,2.8,2.125,0.0,0.0,1.85,False,True,False
6983,2.2,2.2,0.0,0.0,1.725,True,False,False
6984,3.5,3.0,0.0,0.5,1.775,False,True,False
6985,3.3,2.3,-0.5,-0.5,1.85,True,False,False
6986,1.625,2.9,0.5,0.5,1.85,False,True,False
6987,2.3,2.3,0.0,0.0,1.75,False,False,True
6988,2.2,3.6,0.5,0.5,1.925,True,False,False
6989,2.4,2.6,0.0,-0.5,1.85,True,False,False
6990,2.2,3.2,0.0,0.0,1.8,True,False,False
6991,2.2,2.125,0.0,0.0,1.775,False,True,False
6996,2.2,2.3,0.0,-0.5,1.925,False,True,False
6997,1.625,3.2,0.0,0.5,1.85,True,False,False
6998,2.7,1.6,0.0,0.0,1.825,False,False,True
6999,2.8,2.0,-0.5,-1.0,1.8,False,False,True
7000,2.0,1.9,0.0,0.0,1.85,False,True,False
7001,2.0,2.3,0.0,0.0,1.975,False,True,False
7002,2.3,2.1,0.0,0.0,1.8,False,True,False
7003,2.1,1.8,0.0,0.5,1.9,False,True,False
7004,2.5,1.7,-0.5,-0.5,1.85,False,True,False
7005,2.5,2.4,0.0,0.0,1.975,True,False,False
7006,2.2,2.0,0.0,-0.5,1.925,False,True,False
7007,2.7,4.1,0.0,0.5,1.875,True,False,False
7008,1.5,2.3,0.0,0.0,1.9,False,False,True
7009,2.0,1.7,0.0,0.0,1.925,False,True,False
7012,2.0,2.4,0.0,0.0,1.85,False,False,True
7013,2.5,1.9,0.0,0.0,1.825,True,False,False
7014,2.2,2.1,0.0,0.0,1.775,False,False,True
7015,2.1,4.1,0.5,1.0,1.925,True,False,False
7016,2.5,1.7,0.0,0.0,1.825,True,False,False
7017,1.5,1.7,0.0,-0.5,1.875,True,False,False
7018,2.1,2.1,0.0,0.0,1.875,False,True,False
7019,2.3,4.1,0.5,0.5,1.925,True,False,False
7020,2.5,1.7,0.0,0.0,1.85,False,False,True
7021,2.5,1.7,0.0,0.0,1.725,False,False,True
7022,2.7,2.0,0.0,0.0,1.9,False,True,False
7023,2.2,1.6,0.0,-0.5,1.8,False,False,True
7024,2.0,2.3,0.5,0.5,1.85,True,False,False
7025,1.5,1.9,0.0,0.0,1.725,False,True,False
7026,2.3,1.8,0.0,0.0,1.825,False,True,False
7027,2.8,2.1,-0.5,-0.5,1.85,True,False,False
7028,2.5,2.4,0.0,0.0,1.8,False,True,False
7029,2.0,1.7,0.0,0.0,1.775,False,False,True
7030,2.2,4.1,0.5,1.0,1.925,True,False,False
7031,2.1,2.0,0.0,0.0,1.85,False,True,False
7032,1.5,1.7,0.0,0.0,1.85,True,False,False
7033,2.5,2.3,0.0,0.0,1.875,False,True,False
7034,2.8,1.6,-1.0,-1.5,1.925,False,True,False
7035,2.7,1.8,0.0,0.0,1.925,True,False,False
7036,2.0,1.9,0.0,0.0,1.875,True,False,False
7037,2.0,2.4,0.0,0.5,1.85,True,False,False
7040,2.0,3.375,0.0,0.5,1.775,True,False,False
7041,3.1,2.0,0.0,0.0,1.8,False,True,False
7042,4.0,2.25,-0.5,-1.0,1.85,False,True,False
7043,2.5,2.5,0.0,0.0,1.8,False,True,False
7044,4.0,1.5,0.0,0.5,1.8,False,True,False
7045,3.25,2.8,-0.5,-1.0,1.85,False,True,False
7046,2.5,2.25,0.0,0.0,1.925,False,True,False
7047,1.5,3.25,0.5,0.5,1.925,True,False,False
7048,2.0,2.9,0.0,0.0,1.75,False,False,True
7049,2.8,2.0,0.0,0.0,1.75,True,False,False
7050,1.75,2.5,0.0,0.0,1.825,False,False,True
7051,4.0,1.6,0.0,0.0,1.85,False,True,False
7052,3.1,2.8,0.0,0.0,1.85,False,True,False
7053,4.0,3.375,1.0,1.0,1.85,False,True,False
7054,2.5,3.25,0.0,0.0,1.85,False,False,True
7055,2.5,2.25,-0.5,-1.0,1.875,True,False,False
7058,1.5,1.6,1.0,1.0,1.85,True,False,False
7059,1.75,2.25,0.0,-0.5,1.75,False,True,False
7060,3.25,1.5,0.0,-0.5,1.925,False,True,False
7061,4.0,2.9,0.0,0.0,1.9,False,False,True
7062,1.5,2.25,1.0,1.0,1.85,False,True,False
7063,2.5,1.6,0.0,0.0,1.9,False,True,False
7064,2.0,2.0,0.0,0.0,1.875,False,True,False
7065,2.8,3.375,0.5,1.0,1.85,False,True,False
7066,4.0,2.5,0.0,0.0,1.775,True,False,False
7067,1.75,2.25,-0.5,-0.5,1.775,True,False,False
7068,4.0,2.8,0.0,0.0,1.95,False,False,True
7069,3.1,1.5,0.0,0.0,1.95,False,True,False
7074,1.75,1.6,0.0,0.0,1.85,False,False,True
7075,1.5,2.5,0.5,1.0,1.825,False,False,True
7076,2.5,2.25,-1.0,-1.0,1.85,False,False,True
7077,4.0,3.25,0.0,0.5,1.95,False,True,False
7080,3.0,4.125,0.0,0.5,1.85,True,False,False
7084,1.75,3.75,0.0,0.5,1.8,True,False,False
7085,3.25,2.7,-0.5,-1.0,1.85,True,False,False
7086,2.0,2.75,0.0,0.0,1.85,True,False,False
7087,2.0,2.25,0.5,0.5,1.8,False,True,False
7098,2.0,2.6666666666666665,1.0,1.0,1.85,False,True,False
7099,3.0,2.75,0.0,-0.5,1.75,False,False,True
7104,3.0,2.25,0.0,-0.5,1.8,False,True,False
7105,1.9,4.125,0.5,0.5,1.9,True,False,False
7106,3.25,1.625,0.0,0.0,1.775,True,False,False
7107,3.0,0.75,-0.5,-0.5,1.85,False,True,False
7108,1.75,2.7,0.0,0.0,1.925,False,False,True
7109,3.4,3.75,0.0,0.0,1.95,False,True,False
7110,2.0,2.25,0.0,0.0,1.9,True,False,False
7111,2.6,2.75,0.0,0.0,1.875,False,True,False
7112,1.9,1.9,0.0,0.0,1.85,True,False,False
7113,3.25,2.25,-1.0,-1.0,1.85,False,True,False
7114,3.0,2.6666666666666665,0.0,0.0,1.85,False,True,False
7115,2.0,1.625,0.5,1.0,1.825,False,True,False
7116,2.6,0.75,-1.0,-1.0,1.925,False,True,False
7117,3.25,2.25,0.5,0.5,1.8,False,True,False
7118,3.375,2.8,-0.5,-0.5,1.85,False,True,False
7119,2.7,2.75,0.0,0.0,1.85,True,False,False
7120,4.0,3.25,0.0,0.5,1.925,True,False,False
7121,3.7,2.75,0.0,0.0,1.8,True,False,False
7122,3.0,1.2,-0.5,-1.0,1.85,True,False,False
7123,2.2,1.8,0.0,-0.5,1.8,False,True,False
7124,2.25,2.75,0.0,0.5,1.9,False,True,False
7125,3.375,2.7,-0.5,-1.0,1.925,False,True,False
7126,3.2,1.75,0.0,0.0,1.775,True,False,False
7127,1.4,1.75,0.5,0.5,1.925,False,True,False
7128,2.7,2.75,0.0,0.0,1.85,False,True,False
7129,4.0,2.8,0.0,0.0,1.75,False,True,False
7130,3.75,1.8,0.0,0.0,1.75,True,False,False
7131,3.0,3.0,0.0,0.0,1.85,True,False,False
7132,3.7,2.7,0.0,0.0,1.825,True,False,False
7133,2.25,3.25,1.0,1.0,1.85,True,False,False
7134,2.2,1.75,0.0,0.0,1.85,False,True,False
7135,3.2,1.2,-0.5,-1.0,1.875,True,False,False
7136,3.7,3.25,0.5,1.0,1.8,True,False,False
7137,4.0,2.7,0.0,0.0,1.85,False,True,False
7138,3.75,1.75,0.0,-0.5,1.75,False,True,False
7139,1.4,3.0,1.0,1.0,1.775,False,False,True
7140,3.375,2.75,-0.5,-0.5,1.9,False,True,False
7141,2.25,2.8,0.0,0.0,1.85,False,False,True
7142,1.4,1.75,0.5,1.0,1.775,False,True,False
7143,3.2,3.0,0.5,0.5,1.8,False,True,False
7144,4.0,2.75,0.0,-0.5,1.9,False,True,False
7145,2.7,3.25,0.5,1.0,1.85,False,True,False
7146,3.0,1.8,0.0,0.0,1.85,False,True,False
7147,3.75,1.2,-0.5,-0.5,1.9,False,True,False
7148,2.25,2.7,0.0,0.0,1.825,True,False,False
7149,3.7,2.75,0.0,0.0,1.95,False,False,True
7151,2.2,1.75,0.0,0.0,1.85,False,False,True
7152,2.7,2.8,0.0,0.0,1.85,False,True,False
7153,3.375,2.75,-1.0,-1.0,1.85,False,False,True
7154,3.75,3.0,0.0,0.0,1.85,False,True,False
7155,1.4,1.8,0.5,1.0,1.825,False,True,False
7156,2.2,1.2,-1.0,-1.0,1.85,True,False,False
7157,3.0,1.75,0.0,0.0,1.95,False,True,False
7160,2.0,3.0,0.5,1.0,1.8,True,False,False
7161,3.6,1.0,0.0,0.0,1.8,False,True,False
7164,2.0,2.1,0.0,0.5,1.925,False,False,True
7165,3.625,2.4,-0.5,-1.0,1.925,True,False,False
7166,1.8333333333333333,2.1666666666666665,0.0,0.0,1.75,True,False,False
7168,2.6,1.0,0.0,0.0,1.775,False,True,False
7169,2.0,2.8,0.0,0.0,1.75,False,False,True
7172,3.6,2.4,0.0,0.0,1.875,False,True,False
7173,2.0,3.0,1.0,1.0,1.85,True,False,False
7176,3.6,3.0,0.5,1.0,1.85,False,True,False
7177,2.0,2.4,0.0,0.0,1.825,False,False,True
7178,3.625,2.1,-0.5,-1.0,1.9,True,False,False
7179,2.0,2.8,0.0,0.0,1.925,False,False,True
7182,2.0,1.0,0.0,-0.5,1.85,False,True,False
7183,2.6,3.0,0.5,0.5,1.9,False,True,False
7186,2.0,2.4,0.0,0.0,1.95,False,False,True
7187,3.6,2.1,0.0,0.0,1.95,False,True,False
7188,2.6666666666666665,2.2,0.0,0.0,1.925,False,True,False
7189,1.8333333333333333,1.1,-0.5,-0.5,1.9,False,True,False
7190,2.6,2.8,0.0,0.0,1.875,False,False,True
7191,3.625,1.0,-1.0,-1.0,1.85,False,True,False
7196,2.4285714285714284,2.6666666666666665,0.0,0.5,1.85,False,False,True
7198,2.6,1.8,0.0,0.5,1.85,False,False,True
7199,1.7,3.4,0.0,-0.5,1.925,False,True,False
7202,0.9,3.4,0.5,1.0,1.875,False,True,False
7203,2.6,1.5,0.0,0.0,1.875,True,False,False
7204,1.7,1.4,-0.5,-1.0,1.85,False,False,True
7205,3.6,1.8,0.0,0.0,1.85,False,True,False
7206,1.7,1.8,0.0,0.0,1.85,False,False,True
7207,2.6,1.4,0.0,-0.5,1.825,False,True,False
7209,3.6,1.5,0.0,0.5,1.775,False,True,False
7210,2.6,3.4,0.0,0.5,1.9,True,False,False
7211,0.9,1.8,0.5,0.5,1.925,False,True,False
7212,3.6,1.4,-0.5,-1.0,1.825,True,False,False
7213,1.7,3.5,0.0,0.0,1.825,True,False,False
7214,0.9,1.5,0.5,1.0,1.85,True,False,False
7215,3.0,3.4,0.0,0.0,1.85,True,False,False
7216,1.6,2.4,0.0,0.5,1.875,True,False,False
7234,2.3,2.4,0.5,0.5,1.8,False,True,False
7242,3.6,2.2,-0.5,-0.5,1.85,True,False,False
7243,1.7,2.4,0.0,0.5,1.8,False,True,False
7244,1.6,3.2,0.0,0.5,1.9,False,True,False
7245,1.7,2.2,-0.5,-1.0,1.85,True,False,False
7248,3.6,2.2,-0.5,-0.5,1.85,False,True,False
7249,1.7,2.4,0.0,0.0,1.775,True,False,False
7255,1.1,2.3,0.0,0.0,1.9,False,False,True
7256,3.0,1.6,0.0,0.0,1.85,False,True,False
7257,1.6,2.4,0.5,0.5,1.775,False,True,False
7258,2.7,1.5,-0.5,-0.5,1.9,True,False,False
7259,2.8,2.3,0.0,0.5,1.75,False,True,False
7260,2.7,2.6,0.0,-0.5,1.85,False,True,False
7261,2.1,3.8,0.5,0.5,1.825,True,False,False
7266,1.1,2.3,0.0,0.0,1.875,True,False,False
7267,2.7,1.8,0.0,-0.5,1.9,False,False,True
7268,1.6,3.8,0.5,1.0,1.875,True,False,False
7269,2.7,1.6,0.0,-0.5,1.875,False,True,False
7284,2.7,3.8,0.5,0.5,1.8,True,False,False
7286,2.0,1.1,0.0,0.0,1.825,False,False,True
7287,2.8,2.3,0.0,0.5,1.8,False,True,False
7289,2.1,2.4,0.0,0.5,1.825,False,True,False
7292,2.2,1.9,0.0,0.0,1.775,True,False,False
7293,3.0,2.3,-0.5,-1.0,1.825,False,False,True
7298,1.6,2.0,-0.5,-0.5,1.9,True,False,False
7299,2.0,1.9,0.0,0.5,1.75,True,False,False
7300,2.4,2.3,0.0,-0.5,1.85,True,False,False
7302,3.2,2.6,0.0,-0.5,1.925,False,True,False
7303,2.375,2.75,0.5,0.5,1.825,False,True,False
7304,3.2,2.3,-0.5,-0.5,1.85,True,False,False
7305,3.125,2.6,0.0,0.5,1.825,True,False,False
7306,2.375,2.3,0.0,0.0,1.825,True,False,False
7307,3.125,2.5,0.5,0.5,1.85,False,True,False
7308,3.125,2.3,0.0,-0.5,1.825,True,False,False
7309,2.6,2.25,-0.5,-0.5,1.875,True,False,False
7314,2.375,2.75,0.5,0.5,1.85,False,True,False
7315,1.125,2.2,0.0,-0.5,1.9,True,False,False
7316,2.375,1.875,0.0,0.0,1.875,False,True,False
7317,2.75,2.2,-0.5,-0.5,1.85,False,True,False
7318,2.375,2.2,0.0,0.5,1.875,True,False,False
7319,2.125,1.5,0.5,0.5,1.825,False,True,False
7324,2.75,2.375,-0.5,-0.5,1.85,False,True,False
7325,2.333333333333333,1.5,0.0,0.5,1.825,False,True,False
7330,1.125,2.375,0.0,-0.5,1.925,True,False,False
7331,2.75,1.875,-0.5,-1.0,1.825,False,False,True
7332,2.375,1.875,0.0,-0.5,1.85,False,True,False
7333,1.4,2.2,0.0,0.0,1.775,True,False,False
7334,1.9,1.875,0.0,-0.5,1.9,True,False,False
7335,2.375,1.6,0.0,-0.5,1.8,True,False,False
7336,1.9,2.2,0.0,-0.5,1.925,False,False,True
7337,1.75,1.6,0.0,0.0,1.775,True,False,False
7344,1.75,2.1,0.0,0.5,1.8,True,False,False
7345,1.4,2.125,0.0,0.5,1.9,False,False,True
7346,2.1,2.1,0.0,0.5,1.8,False,False,True
7347,1.4,1.875,0.0,0.0,1.925,True,False,False
7350,2.375,2.1,0.0,0.5,1.875,False,True,False
7351,1.75,2.2,0.0,-0.5,1.925,False,True,False
7354,2.2,1.4444444444444444,0.0,-0.5,1.9,True,False,False
7355,2.2,2.1,0.0,-0.5,1.8,True,False,False
7356,2.2,2.0,0.0,-0.5,1.925,True,False,False
7358,2.2,2.1,0.0,-0.5,1.95,False,False,True
7359,1.7,2.5,0.0,0.5,1.925,False,False,True
7370,2.2,1.7,0.0,0.5,1.875,False,True,False
7371,2.3,2.0,0.0,-0.5,1.925,True,False,False
7380,1.7142857142857142,2.0,0.0,-0.5,1.925,True,False,False
7381,2.25,2.555555555555556,0.0,0.5,1.85,False,True,False
7382,1.4,2.0,0.0,0.5,1.925,True,False,False
7386,2.25,2.1,0.0,0.5,1.8,False,True,False
7387,1.625,2.555555555555556,0.0,0.0,1.925,False,True,False
7394,3.5,2.5,0.0,0.0,1.9,False,True,False
7398,2.5,1.5,0.0,0.0,1.925,False,True,False
7400,2.5,3.3,0.0,0.0,1.9,False,False,True
7406,3.2,3.7,0.0,0.0,1.8,True,False,False
7412,3.1,1.75,0.0,0.5,1.85,False,False,True
7414,2.75,2.5,0.0,-0.5,1.85,False,True,False
7415,2.0,1.75,-1.0,-1.0,1.875,True,False,False
7419,2.75,2.4,-0.5,-1.0,1.9,True,False,False
7420,3.5,2.0,1.0,1.0,1.85,False,True,False
7427,2.0,3.5,0.5,0.5,1.775,True,False,False
7428,1.6666666666666667,3.7,0.0,0.5,1.9,True,False,False
7429,3.5,3.25,0.0,0.5,1.9,True,False,False
7437,1.3333333333333333,1.3,0.0,-0.5,1.85,False,True,False
7438,2.5,3.5,1.0,1.0,1.85,True,False,False
7439,2.75,2.2,0.0,0.0,1.925,False,True,False
7440,2.6666666666666665,2.857142857142857,0.0,0.0,1.8,False,True,False
7441,2.2222222222222223,3.5,0.5,0.5,1.825,True,False,False
7442,2.5,1.5,0.0,0.5,1.825,True,False,False
7443,2.6666666666666665,1.3,-0.5,-0.5,1.775,True,False,False
7444,2.4285714285714284,1.6666666666666667,0.0,-0.5,1.825,True,False,False
7445,2.2222222222222223,2.2,-0.5,-0.5,1.9,True,False,False
7446,3.5,1.5,0.0,-0.5,1.85,False,True,False
7447,2.6666666666666665,1.6666666666666667,0.0,0.0,1.775,True,False,False
7448,2.2222222222222223,1.5,0.0,0.0,1.875,False,True,False
7449,2.9,2.125,0.0,-0.5,1.9,False,True,False
7453,0.5,1.6666666666666667,0.0,0.5,1.85,False,True,False
7454,2.4285714285714284,2.6666666666666665,0.0,0.0,1.825,False,False,True
7455,3.5,2.125,-1.0,-1.0,1.8,False,True,False
7456,2.9,1.5,0.0,0.0,1.8,False,True,False
7457,0.5,2.6666666666666665,0.5,0.5,1.925,True,False,False
7458,1.3333333333333333,2.857142857142857,0.0,0.5,1.9,True,False,False
7459,3.5,2.7777777777777777,-0.5,-1.0,1.9,False,False,True
7460,2.75,2.125,-0.5,-0.5,1.85,False,True,False
7461,1.3333333333333333,2.6666666666666665,0.0,0.0,1.825,True,False,False
7462,2.9,2.7777777777777777,0.5,0.5,1.8,False,True,False
7463,2.75,3.5,0.5,0.5,1.925,False,True,False
7464,2.75,2.7777777777777777,0.0,0.0,1.85,False,True,False
7465,2.5,2.2,0.5,0.5,1.825,True,False,False
7466,2.5,2.7777777777777777,0.5,0.5,1.8,False,True,False
7467,3.5,2.2,-1.0,-1.0,1.875,False,True,False
7472,2.6,2.5,0.0,0.5,1.85,True,False,False
7473,2.3,3.0,0.0,0.0,1.8,True,False,False
7474,2.0,3.375,0.5,1.0,1.925,False,True,False
7475,1.0,1.75,0.5,0.5,1.775,False,True,False
7476,2.6,2.0,-0.5,-0.5,1.8,False,True,False
7477,2.125,3.0,-0.5,-0.5,1.825,True,False,False
7483,3.25,1.75,0.0,-0.5,1.9,False,True,False
7484,2.6,2.2,0.0,-0.5,1.875,False,True,False
7504,2.3,2.9,0.0,0.5,1.825,False,True,False
7516,1.9,2.6,0.0,-0.5,1.875,True,False,False
7517,2.375,2.5,1.0,1.5,1.875,True,False,False
7518,2.2,1.8,0.0,0.0,1.775,False,True,False
7519,2.2,2.0,-1.0,-1.0,1.8,False,False,True
7520,1.9,2.4,0.5,0.5,1.9,True,False,False
7521,2.4,1.7,0.0,-0.5,1.95,False,True,False
7522,1.9,1.7,0.0,0.0,1.875,False,False,True
7523,2.2,2.4,-0.5,-0.5,1.9,True,False,False
7528,2.4,2.4,0.0,0.0,1.925,True,False,False
7529,1.9,3.3,1.0,1.0,1.9,True,False,False
7532,3.2,2.375,0.0,0.0,1.825,False,True,False
7533,2.9,2.1,0.5,0.5,1.8,False,True,False
7536,2.8,2.1,0.0,0.5,1.9,False,True,False
7537,3.2,2.1,0.0,0.0,1.925,True,False,False
7540,1.625,2.1,0.5,0.5,1.9,False,True,False
7541,2.8,2.3,0.0,-0.5,1.95,True,False,False
7544,3.2,2.1,1.0,1.5,1.875,False,True,False
7545,2.8,2.375,0.0,0.0,1.875,True,False,False
7546,2.9,2.8,0.0,-0.5,1.8,False,False,True
7547,2.9,2.3,0.0,0.0,1.775,True,False,False
7548,2.8,2.1,0.0,0.0,1.925,True,False,False
7549,1.625,2.1,1.0,1.0,1.9,True,False,False
7562,2.125,1.7,0.0,0.0,1.825,True,False,False
7563,3.8,2.4,-0.5,-0.5,1.9,False,True,False
7564,2.2,2.6,0.5,1.0,1.875,False,False,True
7565,2.6,2.0,0.0,0.0,1.875,True,False,False
7566,3.8,2.9,0.0,-0.5,1.8,False,True,False
7567,2.7,1.7,0.0,0.0,1.775,False,True,False
7568,2.6,2.4,0.0,0.0,1.925,True,False,False
7569,2.125,2.6,1.0,1.0,1.9,False,True,False
7570,2.7,2.0,-0.5,-0.5,1.8,False,True,False
7571,2.2,2.9,0.0,0.5,1.75,True,False,False
7574,2.25,3.5,0.0,0.0,1.95,False,True,False
7575,2.4,2.4,0.5,0.5,1.8,False,True,False
7580,2.25,2.0,0.0,0.0,1.725,False,True,False
7581,1.7,2.125,0.0,0.5,1.825,True,False,False
7582,2.125,2.4,0.0,-0.5,1.875,False,True,False
7583,2.25,2.6,0.0,-0.5,1.8,False,True,False
7588,1.75,2.125,0.0,0.0,1.75,False,True,False
7589,2.25,1.2,-0.5,-0.5,1.85,False,True,False
7590,2.4,3.5,0.5,1.0,1.85,False,True,False
7591,2.25,3.25,0.0,0.5,1.775,False,False,True
7596,1.7,2.0,0.5,0.5,1.875,False,True,False
7597,2.25,3.0,0.0,0.0,1.9,False,False,True
7680,3.0,2.0,0.0,0.0,1.975,False,False,True
7682,2.0,2.75,0.0,0.5,1.825,False,True,False
7688,2.125,3.375,0.0,0.0,1.95,True,False,False
7689,1.1,2.0,0.5,0.5,1.85,False,True,False
7698,1.6,2.5,0.0,0.0,1.85,True,False,False
7704,2.875,2.0,0.0,0.0,1.85,True,False,False
7705,1.25,2.75,0.0,0.5,1.85,False,False,True
7706,1.9,2.8,0.5,1.0,1.875,True,False,False
7707,1.6,2.9,0.5,0.5,1.875,False,True,False
7732,3.625,1.7,-0.5,-1.0,1.8,True,False,False
7733,1.25,2.5,0.0,0.0,1.85,False,False,True
7734,1.9,2.4,0.5,1.0,1.775,True,False,False
7735,2.5,3.0,1.0,1.0,1.775,True,False,False
7736,2.7,2.0,-0.5,-0.5,1.775,False,True,False
7737,2.7,2.3,0.0,0.0,1.85,False,True,False
7738,3.0,3.0,0.0,0.0,1.825,True,False,False
7739,1.9,2.1,0.0,0.0,1.9,False,False,True
7744,2.7,2.0,-0.5,-1.0,1.925,False,True,False
7746,1.9,3.0,0.5,1.0,1.85,True,False,False
7747,3.0,2.4,0.0,0.0,1.85,False,False,True
7748,2.7,2.3,0.0,0.0,1.85,True,False,False
7749,2.5,2.0,0.0,0.0,1.8,False,True,False
7750,3.0,2.1,-0.5,-1.0,1.875,True,False,False
7751,2.7,3.0,0.0,-0.5,1.8,False,True,False
