id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd,event_day
171350075,11224382,11226205,3.0,1.0,4.0,1.111,6.000,2.5,20250315
171350078,11230345,11226202,4.0,2.0,6.0,1.142,5.000,2.5,20250315
171350909,11224937,11224936,6.0,4.0,10.0,1.025,10.500,2.5,20250315
171350911,11231778,11224934,5.0,5.0,10.0,1.050,8.500,2.5,20250315
171350081,11226205,11230345,1.0,3.0,4.0,1.166,4.500,2.5,20250315
171350087,11229810,11224382,0.0,3.0,3.0,1.142,5.000,2.5,20250315
171350914,11224936,11231778,1.0,2.0,3.0,1.166,4.500,2.5,20250315
171350924,11228239,11224937,3.0,4.0,7.0,1.062,8.000,2.5,20250315
171350094,11230345,11229810,3.0,1.0,4.0,1.222,4.000,2.5,20250315
171350097,11226202,11226205,1.0,4.0,5.0,1.125,5.500,2.5,20250315
171350928,11231778,11228239,3.0,5.0,8.0,1.111,6.000,2.5,20250315
171350933,11224934,11224936,6.0,2.0,8.0,1.002,19.000,2.5,20250315
171350102,11229810,11226202,3.0,2.0,5.0,1.166,4.500,2.5,20250315
171350106,11224382,11230345,2.0,2.0,4.0,1.083,7.000,2.5,20250315
171350936,11228239,11224934,4.0,1.0,5.0,1.012,13.000,2.5,20250315
171350939,11224937,11231778,2.0,3.0,5.0,1.200,4.333,2.5,20250315
171350114,11229846,11226242,1.0,0.0,1.0,1.222,4.000,2.5,20250315
171350110,11224407,11226243,3.0,4.0,7.0,1.100,6.500,2.5,20250315
171350116,11226242,11224407,4.0,1.0,5.0,1.111,6.000,2.5,20250315
171350122,11226243,11230369,0.0,6.0,6.0,1.142,5.000,2.5,20250315
171350949,11224947,11224945,3.0,4.0,7.0,1.005,17.000,2.5,20250315
171350955,11228245,11261062,5.0,5.0,10.0,1.040,9.000,2.5,20250315
171350127,11230369,11226242,1.0,3.0,4.0,1.142,5.000,2.5,20250315
171350137,11224407,11229846,1.0,3.0,4.0,1.142,5.000,2.5,20250315
171350959,11261062,11224947,4.0,6.0,10.0,1.025,10.500,2.5,20250315
171350963,11224945,11231808,6.0,4.0,10.0,1.040,9.000,2.5,20250315
171350140,11229846,11230369,5.0,0.0,5.0,1.222,4.000,2.5,20250315
171350144,11226242,11226243,7.0,1.0,8.0,1.125,5.500,2.5,20250315
171350966,11231808,11261062,0.0,1.0,1.0,1.166,4.500,2.5,20250315
171350968,11224947,11228245,1.0,2.0,3.0,1.030,10.000,2.5,20250315
171350148,11226243,11229846,3.0,4.0,7.0,1.142,5.000,2.5,20250315
171350154,11230369,11224407,,,,1.083,7.000,2.5,20250315
171350970,11228245,11231808,2.0,1.0,3.0,1.111,6.000,2.5,20250315
171350972,11261062,11224945,5.0,4.0,9.0,1.005,17.000,2.5,20250315
171350169,11226242,11229846,4.0,2.0,6.0,1.250,3.750,2.5,20250315
171350974,11224945,11228245,2.0,3.0,5.0,1.020,11.000,2.5,20250315
171350976,11231808,11224947,3.0,3.0,6.0,1.250,3.750,2.5,20250315
171350176,11230369,11226243,3.0,1.0,4.0,1.142,5.000,2.5,20250315
171350986,11224945,11224947,3.0,3.0,6.0,1.005,17.000,2.5,20250315
171350989,11261062,11228245,7.0,2.0,9.0,1.040,9.000,2.5,20250315
171350178,11226242,11230369,3.0,2.0,5.0,1.142,5.000,2.5,20250315
171350994,11224947,11261062,3.0,2.0,5.0,1.025,10.500,2.5,20250315
171350998,11231808,11224945,2.0,5.0,7.0,1.050,8.500,2.5,20250315
171350186,11230369,11229846,2.0,3.0,5.0,1.222,4.000,2.5,20250315
171350191,11226243,11226242,1.0,2.0,3.0,,,,20250315
171351002,11261062,11231808,3.0,2.0,5.0,1.142,5.000,2.5,20250315
171351008,11228245,11224947,4.0,1.0,5.0,1.030,10.000,2.5,20250315
171350196,11229846,11226243,3.0,2.0,5.0,1.142,5.000,2.5,20250315
171351015,11231808,11228245,2.0,1.0,3.0,1.111,6.000,2.5,20250315
171351017,11224945,11261062,7.0,3.0,10.0,1.005,17.000,2.5,20250315
171351020,11228245,11224945,3.0,4.0,7.0,1.012,13.000,2.5,20250315
171351023,11224947,11231808,2.0,3.0,5.0,1.200,4.333,2.5,20250315
171350214,11229903,11226307,1.0,1.0,2.0,1.222,4.000,2.5,20250315
171350286,11261065,11259008,6.0,2.0,8.0,1.142,5.000,2.5,20250315
171351026,11224429,11224961,2.0,6.0,8.0,1.005,17.000,2.5,20250315
171351028,11228253,11224964,4.0,3.0,7.0,1.040,9.000,2.5,20250315
171350304,11261065,11229903,2.0,0.0,2.0,1.250,3.750,2.5,20250315
171350308,11259008,11226307,2.0,7.0,9.0,1.125,5.500,2.5,20250315
171351030,11224964,11224429,3.0,3.0,6.0,1.040,9.000,2.5,20250315
171351032,11224961,11231823,3.0,5.0,8.0,1.083,7.000,2.5,20250315
171350264,11259008,11229903,0.0,4.0,4.0,1.142,5.000,2.5,20250315
171350290,11226307,11261065,1.0,2.0,3.0,1.142,5.000,2.5,20250315
171351036,11231823,11224964,0.0,0.0,0.0,1.111,6.000,2.5,20250315
171351046,11224429,11228253,3.0,2.0,5.0,1.030,10.000,2.5,20250315
171394719,11229903,11226307,3.0,4.0,7.0,1.166,4.500,2.5,20250315
171394723,11261065,11259008,5.0,2.0,7.0,1.125,5.500,2.5,20250315
171351048,11228253,11231823,2.0,4.0,6.0,1.142,5.000,2.5,20250315
171351052,11224964,11224961,6.0,0.0,6.0,1.005,17.000,2.5,20250315
171351054,11224961,11228253,3.0,2.0,5.0,1.012,13.000,2.5,20250315
171351060,11231823,11224429,3.0,0.0,3.0,1.200,4.333,2.5,20250315
171394727,11261065,11229903,1.0,1.0,2.0,1.200,4.333,2.5,20250315
171394734,11259008,11226307,2.0,2.0,4.0,1.100,6.500,2.5,20250315
171351068,11224961,11224429,6.0,4.0,10.0,1.005,17.000,2.5,20250315
171351076,11224964,11228253,2.0,3.0,5.0,1.040,9.000,2.5,20250315
171394739,11226307,11261065,1.0,2.0,3.0,1.125,5.500,2.5,20250315
171394741,11259008,11229903,2.0,0.0,2.0,1.111,6.000,2.5,20250315
171351081,11224429,11224964,2.0,4.0,6.0,1.030,10.000,2.5,20250315
171351084,11231823,11224961,1.0,5.0,6.0,1.050,8.500,2.5,20250315
171394743,11229903,11226307,0.0,2.0,2.0,1.142,5.000,2.5,20250315
171394745,11261065,11259008,2.0,3.0,5.0,1.125,5.500,2.5,20250315
171351088,11224964,11231823,1.0,3.0,4.0,1.111,6.000,2.5,20250315
171351090,11228253,11224429,3.0,3.0,6.0,1.030,10.000,2.5,20250315
171394747,11261065,11229903,2.0,0.0,2.0,1.200,4.333,2.5,20250315
171394749,11259008,11226307,1.0,0.0,1.0,1.200,4.333,2.5,20250315
171351092,11231823,11228253,3.0,3.0,6.0,1.111,6.000,2.5,20250315
171351094,11224961,11224964,7.0,4.0,11.0,1.010,15.000,2.5,20250315
171394751,11226307,11261065,2.0,2.0,4.0,1.166,4.500,2.5,20250315
171394755,11259008,11229903,4.0,0.0,4.0,1.166,4.500,2.5,20250315
171351096,11228253,11224961,2.0,2.0,4.0,1.025,10.500,2.5,20250315
171351099,11224429,11231823,2.0,1.0,3.0,1.250,3.750,2.5,20250315
171365937,11223859,11223856,3.0,4.0,7.0,1.062,8.000,2.5,20250315
171365941,11223333,11223858,5.0,5.0,10.0,1.142,5.000,2.5,20250315
171365956,11223856,11228988,4.0,2.0,6.0,1.050,8.500,2.5,20250315
171365946,11223858,11223859,3.0,2.0,5.0,1.062,8.000,2.5,20250315
171365972,11223859,11223333,3.0,2.0,5.0,1.111,6.000,2.5,20250315
171365967,11228988,11223858,3.0,1.0,4.0,1.050,8.500,2.5,20250315
171365976,11223333,11228988,2.0,0.0,2.0,1.100,6.500,2.5,20250315
171365981,11223858,11223856,1.0,4.0,5.0,1.083,7.000,2.5,20250315
171365985,11223856,11223333,1.0,2.0,3.0,1.142,5.000,2.5,20250315
171365988,11228988,11223859,2.0,1.0,3.0,1.062,8.000,2.5,20250315
171365991,11223856,11223859,1.0,2.0,3.0,1.050,8.500,2.5,20250315
171365993,11223858,11223333,1.0,1.0,2.0,1.125,5.500,2.5,20250315
171365998,11223859,11223858,4.0,4.0,8.0,1.040,9.000,2.5,20250315
171366007,11228988,11223856,2.0,3.0,5.0,1.050,8.500,2.5,20250315
171366012,11223858,11228988,5.0,6.0,11.0,1.040,9.000,2.5,20250315
171366019,11223333,11223859,1.0,4.0,5.0,1.071,7.500,2.5,20250315
171366023,11228988,11223333,3.0,3.0,6.0,1.142,5.000,2.5,20250315
171366030,11223856,11223858,1.0,3.0,4.0,1.083,7.000,2.5,20250315
171366037,11223333,11223856,1.0,0.0,1.0,1.142,5.000,2.5,20250315
171366046,11223859,11228988,4.0,0.0,4.0,1.050,8.500,2.5,20250315
171366051,11223899,11223900,5.0,1.0,6.0,1.083,7.000,2.5,20250315
171366054,11223409,11223898,2.0,5.0,7.0,1.111,6.000,2.5,20250315
171366057,11223898,11223899,4.0,2.0,6.0,1.071,7.500,2.5,20250315
171366060,11223900,11225457,2.0,5.0,7.0,1.050,8.500,2.5,20250315
171366062,11225457,11223898,1.0,3.0,4.0,1.040,9.000,2.5,20250315
171366067,11223899,11223409,0.0,3.0,3.0,1.083,7.000,2.5,20250315
171366069,11223409,11225457,1.0,3.0,4.0,1.125,5.500,2.5,20250315
171366075,11223898,11223900,3.0,7.0,10.0,1.083,7.000,2.5,20250315
171366083,11223900,11223409,3.0,3.0,6.0,1.100,6.500,2.5,20250315
171366086,11225457,11223899,1.0,5.0,6.0,1.050,8.500,2.5,20250315
171366089,11223900,11223899,1.0,1.0,2.0,1.083,7.000,2.5,20250315
171366092,11223898,11223409,2.0,3.0,5.0,1.142,5.000,2.5,20250315
171366096,11223899,11223898,5.0,3.0,8.0,1.071,7.500,2.5,20250315
171366103,11225457,11223900,1.0,3.0,4.0,1.050,8.500,2.5,20250315
171366108,11223898,11225457,3.0,3.0,6.0,1.040,9.000,2.5,20250315
171366111,11223409,11223899,4.0,4.0,8.0,1.071,7.500,2.5,20250315
171366117,11225457,11223409,1.0,2.0,3.0,1.125,5.500,2.5,20250315
171366121,11223900,11223898,1.0,4.0,5.0,1.071,7.500,2.5,20250315
171366123,11223409,11223900,0.0,1.0,1.0,1.100,6.500,2.5,20250315
171366125,11223899,11225457,2.0,0.0,2.0,1.062,8.000,2.5,20250315
171366128,11223929,11223930,4.0,3.0,7.0,,,,20250315
171366130,11223452,11223928,3.0,3.0,6.0,,,,20250315
171366133,11223928,11223929,4.0,4.0,8.0,1.030,10.000,2.5,20250315
171366143,11223930,11229095,6.0,2.0,8.0,1.062,8.000,2.5,20250315
171366149,11229095,11223928,5.0,4.0,9.0,,,,20250315
171366153,11223929,11223452,5.0,2.0,7.0,1.071,7.500,2.5,20250315
171366156,11223452,11229095,0.0,0.0,0.0,1.142,5.000,2.5,20250315
171366165,11223928,11223930,5.0,2.0,7.0,1.071,7.500,2.5,20250315
171366170,11223930,11223452,1.0,2.0,3.0,1.142,5.000,2.5,20250315
171366183,11229095,11223929,2.0,2.0,4.0,1.062,8.000,2.5,20250315
171366187,11223930,11223929,6.0,2.0,8.0,1.062,8.000,2.5,20250315
171366191,11223928,11223452,1.0,0.0,1.0,1.071,7.500,2.5,20250315
171366195,11223929,11223928,1.0,1.0,2.0,1.025,10.500,2.5,20250315
171366197,11229095,11223930,1.0,3.0,4.0,1.050,8.500,2.5,20250315
171366200,11223928,11229095,,,,,,,20250315
171366204,11223452,11223929,,,,,,,20250315
171366209,11229095,11223452,1.0,5.0,6.0,,,,20250315
171366214,11223930,11223928,2.0,2.0,4.0,,,,20250315
171366225,11223452,11223930,0.0,2.0,2.0,1.200,4.333,2.5,20250315
171366229,11223929,11229095,1.0,1.0,2.0,1.062,8.000,2.5,20250315
171366233,11224042,11224043,4.0,1.0,5.0,,,,20250315
171366236,11223525,11224041,1.0,1.0,2.0,,,,20250315
171366240,11224041,11224042,1.0,4.0,5.0,,,,20250315
171366252,11224043,11229141,5.0,4.0,9.0,,,,20250315
171366257,11229141,11224041,3.0,4.0,7.0,,,,20250315
171366260,11224042,11223525,2.0,2.0,4.0,,,,20250315
171366263,11223525,11229141,4.0,2.0,6.0,1.100,6.500,2.5,20250315
171366268,11224041,11224043,3.0,3.0,6.0,1.062,8.000,2.5,20250315
171366271,11224043,11223525,3.0,4.0,7.0,1.100,6.500,2.5,20250315
171366276,11229141,11224042,2.0,4.0,6.0,1.040,9.000,2.5,20250315
171366280,11224043,11224042,1.0,2.0,3.0,,,,20250315
171366285,11224041,11223525,3.0,2.0,5.0,,,,20250315
171366288,11224042,11224041,3.0,3.0,6.0,,,,20250315
171366298,11229141,11224043,1.0,0.0,1.0,,,,20250315
171366301,11224041,11229141,0.0,2.0,2.0,1.025,10.500,2.5,20250315
171366306,11223525,11224042,2.0,1.0,3.0,1.050,8.500,2.5,20250315
171366310,11229141,11223525,3.0,3.0,6.0,1.100,6.500,2.5,20250315
171366317,11224043,11224041,3.0,1.0,4.0,,,,20250315
171366326,11223525,11224043,2.0,4.0,6.0,1.100,6.500,2.5,20250315
171366331,11224042,11229141,1.0,1.0,2.0,1.040,9.000,2.5,20250315
171404461,11243106,11261286,0.0,0.0,0.0,,,,20250315
171404465,11243109,11243223,,,,1.333,3.250,2.5,20250315
171404467,11243109,11243106,1.0,0.0,1.0,1.285,3.500,2.5,20250315
171404470,11243223,11261286,0.0,0.0,0.0,1.200,4.333,2.5,20250315
171404476,11243223,11243106,2.0,1.0,3.0,1.111,6.000,2.5,20250315
171404472,11261286,11243109,2.0,1.0,3.0,1.250,3.750,2.5,20250315
171404483,11243106,11261286,0.0,4.0,4.0,,,,20250315
171404485,11243109,11243223,1.0,2.0,3.0,,,,20250315
171404487,11243109,11243106,2.0,2.0,4.0,1.250,3.750,2.5,20250315
171404489,11243223,11261286,2.0,3.0,5.0,1.200,4.333,2.5,20250315
171404492,11261286,11243109,0.0,2.0,2.0,1.285,3.500,2.5,20250315
171404494,11243223,11243106,1.0,1.0,2.0,1.111,6.000,2.5,20250315
171404496,11243106,11261286,2.0,2.0,4.0,1.125,5.500,2.5,20250315
171404498,11243109,11243223,0.0,1.0,1.0,1.285,3.500,2.5,20250315
171404500,11243109,11243106,3.0,3.0,6.0,1.222,4.000,2.5,20250315
171404502,11243223,11261286,4.0,3.0,7.0,,,,20250315
171404513,11261286,11243109,2.0,2.0,4.0,1.285,3.500,2.5,20250315
171404517,11243223,11243106,1.0,2.0,3.0,1.100,6.500,2.5,20250315
171404523,11243202,11261426,2.0,0.0,2.0,1.250,3.750,2.5,20250315
171404521,11243201,11261427,3.0,1.0,4.0,1.125,5.500,2.5,20250315
171404529,11243202,11243201,2.0,2.0,4.0,1.222,4.000,2.5,20250315
171404534,11261426,11261427,4.0,2.0,6.0,1.166,4.500,2.5,20250315
171404544,11261427,11243202,2.0,2.0,4.0,1.285,3.500,2.5,20250315
171404550,11261426,11243201,2.0,0.0,2.0,1.142,5.000,2.5,20250315
171404554,11243201,11261427,3.0,3.0,6.0,1.111,6.000,2.5,20250315
171404558,11243202,11261426,3.0,2.0,5.0,1.285,3.500,2.5,20250315
171404560,11243202,11243201,2.0,1.0,3.0,1.250,3.750,2.5,20250315
171404562,11261426,11261427,2.0,4.0,6.0,1.142,5.000,2.5,20250315
171404564,11261427,11243202,2.0,0.0,2.0,1.285,3.500,2.5,20250315
171404566,11261426,11243201,1.0,1.0,2.0,1.142,5.000,2.5,20250315
171404568,11243201,11261427,0.0,0.0,0.0,1.111,6.000,2.5,20250315
171404576,11243202,11261426,0.0,0.0,0.0,1.250,3.750,2.5,20250315
171404583,11243202,11243201,3.0,1.0,4.0,1.250,3.750,2.5,20250315
171404587,11261426,11261427,2.0,2.0,4.0,1.200,4.333,2.5,20250315
171404591,11261427,11243202,3.0,0.0,3.0,,,,20250315
171404593,11261426,11243201,2.0,1.0,3.0,,,,20250315
171404606,11243227,11261454,1.0,0.0,1.0,1.250,3.750,2.5,20250315
171404597,11243226,11261453,0.0,1.0,1.0,1.111,6.000,2.5,20250315
171404608,11243227,11243226,2.0,2.0,4.0,1.250,3.750,2.5,20250315
171404612,11261454,11261453,0.0,2.0,2.0,1.200,4.333,2.5,20250315
171404614,11261453,11243227,1.0,2.0,3.0,1.222,4.000,2.5,20250315
171404616,11261454,11243226,2.0,3.0,5.0,1.166,4.500,2.5,20250315
171404618,11243226,11261453,1.0,3.0,4.0,1.166,4.500,2.5,20250315
171404620,11243227,11261454,1.0,3.0,4.0,1.250,3.750,2.5,20250315
171404622,11243227,11243226,2.0,0.0,2.0,1.250,3.750,2.5,20250315
171404625,11261454,11261453,2.0,0.0,2.0,1.200,4.333,2.5,20250315
171404635,11261453,11243227,3.0,3.0,6.0,1.222,4.000,2.5,20250315
171404637,11261454,11243226,3.0,5.0,8.0,1.166,4.500,2.5,20250315
171404640,11243226,11261453,1.0,2.0,3.0,1.166,4.500,2.5,20250315
171404642,11243227,11261454,1.0,0.0,1.0,1.250,3.750,2.5,20250315
171404645,11243227,11243226,4.0,1.0,5.0,1.250,3.750,2.5,20250315
171404651,11261454,11261453,2.0,2.0,4.0,1.285,3.500,2.5,20250315
171404658,11261453,11243227,2.0,3.0,5.0,1.222,4.000,2.5,20250315
171404662,11261454,11243226,2.0,1.0,3.0,1.125,5.500,2.5,20250315
171404764,11230333,11225681,2.0,2.0,4.0,1.166,4.500,2.5,20250315
171404766,11230905,11238582,3.0,2.0,5.0,1.111,6.000,2.5,20250315
171404768,11238582,11230333,1.0,0.0,1.0,1.100,6.500,2.5,20250315
171404775,11225681,11225674,6.0,2.0,8.0,1.142,5.000,2.5,20250315
171404781,11230333,11230905,1.0,1.0,2.0,1.125,5.500,2.5,20250315
171404779,11225674,11238582,2.0,2.0,4.0,1.111,6.000,2.5,20250315
171404784,11230905,11225674,2.0,3.0,5.0,1.142,5.000,2.5,20250315
171404786,11238582,11225681,0.0,1.0,1.0,1.125,5.500,2.5,20250315
171404788,11225681,11230905,1.0,4.0,5.0,1.142,5.000,2.5,20250315
171404790,11225674,11230333,2.0,3.0,5.0,1.111,6.000,2.5,20250315
171404792,11225681,11230333,2.0,4.0,6.0,1.166,4.500,2.5,20250315
171404794,11238582,11230905,2.0,4.0,6.0,1.111,6.000,2.5,20250315
171404797,11230333,11238582,1.0,2.0,3.0,1.100,6.500,2.5,20250315
171404807,11225674,11225681,1.0,2.0,3.0,1.111,6.000,2.5,20250315
171404812,11238582,11225674,2.0,6.0,8.0,1.142,5.000,2.5,20250315
171404820,11230905,11230333,3.0,2.0,5.0,1.166,4.500,2.5,20250315
171404823,11225674,11230905,3.0,4.0,7.0,1.142,5.000,2.5,20250315
171404828,11225681,11238582,2.0,1.0,3.0,1.200,4.333,2.5,20250315
171404833,11230905,11225681,2.0,1.0,3.0,1.142,5.000,2.5,20250315
171404843,11230333,11225674,3.0,1.0,4.0,1.111,6.000,2.5,20250315
171404872,11225715,11238590,1.0,2.0,3.0,1.111,6.000,2.5,20250315
171404877,11230346,11230918,0.0,1.0,1.0,1.125,5.500,2.5,20250315
171297325,11250373,11260311,3.0,2.0,5.0,1.571,2.350,2.5,20250314
171297337,11260310,11255045,3.0,0.0,3.0,1.571,2.350,2.5,20250314
171297341,11250373,11233193,3.0,2.0,5.0,1.533,2.375,2.5,20250314
171297347,11255045,11260311,0.0,2.0,2.0,2.000,1.800,2.5,20250314
171297350,11260310,11233193,1.0,2.0,3.0,1.333,3.250,2.5,20250314
171297354,11255045,11250373,1.0,1.0,2.0,2.150,1.666,2.5,20250314
171297359,11255045,11233193,1.0,0.0,1.0,1.615,2.250,2.5,20250314
171297367,11260311,11260310,1.0,1.0,2.0,1.400,2.750,2.5,20250314
171297371,11260311,11233193,,,,1.444,2.625,2.5,20250314
171297374,11250373,11260310,,,,1.444,2.625,2.5,20250314
171297378,11239842,11226531,1.0,2.0,3.0,1.571,2.350,2.5,20250314
171297380,11255949,11255939,2.0,1.0,3.0,1.533,2.375,2.5,20250314
171297382,11260317,11226531,1.0,1.0,2.0,1.400,2.750,2.5,20250314
171297384,11239842,11255949,0.0,1.0,1.0,,,,20250314
171297386,11260317,11255939,1.0,2.0,3.0,1.250,3.750,2.5,20250314
171297388,11226531,11255949,1.0,0.0,1.0,1.750,2.050,2.5,20250314
171297393,11260317,11255949,3.0,2.0,5.0,1.533,2.375,2.5,20250314
171297399,11255939,11239842,1.0,5.0,6.0,1.533,2.375,2.5,20250314
171297401,11260317,11239842,3.0,1.0,4.0,1.444,2.625,2.5,20250314
171297403,11255939,11226531,0.0,1.0,1.0,1.533,2.375,2.5,20250314
171297406,11226531,11239842,1.0,1.0,2.0,1.727,2.075,2.5,20250314
171297410,11255939,11255949,0.0,1.0,1.0,1.700,2.100,2.5,20250314
171297417,11226531,11260317,2.0,2.0,4.0,1.533,2.375,2.5,20250314
171297422,11255949,11239842,1.0,3.0,4.0,2.150,1.666,2.5,20250314
171297424,11255939,11260317,3.0,1.0,4.0,,,,20250314
171297426,11255949,11226531,2.0,1.0,3.0,,,,20250314
171297428,11255949,11260317,0.0,2.0,2.0,,,,20250314
171297430,11239842,11255939,0.0,1.0,1.0,,,,20250314
171297434,11239842,11260317,4.0,3.0,7.0,1.533,2.375,2.5,20250314
171297438,11226531,11255939,3.0,4.0,7.0,1.444,2.625,2.5,20250314
171306575,11237036,11260656,2.0,3.0,5.0,1.111,6.000,2.5,20250314
171306583,11223602,11260656,1.0,5.0,6.0,1.100,6.500,2.5,20250314
171306588,11237036,11252704,2.0,0.0,2.0,1.142,5.000,2.5,20250314
171306596,11223602,11260657,4.0,3.0,7.0,1.285,3.500,2.5,20250314
171306605,11260656,11252704,3.0,2.0,5.0,1.071,7.500,2.5,20250314
171306609,11223602,11252704,3.0,4.0,7.0,1.200,4.333,2.5,20250314
171306615,11260657,11237036,1.0,2.0,3.0,1.222,4.000,2.5,20250314
171306620,11223602,11237036,3.0,2.0,5.0,1.500,2.500,2.5,20250314
171306623,11260657,11260656,2.0,3.0,5.0,1.111,6.000,2.5,20250314
171306626,11260656,11237036,3.0,4.0,7.0,1.111,6.000,2.5,20250314
171306629,11260657,11252704,3.0,0.0,3.0,1.142,5.000,2.5,20250314
171306631,11260656,11223602,0.0,3.0,3.0,1.100,6.500,2.5,20250314
171306642,11252704,11237036,3.0,1.0,4.0,1.222,4.000,2.5,20250314
171306648,11260657,11223602,5.0,2.0,7.0,1.222,4.000,2.5,20250314
171306653,11252704,11260656,4.0,3.0,7.0,1.100,6.500,2.5,20250314
171306657,11252704,11223602,2.0,2.0,4.0,1.200,4.333,2.5,20250314
171306660,11237036,11260657,1.0,0.0,1.0,1.222,4.000,2.5,20250314
171306666,11237036,11223602,0.0,2.0,2.0,1.444,2.625,2.5,20250314
171306676,11260656,11260657,2.0,5.0,7.0,1.111,6.000,2.5,20250314
171306680,11260666,11260667,4.0,0.0,4.0,1.111,6.000,2.5,20250314
171306683,11256863,11223305,4.0,1.0,5.0,1.142,5.000,2.5,20250314
171306686,11239035,11260667,2.0,3.0,5.0,1.100,6.500,2.5,20250314
171306689,11260666,11256863,2.0,2.0,4.0,1.166,4.500,2.5,20250314
171306692,11239035,11223305,2.0,1.0,3.0,1.222,4.000,2.5,20250314
171306695,11260667,11256863,2.0,3.0,5.0,1.083,7.000,2.5,20250314
171306698,11239035,11256863,2.0,2.0,4.0,1.142,5.000,2.5,20250314
171306700,11223305,11260666,2.0,1.0,3.0,1.222,4.000,2.5,20250314
171306711,11239035,11260666,1.0,2.0,3.0,1.444,2.625,2.5,20250314
171306714,11223305,11260667,5.0,1.0,6.0,1.100,6.500,2.5,20250314
171306717,11260667,11260666,2.0,4.0,6.0,1.125,5.500,2.5,20250314
171306721,11223305,11256863,1.0,2.0,3.0,1.083,7.000,2.5,20250314
171306723,11260667,11239035,3.0,2.0,5.0,1.100,6.500,2.5,20250314
171306731,11256863,11260666,4.0,2.0,6.0,1.222,4.000,2.5,20250314
171306739,11223305,11239035,3.0,0.0,3.0,1.250,3.750,2.5,20250314
171306742,11256863,11260667,3.0,1.0,4.0,1.062,8.000,2.5,20250314
171306744,11256863,11239035,2.0,3.0,5.0,1.142,5.000,2.5,20250314
171306747,11260666,11223305,1.0,3.0,4.0,1.300,3.400,2.5,20250314
171306750,11260666,11239035,1.0,1.0,2.0,,,,20250314
171306754,11260667,11223305,2.0,3.0,5.0,1.083,7.000,2.5,20250314
171306756,11232051,11237174,4.0,3.0,7.0,1.100,6.500,2.5,20250314
171306759,11260694,11260695,2.0,4.0,6.0,1.111,6.000,2.5,20250314
171306762,11229401,11237174,4.0,3.0,7.0,1.100,6.500,2.5,20250314
171306766,11232051,11260694,2.0,2.0,4.0,1.142,5.000,2.5,20250314
171306777,11229401,11260695,0.0,3.0,3.0,1.250,3.750,2.5,20250314
171306780,11237174,11260694,4.0,3.0,7.0,1.062,8.000,2.5,20250314
171306786,11229401,11260694,2.0,1.0,3.0,1.200,4.333,2.5,20250314
171306793,11260695,11232051,2.0,4.0,6.0,1.250,3.750,2.5,20250314
171306803,11229401,11232051,2.0,2.0,4.0,1.333,3.250,2.5,20250314
171306812,11260695,11237174,6.0,1.0,7.0,1.083,7.000,2.5,20250314
171306826,11237174,11232051,1.0,3.0,4.0,1.111,6.000,2.5,20250314
171306831,11260695,11260694,2.0,3.0,5.0,1.125,5.500,2.5,20250314
171306836,11237174,11229401,2.0,5.0,7.0,1.100,6.500,2.5,20250314
171306841,11260694,11232051,4.0,2.0,6.0,1.142,5.000,2.5,20250314
171306844,11260695,11229401,4.0,1.0,5.0,1.285,3.500,2.5,20250314
171306847,11260694,11237174,3.0,5.0,8.0,1.040,9.000,2.5,20250314
171306850,11260694,11229401,2.0,3.0,5.0,1.166,4.500,2.5,20250314
171306853,11232051,11260695,1.0,0.0,1.0,1.285,3.500,2.5,20250314
171306855,11232051,11229401,0.0,0.0,0.0,1.363,3.000,2.5,20250314
171306868,11237174,11260695,1.0,1.0,2.0,1.083,7.000,2.5,20250314
171323308,11239096,11260718,2.0,0.0,2.0,1.100,6.500,2.5,20250314
171323311,11234512,11234513,3.0,3.0,6.0,1.200,4.333,2.5,20250314
171323313,11260719,11260718,4.0,1.0,5.0,1.083,7.000,2.5,20250314
171323315,11239096,11234512,1.0,0.0,1.0,1.200,4.333,2.5,20250314
171323317,11260719,11234513,0.0,3.0,3.0,1.071,7.500,2.5,20250314
171323319,11260718,11234512,0.0,4.0,4.0,1.111,6.000,2.5,20250314
171323321,11260719,11234512,1.0,3.0,4.0,1.200,4.333,2.5,20250314
171323330,11234513,11239096,1.0,2.0,3.0,1.071,7.500,2.5,20250314
171323336,11260719,11239096,2.0,2.0,4.0,1.111,6.000,2.5,20250314
171323340,11234513,11260718,4.0,3.0,7.0,1.050,8.500,2.5,20250314
171323342,11260718,11239096,2.0,2.0,4.0,1.100,6.500,2.5,20250314
171323347,11234513,11234512,0.0,2.0,2.0,1.142,5.000,2.5,20250314
171323351,11260718,11260719,3.0,4.0,7.0,1.083,7.000,2.5,20250314
171323360,11234512,11239096,3.0,3.0,6.0,1.142,5.000,2.5,20250314
171323368,11234513,11260719,5.0,3.0,8.0,1.083,7.000,2.5,20250314
171323372,11234512,11260718,2.0,2.0,4.0,1.111,6.000,2.5,20250314
171323378,11234512,11260719,4.0,1.0,5.0,1.166,4.500,2.5,20250314
171323382,11239096,11234513,2.0,4.0,6.0,1.071,7.500,2.5,20250314
171323385,11239096,11260719,2.0,3.0,5.0,1.083,7.000,2.5,20250314
171323387,11260718,11234513,4.0,2.0,6.0,1.030,10.000,2.5,20250314
171323390,11223780,11260839,5.0,6.0,11.0,1.125,5.500,2.5,20250314
171323392,11233719,11222492,0.0,3.0,3.0,1.200,4.333,2.5,20250314
