id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd,event_day
170941186,11235530,11227230,0.0,1.0,1.0,1.222,4.000,2.5,20250307
170918224,11233962,11228498,1.0,2.0,3.0,1.142,5.000,2.5,20250307
170918230,11231527,11225261,5.0,4.0,9.0,1.040,9.000,2.5,20250307
170941188,11227230,11223792,1.0,2.0,3.0,1.166,4.500,2.5,20250307
170941191,11235530,11226661,2.0,4.0,6.0,1.142,5.000,2.5,20250307
170918234,11228498,11231527,2.0,4.0,6.0,1.050,8.500,2.5,20250307
170918238,11225262,11233962,1.0,2.0,3.0,1.200,4.333,2.5,20250307
170941195,11226677,11227240,2.0,4.0,6.0,1.111,6.000,2.5,20250307
170941202,11223821,11235537,4.0,0.0,4.0,1.250,3.750,2.5,20250307
170941206,11223821,11226677,1.0,6.0,7.0,1.166,4.500,2.5,20250307
170941208,11235537,11227240,1.0,1.0,2.0,1.285,3.500,2.5,20250307
170918242,11225290,11258266,4.0,2.0,6.0,1.040,9.000,2.5,20250307
170918246,11228522,11225289,6.0,2.0,8.0,1.040,9.000,2.5,20250307
170941210,11227240,11223821,1.0,4.0,5.0,1.166,4.500,2.5,20250307
170941212,11235537,11226677,2.0,6.0,8.0,1.166,4.500,2.5,20250307
170918250,11225289,11225290,3.0,3.0,6.0,1.030,10.000,2.5,20250307
170918264,11258266,11223828,1.0,1.0,2.0,1.142,5.000,2.5,20250307
170941214,11226677,11227240,5.0,2.0,7.0,1.083,7.000,2.5,20250307
170941216,11223821,11235537,2.0,1.0,3.0,,,,20250307
170918272,11223828,11225289,2.0,4.0,6.0,1.166,4.500,2.5,20250307
170918280,11225290,11228522,4.0,4.0,8.0,1.050,8.500,2.5,20250307
170918287,11228522,11223828,3.0,2.0,5.0,1.111,6.000,2.5,20250307
170918297,11225289,11258266,3.0,3.0,6.0,1.050,8.500,2.5,20250307
170941218,11223821,11226677,2.0,2.0,4.0,1.111,6.000,2.5,20250307
170941222,11235537,11227240,2.0,0.0,2.0,1.222,4.000,2.5,20250307
170918308,11258266,11228522,2.0,3.0,5.0,1.040,9.000,2.5,20250307
170918320,11223828,11225290,1.0,3.0,4.0,1.250,3.750,2.5,20250307
170941231,11227240,11223821,2.0,1.0,3.0,1.142,5.000,2.5,20250307
170941235,11235537,11226677,0.0,3.0,3.0,1.142,5.000,2.5,20250307
170918329,11258266,11225290,5.0,2.0,7.0,8.500,1.050,2.5,20250307
170918335,11225289,11228522,4.0,1.0,5.0,10.000,1.030,2.5,20250307
170941239,11226677,11227240,2.0,0.0,2.0,1.083,7.000,2.5,20250307
170941241,11223821,11235537,4.0,2.0,6.0,1.222,4.000,2.5,20250307
170918341,11225290,11225289,5.0,2.0,7.0,1.040,9.000,2.5,20250307
170918349,11223828,11258266,1.0,4.0,5.0,1.142,5.000,2.5,20250307
170941245,11223821,11226677,2.0,1.0,3.0,4.500,1.166,2.5,20250307
170941251,11235537,11227240,0.0,1.0,1.0,3.750,1.250,2.5,20250307
170918355,11225289,11223828,4.0,0.0,4.0,1.111,6.000,2.5,20250307
170918361,11228522,11225290,3.0,3.0,6.0,1.040,9.000,2.5,20250307
170941261,11227240,11223821,1.0,4.0,5.0,1.166,4.500,2.5,20250307
170941265,11235537,11226677,1.0,2.0,3.0,1.222,4.000,2.5,20250307
170918369,11223828,11228522,2.0,2.0,4.0,1.083,7.000,2.5,20250307
170918375,11258266,11225289,7.0,3.0,10.0,1.040,9.000,2.5,20250307
170918386,11228522,11258266,3.0,4.0,7.0,1.040,9.000,2.5,20250307
170918397,11225290,11223828,2.0,0.0,2.0,1.166,4.500,2.5,20250307
170941269,11258272,11258273,1.0,2.0,3.0,1.166,4.500,2.5,20250307
170941273,11223844,11235539,4.0,2.0,6.0,1.200,4.333,2.5,20250307
170918405,11225306,11231554,2.0,4.0,6.0,1.050,8.500,2.5,20250307
170918412,11228245,11225305,3.0,5.0,8.0,1.083,7.000,2.5,20250307
170941275,11223844,11258272,5.0,2.0,7.0,1.142,5.000,2.5,20250307
170941277,11235539,11258273,1.0,1.0,2.0,1.222,4.000,2.5,20250307
170918420,11225305,11225306,4.0,3.0,7.0,1.040,9.000,2.5,20250307
170918426,11231554,11223848,4.0,4.0,8.0,1.200,4.333,2.5,20250307
170941279,11258273,11223844,1.0,4.0,5.0,1.200,4.333,2.5,20250307
170941282,11235539,11258272,0.0,3.0,3.0,1.222,4.000,2.5,20250307
170918437,11223848,11225305,2.0,2.0,4.0,1.166,4.500,2.5,20250307
170918444,11225306,11228245,4.0,2.0,6.0,1.050,8.500,2.5,20250307
170941285,11258272,11258273,2.0,1.0,3.0,1.166,4.500,2.5,20250307
170941296,11223844,11235539,0.0,2.0,2.0,1.200,4.333,2.5,20250307
170918448,11228245,11223848,2.0,0.0,2.0,1.142,5.000,2.5,20250307
170918453,11225305,11231554,5.0,2.0,7.0,1.040,9.000,2.5,20250307
170918457,11231554,11228245,3.0,5.0,8.0,1.050,8.500,2.5,20250307
170918461,11223848,11225306,2.0,1.0,3.0,1.250,3.750,2.5,20250307
170941300,11223844,11258272,1.0,3.0,4.0,1.166,4.500,2.5,20250307
170941303,11235539,11258273,2.0,0.0,2.0,1.222,4.000,2.5,20250307
170918465,11231554,11225306,2.0,1.0,3.0,1.050,8.500,2.5,20250307
170918472,11225305,11228245,4.0,3.0,7.0,1.030,10.000,2.5,20250307
170941306,11258273,11223844,3.0,1.0,4.0,1.166,4.500,2.5,20250307
170941311,11235539,11258272,3.0,2.0,5.0,1.222,4.000,2.5,20250307
170918478,11225306,11225305,3.0,4.0,7.0,1.025,10.500,2.5,20250307
170918484,11223848,11231554,3.0,2.0,5.0,1.142,5.000,2.5,20250307
170941319,11258272,11258273,7.0,0.0,7.0,1.200,4.333,2.5,20250307
170941324,11223844,11235539,2.0,1.0,3.0,1.250,3.750,2.5,20250307
170918498,11225305,11223848,3.0,4.0,7.0,1.166,4.500,2.5,20250307
170918504,11228245,11225306,3.0,5.0,8.0,1.040,9.000,2.5,20250307
170941326,11223844,11258272,1.0,0.0,1.0,6.000,1.111,2.5,20250307
170941328,11235539,11258273,0.0,0.0,0.0,1.285,3.500,2.5,20250307
170918511,11223848,11228245,3.0,2.0,5.0,1.200,4.333,2.5,20250307
170918516,11231554,11225305,3.0,2.0,5.0,1.040,9.000,2.5,20250307
170941331,11258273,11223844,1.0,4.0,5.0,,,,20250307
170941333,11235539,11258272,1.0,2.0,3.0,,,,20250307
170918523,11228245,11231554,5.0,2.0,7.0,1.040,9.000,2.5,20250307
170918531,11225306,11223848,1.0,0.0,1.0,1.250,3.750,2.5,20250307
170930691,11239433,11231826,3.0,1.0,4.0,1.050,8.500,2.5,20250307
170930697,11225799,11239433,0.0,1.0,1.0,1.083,7.000,2.5,20250307
170930699,11231826,11225795,1.0,2.0,3.0,1.050,8.500,2.5,20250307
170942648,11224462,11224605,2.0,0.0,2.0,1.333,3.250,2.5,20250307
170930702,11225795,11225799,4.0,1.0,5.0,1.142,5.000,2.5,20250307
170930704,11239433,11235087,1.0,2.0,3.0,1.142,5.000,2.5,20250307
170931055,11224605,11223340,3.0,1.0,4.0,1.285,3.500,2.5,20250307
170942653,11223861,11224462,,,,1.300,3.400,2.5,20250307
170930706,11235087,11225795,1.0,1.0,2.0,1.142,5.000,2.5,20250307
170930710,11225799,11231826,2.0,2.0,4.0,1.083,7.000,2.5,20250307
170942658,11224462,11224460,2.0,3.0,5.0,1.333,3.250,2.5,20250307
170930721,11231826,11235087,5.0,1.0,6.0,1.111,6.000,2.5,20250307
170930725,11225795,11239433,4.0,3.0,7.0,1.071,7.500,2.5,20250307
170931063,11224460,11223340,1.0,2.0,3.0,1.285,3.500,2.5,20250307
170930729,11231826,11239433,4.0,3.0,7.0,1.040,9.000,2.5,20250307
170930732,11225799,11235087,1.0,4.0,5.0,1.222,4.000,2.5,20250307
170942660,11223340,11224462,2.0,0.0,2.0,1.250,3.750,2.5,20250307
170931074,11224605,11224460,1.0,1.0,2.0,1.285,3.500,2.5,20250307
170930738,11239433,11225799,2.0,3.0,5.0,1.083,7.000,2.5,20250307
170930745,11225795,11231826,1.0,2.0,3.0,1.071,7.500,2.5,20250307
170931081,11223861,11224460,1.0,3.0,4.0,1.222,4.000,2.5,20250307
170942663,11224605,11224462,1.0,1.0,2.0,1.300,3.400,2.5,20250307
170930757,11225799,11225795,6.0,4.0,10.0,1.142,5.000,2.5,20250307
170930763,11235087,11239433,5.0,5.0,10.0,1.142,5.000,2.5,20250307
170931086,11223340,11224605,3.0,0.0,3.0,1.250,3.750,2.5,20250307
170942665,11224462,11223861,1.0,5.0,6.0,1.250,3.750,2.5,20250307
170930769,11225795,11235087,4.0,3.0,7.0,1.166,4.500,2.5,20250307
170930775,11231826,11225799,3.0,2.0,5.0,1.083,7.000,2.5,20250307
170931088,11223861,11223340,2.0,2.0,4.0,1.142,5.000,2.5,20250307
170942667,11224460,11224462,3.0,1.0,4.0,1.333,3.250,2.5,20250307
170930777,11235087,11231826,0.0,5.0,5.0,,,,20250307
170930779,11239433,11225795,4.0,3.0,7.0,1.100,6.500,2.5,20250307
170931093,11223340,11224460,0.0,1.0,1.0,1.363,3.000,2.5,20250307
170931099,11224605,11223861,2.0,5.0,7.0,,,,20250307
170930695,11235087,11225799,3.0,2.0,5.0,1.285,3.500,2.5,20250307
170931108,11224460,11224605,1.0,2.0,3.0,1.444,2.625,2.5,20250307
170942670,11224462,11223340,2.0,1.0,3.0,1.285,3.500,2.5,20250307
170930782,11239465,11231898,3.0,2.0,5.0,,,,20250307
170930784,11235099,11225896,2.0,0.0,2.0,,,,20250307
170931044,11224460,11223861,2.0,2.0,4.0,1.166,4.500,2.5,20250307
170930793,11225896,11239465,3.0,0.0,3.0,,,,20250307
170930800,11231898,11225889,2.0,1.0,3.0,,,,20250307
170931119,11224526,11223904,1.0,1.0,2.0,,,,20250307
170942680,11224524,11225032,0.0,0.0,0.0,,,,20250307
170930804,11225889,11225896,2.0,4.0,6.0,,,,20250307
170930807,11239465,11235099,4.0,2.0,6.0,,,,20250307
170931133,11225032,11223414,0.0,3.0,3.0,,,,20250307
170942685,11223904,11224524,1.0,3.0,4.0,,,,20250307
170930810,11235099,11225889,0.0,5.0,5.0,,,,20250307
170930815,11225896,11231898,1.0,2.0,3.0,,,,20250307
170942690,11224524,11224526,3.0,1.0,4.0,,,,20250307
170931142,11223414,11223904,4.0,3.0,7.0,,,,20250307
170930823,11231898,11235099,2.0,1.0,3.0,,,,20250307
170930826,11225889,11239465,6.0,2.0,8.0,,,,20250307
170931151,11224526,11223414,3.0,2.0,5.0,,,,20250307
170931154,11223904,11225032,2.0,2.0,4.0,,,,20250307
170930828,11231898,11239465,3.0,2.0,5.0,,,,20250307
170930830,11225896,11235099,3.0,1.0,4.0,,,,20250307
170931156,11225032,11224526,1.0,3.0,4.0,,,,20250307
170942693,11223414,11224524,1.0,3.0,4.0,,,,20250307
170930833,11239465,11225896,3.0,3.0,6.0,,,,20250307
170930851,11225889,11231898,4.0,3.0,7.0,,,,20250307
170931163,11223904,11224526,1.0,2.0,3.0,1.222,4.000,2.5,20250307
170942698,11225032,11224524,2.0,4.0,6.0,,,,20250307
170930853,11225896,11225889,2.0,2.0,4.0,,,,20250307
170930856,11235099,11239465,5.0,0.0,5.0,1.083,7.000,2.5,20250307
170931180,11223414,11225032,0.0,1.0,1.0,3.000,1.363,2.5,20250307
170942704,11224524,11223904,2.0,1.0,3.0,3.750,1.250,2.5,20250307
170930858,11225889,11235099,0.0,1.0,1.0,,,,20250307
170930865,11231898,11225896,5.0,2.0,7.0,,,,20250307
170931183,11223904,11223414,0.0,1.0,1.0,1.142,5.000,2.5,20250307
170942711,11224526,11224524,1.0,2.0,3.0,,,,20250307
170930871,11235099,11231898,4.0,3.0,7.0,,,,20250307
170930874,11239465,11225889,5.0,3.0,8.0,,,,20250307
170931190,11223414,11224526,5.0,4.0,9.0,,,,20250307
170931193,11225032,11223904,0.0,3.0,3.0,3.400,1.300,2.5,20250307
170931201,11224526,11225032,3.0,2.0,5.0,1.444,2.625,2.5,20250307
170942715,11224524,11223414,4.0,7.0,11.0,1.285,3.500,2.5,20250307
170930876,11239473,11231929,5.0,4.0,9.0,1.062,8.000,2.5,20250307
170930879,11235109,11225924,2.0,2.0,4.0,1.250,3.750,2.5,20250307
170930885,11225924,11239473,0.0,2.0,2.0,,,,20250307
170930894,11231929,11225920,3.0,3.0,6.0,,,,20250307
170931211,11224603,11223938,2.0,1.0,3.0,,,,20250307
170942717,11224601,11225080,1.0,1.0,2.0,,,,20250307
170930898,11225920,11225924,3.0,2.0,5.0,,,,20250307
170930901,11239473,11235109,2.0,2.0,4.0,,,,20250307
170931216,11225080,11223460,3.0,2.0,5.0,,,,20250307
170942721,11223938,11224601,2.0,1.0,3.0,1.250,3.750,2.5,20250307
170930904,11235109,11225920,3.0,5.0,8.0,,,,20250307
170930906,11225924,11231929,4.0,3.0,7.0,,,,20250307
170931218,11223460,11223938,2.0,2.0,4.0,1.200,4.333,2.5,20250307
170942723,11224601,11224603,1.0,2.0,3.0,1.285,3.500,2.5,20250307
170930908,11231929,11235109,5.0,2.0,7.0,1.100,6.500,2.5,20250307
170930911,11225920,11239473,4.0,5.0,9.0,1.050,8.500,2.5,20250307
170931223,11224603,11223460,3.0,3.0,6.0,,,,20250307
170931226,11223938,11225080,0.0,2.0,2.0,,,,20250307
170930913,11231929,11239473,6.0,5.0,11.0,,,,20250307
170930915,11225924,11235109,2.0,5.0,7.0,,,,20250307
170931235,11225080,11224603,2.0,2.0,4.0,1.363,3.000,2.5,20250307
170942726,11223460,11224601,3.0,2.0,5.0,1.285,3.500,2.5,20250307
170930921,11239473,11225924,2.0,4.0,6.0,1.142,5.000,2.5,20250307
170930930,11225920,11231929,0.0,3.0,3.0,1.040,9.000,2.5,20250307
170931243,11223938,11224603,1.0,2.0,3.0,1.200,4.333,2.5,20250307
170942729,11225080,11224601,2.0,3.0,5.0,1.333,3.250,2.5,20250307
170930933,11225924,11225920,4.0,0.0,4.0,,,,20250307
170930937,11235109,11239473,5.0,3.0,8.0,1.111,6.000,2.5,20250307
170931255,11223460,11225080,4.0,1.0,5.0,1.250,3.750,2.5,20250307
170942731,11224601,11223938,1.0,1.0,2.0,1.250,3.750,2.5,20250307
170930940,11225920,11235109,2.0,4.0,6.0,,,,20250307
170930945,11231929,11225924,6.0,4.0,10.0,,,,20250307
170931260,11223938,11223460,5.0,2.0,7.0,1.142,5.000,2.5,20250307
170942735,11224603,11224601,3.0,2.0,5.0,1.333,3.250,2.5,20250307
170930953,11235109,11231929,3.0,4.0,7.0,1.071,7.500,2.5,20250307
170930962,11239473,11225920,4.0,1.0,5.0,1.040,9.000,2.5,20250307
170931264,11223460,11224603,1.0,1.0,2.0,,,,20250307
170931272,11225080,11223938,3.0,2.0,5.0,1.250,3.750,2.5,20250307
170930967,11239480,11231963,4.0,3.0,7.0,9.000,1.040,2.5,20250307
170930973,11235141,11225954,2.0,2.0,4.0,3.750,1.250,2.5,20250307
170931275,11224603,11225080,0.0,2.0,2.0,1.300,3.400,2.5,20250307
170942744,11224601,11223460,2.0,2.0,4.0,1.200,4.333,2.5,20250307
170930976,11225954,11239480,3.0,3.0,6.0,1.125,5.500,2.5,20250307
170930978,11231963,11225952,4.0,4.0,8.0,1.050,8.500,2.5,20250307
170931282,11224704,11258343,3.0,1.0,4.0,1.200,4.333,2.5,20250307
170942746,11224695,11225108,4.0,2.0,6.0,3.250,1.333,2.5,20250307
170930981,11225952,11225954,3.0,4.0,7.0,1.083,7.000,2.5,20250307
170930983,11239480,11235141,4.0,2.0,6.0,1.083,7.000,2.5,20250307
170931295,11225108,11223533,0.0,3.0,3.0,1.250,3.750,2.5,20250307
170942749,11258343,11224695,6.0,4.0,10.0,1.250,3.750,2.5,20250307
170930985,11235141,11225952,2.0,2.0,4.0,,,,20250307
170930991,11225954,11231963,5.0,2.0,7.0,,,,20250307
170931299,11223533,11258343,2.0,0.0,2.0,1.200,4.333,2.5,20250307
170942751,11224695,11224704,0.0,2.0,2.0,1.400,2.750,2.5,20250307
170931000,11231963,11235141,2.0,4.0,6.0,1.083,7.000,2.5,20250307
170931003,11225952,11239480,3.0,3.0,6.0,1.050,8.500,2.5,20250307
170931305,11224704,11223533,0.0,0.0,0.0,1.222,4.000,2.5,20250307
170931310,11258343,11225108,6.0,0.0,6.0,1.250,3.750,2.5,20250307
170931007,11231963,11239480,4.0,3.0,7.0,1.030,10.000,2.5,20250307
170931011,11225954,11235141,1.0,3.0,4.0,1.200,4.333,2.5,20250307
170931318,11225108,11224704,2.0,3.0,5.0,1.300,3.400,2.5,20250307
170942755,11223533,11224695,2.0,3.0,5.0,1.200,4.333,2.5,20250307
170931015,11239480,11225954,2.0,4.0,6.0,6.500,1.100,2.5,20250307
170931022,11225952,11231963,3.0,6.0,9.0,1.040,9.000,2.5,20250307
170931339,11258343,11224704,2.0,1.0,3.0,1.222,4.000,2.5,20250307
170942762,11225108,11224695,2.0,4.0,6.0,1.250,3.750,2.5,20250307
170931028,11225954,11225952,3.0,1.0,4.0,1.083,7.000,2.5,20250307
170931030,11235141,11239480,4.0,5.0,9.0,1.111,6.000,2.5,20250307
170931347,11223533,11225108,2.0,3.0,5.0,1.250,3.750,2.5,20250307
170942766,11224695,11258343,2.0,2.0,4.0,1.250,3.750,2.5,20250307
170931032,11225952,11235141,1.0,2.0,3.0,1.111,6.000,2.5,20250307
170931035,11231963,11225954,2.0,3.0,5.0,1.050,8.500,2.5,20250307
170931349,11258343,11223533,2.0,2.0,4.0,1.200,4.333,2.5,20250307
170942775,11224704,11224695,1.0,0.0,1.0,1.400,2.750,2.5,20250307
170931037,11235141,11231963,4.0,8.0,12.0,7.000,1.083,2.5,20250307
170931039,11239480,11225952,3.0,2.0,5.0,1.071,7.500,2.5,20250307
170931354,11223533,11224704,2.0,1.0,3.0,1.250,3.750,2.5,20250307
170931357,11225108,11258343,1.0,1.0,2.0,1.222,4.000,2.5,20250307
170971097,11241456,11253502,2.0,2.0,4.0,,,,20250307
170971101,11248174,11243412,4.0,2.0,6.0,8.500,1.050,2.5,20250307
170931368,11224704,11225108,0.0,1.0,1.0,1.400,2.750,2.5,20250307
170942777,11224695,11223533,1.0,0.0,1.0,1.200,4.333,2.5,20250307
170971109,11243412,11241456,0.0,0.0,0.0,1.125,5.500,2.5,20250307
170971114,11253502,11245522,3.0,0.0,3.0,,,,20250307
170971117,11245522,11243412,6.0,3.0,9.0,1.142,5.000,2.5,20250307
170971120,11241456,11248174,3.0,3.0,6.0,1.071,7.500,2.5,20250307
170971122,11248174,11245522,2.0,2.0,4.0,1.083,7.000,2.5,20250307
170971124,11243412,11253502,2.0,2.0,4.0,1.222,4.000,2.5,20250307
170971126,11253502,11248174,2.0,2.0,4.0,1.071,7.500,2.5,20250307
170971128,11245522,11241456,3.0,3.0,6.0,1.166,4.500,2.5,20250307
170971131,11253502,11241456,4.0,3.0,7.0,,,,20250307
170971133,11243412,11248174,2.0,3.0,5.0,,,,20250307
170971141,11241456,11243412,2.0,3.0,5.0,1.142,5.000,2.5,20250307
170971147,11245522,11253502,3.0,1.0,4.0,1.200,4.333,2.5,20250307
170971152,11243412,11245522,1.0,1.0,2.0,1.100,6.500,2.5,20250307
170971154,11248174,11241456,2.0,3.0,5.0,1.083,7.000,2.5,20250307
170971159,11245522,11248174,5.0,5.0,10.0,1.111,6.000,2.5,20250307
170971163,11253502,11243412,3.0,1.0,4.0,1.166,4.500,2.5,20250307
170971174,11248174,11253502,0.0,5.0,5.0,1.071,7.500,2.5,20250307
170971183,11241456,11245522,4.0,2.0,6.0,1.125,5.500,2.5,20250307
170971190,11241480,11253539,1.0,3.0,4.0,4.500,1.166,2.5,20250307
170971195,11248252,11224837,2.0,2.0,4.0,7.500,1.071,2.5,20250307
170971197,11224837,11241480,2.0,3.0,5.0,,,,20250307
170971199,11253539,11245564,1.0,1.0,2.0,,,,20250307
170971201,11245564,11224837,2.0,5.0,7.0,1.100,6.500,2.5,20250307
170971203,11241480,11248252,3.0,2.0,5.0,1.071,7.500,2.5,20250307
170971205,11248252,11245564,1.0,3.0,4.0,,,,20250307
170971211,11224837,11253539,2.0,2.0,4.0,,,,20250307
170971219,11253539,11248252,1.0,4.0,5.0,1.111,6.000,2.5,20250307
170971223,11245564,11241480,1.0,2.0,3.0,1.142,5.000,2.5,20250307
170971227,11253539,11241480,4.0,1.0,5.0,1.200,4.333,2.5,20250307
170971229,11224837,11248252,1.0,2.0,3.0,1.100,6.500,2.5,20250307
170971233,11241480,11224837,4.0,3.0,7.0,1.142,5.000,2.5,20250307
170971240,11245564,11253539,2.0,2.0,4.0,1.200,4.333,2.5,20250307
170971244,11224837,11245564,3.0,3.0,6.0,1.083,7.000,2.5,20250307
170971246,11248252,11241480,4.0,2.0,6.0,1.083,7.000,2.5,20250307
170971248,11245564,11248252,1.0,5.0,6.0,1.125,5.500,2.5,20250307
170971250,11253539,11224837,2.0,3.0,5.0,1.142,5.000,2.5,20250307
170971253,11248252,11253539,1.0,1.0,2.0,1.083,7.000,2.5,20250307
170971255,11241480,11245564,2.0,2.0,4.0,1.200,4.333,2.5,20250307
170971257,11241233,11253565,1.0,2.0,3.0,1.142,5.000,2.5,20250307
170971260,11248697,11243672,4.0,5.0,9.0,1.100,6.500,2.5,20250307
170971267,11243672,11241233,4.0,2.0,6.0,1.142,5.000,2.5,20250307
170971272,11253565,11245619,3.0,0.0,3.0,4.000,1.222,2.5,20250307
170971274,11245619,11243672,0.0,2.0,2.0,1.100,6.500,2.5,20250307
170971276,11241233,11248697,2.0,4.0,6.0,1.083,7.000,2.5,20250307
170971280,11248697,11245619,2.0,1.0,3.0,,,,20250307
170971284,11243672,11253565,1.0,1.0,2.0,,,,20250307
170971291,11253565,11248697,2.0,2.0,4.0,,,,20250307
170971295,11245619,11241233,2.0,5.0,7.0,1.166,4.500,2.5,20250307
170971299,11253565,11241233,0.0,0.0,0.0,,,,20250307
170971301,11243672,11248697,6.0,2.0,8.0,,,,20250307
170971303,11241233,11243672,2.0,5.0,7.0,,,,20250307
170971305,11245619,11253565,1.0,0.0,1.0,,,,20250307
170971307,11243672,11245619,3.0,1.0,4.0,1.142,5.000,2.5,20250307
170971310,11248697,11241233,1.0,1.0,2.0,1.050,8.500,2.5,20250307
170971313,11245619,11248697,4.0,6.0,10.0,1.142,5.000,2.5,20250307
170971318,11253565,11243672,1.0,3.0,4.0,1.142,5.000,2.5,20250307
170971329,11248697,11253565,4.0,2.0,6.0,1.100,6.500,2.5,20250307
170971331,11241233,11245619,3.0,3.0,6.0,1.111,6.000,2.5,20250307
170971335,11226184,11229406,3.0,1.0,4.0,1.250,3.750,2.5,20250307
170971337,11227213,11226185,3.0,0.0,3.0,1.100,6.500,2.5,20250307
170971652,11231514,11223764,3.0,5.0,8.0,1.040,9.000,2.5,20250307
170971654,11231515,11237638,4.0,2.0,6.0,1.020,11.000,2.5,20250307
170971351,11229406,11224355,1.0,2.0,3.0,1.166,4.500,2.5,20250307
170971342,11226185,11226184,1.0,1.0,2.0,1.222,4.000,2.5,20250307
170971656,11237638,11231514,4.0,5.0,9.0,1.025,10.500,2.5,20250307
170971658,11223764,11224365,1.0,2.0,3.0,1.200,4.333,2.5,20250307
170971359,11224355,11226185,2.0,1.0,3.0,1.200,4.333,2.5,20250307
170971363,11226184,11227213,0.0,1.0,1.0,1.111,6.000,2.5,20250307
170971660,11224365,11237638,3.0,0.0,3.0,1.142,5.000,2.5,20250307
170971662,11231514,11231515,2.0,3.0,5.0,1.050,8.500,2.5,20250307
170971368,11227213,11224355,1.0,0.0,1.0,1.142,5.000,2.5,20250307
170971372,11226185,11229406,1.0,1.0,2.0,1.300,3.400,2.5,20250307
170971664,11231515,11224365,4.0,4.0,8.0,1.166,4.500,2.5,20250307
170971668,11237638,11223764,4.0,0.0,4.0,1.030,10.000,2.5,20250307
170971374,11229406,11227213,3.0,2.0,5.0,1.250,3.750,2.5,20250307
170971376,11224355,11226184,0.0,1.0,1.0,1.200,4.333,2.5,20250307
170971677,11223764,11231515,1.0,6.0,7.0,1.050,8.500,2.5,20250307
170971680,11224365,11231514,2.0,4.0,6.0,1.250,3.750,2.5,20250307
170971378,11229406,11226184,3.0,2.0,5.0,1.250,3.750,2.5,20250307
170971380,11226185,11227213,2.0,4.0,6.0,1.200,4.333,2.5,20250307
170971684,11223764,11231514,3.0,5.0,8.0,1.040,9.000,2.5,20250307
170971686,11237638,11231515,3.0,3.0,6.0,1.040,9.000,2.5,20250307
170971383,11226184,11226185,1.0,0.0,1.0,1.222,4.000,2.5,20250307
170971394,11224355,11229406,2.0,0.0,2.0,1.300,3.400,2.5,20250307
170971690,11231514,11237638,1.0,3.0,4.0,10.000,1.030,2.5,20250307
170971699,11224365,11223764,0.0,4.0,4.0,4.333,1.200,2.5,20250307
170971397,11226185,11224355,0.0,4.0,4.0,1.250,3.750,2.5,20250307
170971402,11227213,11226184,2.0,0.0,2.0,5.000,1.142,2.5,20250307
170971709,11237638,11224365,1.0,2.0,3.0,1.166,4.500,2.5,20250307
170971713,11231515,11231514,5.0,4.0,9.0,1.050,8.500,2.5,20250307
170971407,11224355,11227213,2.0,2.0,4.0,1.222,4.000,2.5,20250307
170971411,11229406,11226185,1.0,2.0,3.0,1.300,3.400,2.5,20250307
170971718,11224365,11231515,3.0,3.0,6.0,1.166,4.500,2.5,20250307
170971721,11223764,11237638,4.0,3.0,7.0,1.030,10.000,2.5,20250307
170971417,11227213,11229406,0.0,1.0,1.0,1.250,3.750,2.5,20250307
170971423,11226184,11224355,5.0,1.0,6.0,1.200,4.333,2.5,20250307
170971723,11231515,11223764,2.0,2.0,4.0,1.050,8.500,2.5,20250307
170971728,11231514,11224365,2.0,3.0,5.0,1.250,3.750,2.5,20250307
170971425,11226203,11229414,2.0,0.0,2.0,1.250,3.750,2.5,20250307
170971427,11226735,11226204,3.0,3.0,6.0,1.200,4.333,2.5,20250307
170971730,11237693,11223789,3.0,2.0,5.0,1.040,9.000,2.5,20250307
170971732,11231529,11237644,3.0,2.0,5.0,1.040,9.000,2.5,20250307
170971429,11226204,11226203,1.0,2.0,3.0,1.285,3.500,2.5,20250307
170971432,11229414,11224382,1.0,1.0,2.0,1.300,3.400,2.5,20250307
170971735,11237644,11237693,1.0,6.0,7.0,,,,20250307
170971745,11223789,11224393,2.0,0.0,2.0,1.200,4.333,2.5,20250307
170971435,11224382,11226204,3.0,0.0,3.0,1.250,3.750,2.5,20250307
170971437,11226203,11226735,2.0,2.0,4.0,1.166,4.500,2.5,20250307
170862944,11257498,11251329,1.0,1.0,2.0,,,,20250306
170862949,11231945,11237010,0.0,1.0,1.0,,,,20250306
170862953,11257498,11222563,0.0,0.0,0.0,,,,20250306
170862958,11237010,11251329,1.0,1.0,2.0,1.533,2.375,2.5,20250306
170862963,11231945,11222563,2.0,0.0,2.0,1.363,3.000,2.5,20250306
170862975,11237010,11257498,3.0,2.0,5.0,2.500,1.500,2.5,20250306
170862979,11237010,11222563,1.0,3.0,4.0,,,,20250306
170862983,11251329,11231945,3.0,0.0,3.0,2.625,1.444,2.5,20250306
170862987,11251329,11222563,1.0,1.0,2.0,,,,20250306
170862993,11257498,11231945,2.0,1.0,3.0,1.800,2.000,2.5,20250306
170863000,11242544,11257520,1.0,3.0,4.0,,,,20250306
170863008,11257521,11257522,1.0,4.0,5.0,,,,20250306
170863014,11257523,11257520,2.0,1.0,3.0,2.625,1.444,2.5,20250306
170863018,11242544,11257521,2.0,0.0,2.0,1.533,2.375,2.5,20250306
170863023,11257523,11257522,2.0,1.0,3.0,1.571,2.350,2.5,20250306
