id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd
172019855,11225890,11245892,4.0,0.0,4.0,,,
172020268,11265471,11265475,3.0,0.0,3.0,1.200,4.333,2.5
172019857,11234654,11245892,4.0,3.0,7.0,1.083,7.000,2.5
172019859,11222890,11222892,2.0,7.0,9.0,1.062,8.000,2.5
172020271,11265475,11265473,2.0,1.0,3.0,1.071,7.500,2.5
172019872,11245892,11222890,5.0,4.0,9.0,,,
172019876,11225890,11234654,0.0,5.0,5.0,1.111,6.000,2.5
172020273,11265472,11265471,1.0,3.0,4.0,1.333,3.250,2.5
172019880,11222890,11225890,4.0,4.0,8.0,1.062,8.000,2.5
172019884,11222892,11245892,3.0,5.0,8.0,1.040,9.000,2.5
172020275,11265473,11265472,5.0,8.0,13.0,1.100,6.500,2.5
172019887,11225890,11222892,3.0,4.0,7.0,1.083,7.000,2.5
172019896,11234654,11222890,4.0,1.0,5.0,1.111,6.000,2.5
172020278,11265472,11265475,4.0,0.0,4.0,1.100,6.500,2.5
172020281,11265471,11265473,4.0,0.0,4.0,1.166,4.500,2.5
172019899,11222892,11234654,3.0,3.0,6.0,,,
172019902,11245892,11225890,3.0,4.0,7.0,1.071,7.500,2.5
172020291,11265475,11265471,2.0,2.0,4.0,1.222,4.000,2.5
172020298,11265473,11265475,1.0,3.0,4.0,1.111,6.000,2.5
172019904,11245930,11234665,3.0,1.0,4.0,1.062,8.000,2.5
172019906,11222929,11222925,5.0,9.0,14.0,1.062,8.000,2.5
172019911,11234665,11225921,3.0,2.0,5.0,1.142,5.000,2.5
172019909,11222925,11245930,5.0,5.0,10.0,1.040,9.000,2.5
172020303,11265483,11265484,2.0,0.0,2.0,1.285,3.500,2.5
172019914,11225921,11222925,3.0,4.0,7.0,1.050,8.500,2.5
172019917,11245930,11222929,4.0,5.0,9.0,1.040,9.000,2.5
172020306,11265484,11242754,4.0,4.0,8.0,1.083,7.000,2.5
172019926,11222929,11225921,3.0,3.0,6.0,1.083,7.000,2.5
172019928,11222925,11234665,3.0,4.0,7.0,1.125,5.500,2.5
172020312,11265505,11265484,2.0,5.0,7.0,1.083,7.000,2.5
172020322,11242754,11265483,3.0,3.0,6.0,1.166,4.500,2.5
172019930,11234665,11222929,1.0,1.0,2.0,1.062,8.000,2.5
172019934,11225921,11245930,0.0,2.0,2.0,,,
172020329,11265483,11265505,3.0,5.0,8.0,1.250,3.750,2.5
172019938,11234665,11245930,5.0,3.0,8.0,1.050,8.500,2.5
172019947,11222925,11222929,4.0,2.0,6.0,1.040,9.000,2.5
172020334,11265505,11242754,0.0,3.0,3.0,1.100,6.500,2.5
172019950,11245930,11222925,1.0,2.0,3.0,1.040,9.000,2.5
172019952,11225921,11234665,4.0,4.0,8.0,1.166,4.500,2.5
172020339,11265484,11265483,2.0,2.0,4.0,1.285,3.500,2.5
172019955,11222925,11225921,1.0,2.0,3.0,1.050,8.500,2.5
172019957,11222929,11245930,2.0,4.0,6.0,1.040,9.000,2.5
172020343,11242754,11265484,3.0,0.0,3.0,1.083,7.000,2.5
172019960,11225921,11222929,4.0,1.0,5.0,1.071,7.500,2.5
172019962,11234665,11222925,4.0,5.0,9.0,1.100,6.500,2.5
172020346,11265484,11265505,2.0,4.0,6.0,1.083,7.000,2.5
172020348,11265483,11242754,3.0,2.0,5.0,1.166,4.500,2.5
172019965,11222929,11234665,5.0,4.0,9.0,1.050,8.500,2.5
172019979,11245930,11225921,3.0,2.0,5.0,1.083,7.000,2.5
172020350,11265505,11265483,1.0,2.0,3.0,1.222,4.000,2.5
172019995,11222976,11222972,4.0,2.0,6.0,1.030,10.000,2.5
172020354,11242754,11265505,1.0,3.0,4.0,1.100,6.500,2.5
172019986,11245965,11234692,5.0,5.0,10.0,1.050,8.500,2.5
172019997,11222972,11245965,3.0,4.0,7.0,1.040,9.000,2.5
172020002,11234692,11225953,4.0,1.0,5.0,1.100,6.500,2.5
172020364,11265521,11265522,3.0,0.0,3.0,1.333,3.250,2.5
172020010,11225953,11222972,4.0,3.0,7.0,1.050,8.500,2.5
172020021,11245965,11222976,3.0,2.0,5.0,1.040,9.000,2.5
172020370,11265522,11242817,2.0,3.0,5.0,1.062,8.000,2.5
172020026,11222976,11225953,3.0,3.0,6.0,1.100,6.500,2.5
172020031,11222972,11234692,4.0,5.0,9.0,1.071,7.500,2.5
172020375,11265524,11265522,2.0,3.0,5.0,1.100,6.500,2.5
172020379,11242817,11265521,3.0,2.0,5.0,1.142,5.000,2.5
172020037,11234692,11222976,3.0,3.0,6.0,1.050,8.500,2.5
172020039,11225953,11245965,3.0,2.0,5.0,1.100,6.500,2.5
172020384,11265521,11265524,3.0,3.0,6.0,1.200,4.333,2.5
172020042,11234692,11245965,4.0,2.0,6.0,1.040,9.000,2.5
172020046,11222972,11222976,4.0,4.0,8.0,1.040,9.000,2.5
172020392,11265524,11242817,1.0,2.0,3.0,1.142,5.000,2.5
172020049,11245965,11222972,3.0,1.0,4.0,1.040,9.000,2.5
172020061,11225953,11234692,5.0,2.0,7.0,1.142,5.000,2.5
172020396,11265522,11265521,3.0,1.0,4.0,1.363,3.000,2.5
172020066,11222972,11225953,4.0,3.0,7.0,1.062,8.000,2.5
172020072,11222976,11245965,2.0,4.0,6.0,1.040,9.000,2.5
172020399,11242817,11265522,1.0,0.0,1.0,1.050,8.500,2.5
172020076,11225953,11222976,3.0,2.0,5.0,1.100,6.500,2.5
172020082,11234692,11222972,2.0,4.0,6.0,1.071,7.500,2.5
172020402,11265522,11265524,2.0,4.0,6.0,1.062,8.000,2.5
172020404,11265521,11242817,0.0,1.0,1.0,1.111,6.000,2.5
172020091,11222976,11234692,6.0,2.0,8.0,1.050,8.500,2.5
172020096,11245965,11225953,2.0,5.0,7.0,1.100,6.500,2.5
172020406,11265524,11265521,1.0,2.0,3.0,1.222,4.000,2.5
172057226,11241104,11246107,0.0,2.0,2.0,1.222,4.000,2.5
172057235,11244496,11244157,3.0,5.0,8.0,1.166,4.500,2.5
172020409,11242817,11265524,3.0,2.0,5.0,1.100,6.500,2.5
172057249,11244157,11241104,2.0,1.0,3.0,1.222,4.000,2.5
172057256,11246107,11253171,1.0,2.0,3.0,1.111,6.000,2.5
172057264,11253171,11244157,0.0,0.0,0.0,1.142,5.000,2.5
172057272,11241104,11244496,4.0,1.0,5.0,1.100,6.500,2.5
172057281,11244496,11253171,3.0,5.0,8.0,1.050,8.500,2.5
172057295,11244157,11246107,4.0,2.0,6.0,1.285,3.500,2.5
172057300,11246107,11244496,2.0,5.0,7.0,1.125,5.500,2.5
172057304,11253171,11241104,3.0,3.0,6.0,1.200,4.333,2.5
172057308,11246107,11241104,4.0,5.0,9.0,1.222,4.000,2.5
172057313,11244157,11244496,6.0,0.0,6.0,1.166,4.500,2.5
172057319,11241104,11244157,3.0,0.0,3.0,1.222,4.000,2.5
172057323,11253171,11246107,7.0,4.0,11.0,1.125,5.500,2.5
172057330,11244157,11253171,2.0,4.0,6.0,1.166,4.500,2.5
172057340,11244496,11241104,0.0,2.0,2.0,1.100,6.500,2.5
172057344,11253171,11244496,2.0,1.0,3.0,1.050,8.500,2.5
172057348,11246107,11244157,0.0,5.0,5.0,1.285,3.500,2.5
172057352,11244496,11246107,6.0,1.0,7.0,1.083,7.000,2.5
172057359,11241104,11253171,0.0,0.0,0.0,1.125,5.500,2.5
172057368,11222578,11247530,2.0,2.0,4.0,1.166,4.500,2.5
172057372,11244531,11244190,3.0,1.0,4.0,1.125,5.500,2.5
172057377,11244190,11222578,2.0,4.0,6.0,1.250,3.750,2.5
172057382,11247530,11253221,5.0,4.0,9.0,1.083,7.000,2.5
172057386,11253221,11244190,2.0,2.0,4.0,1.222,4.000,2.5
172057391,11222578,11244531,0.0,2.0,2.0,1.142,5.000,2.5
172057399,11244531,11253221,2.0,3.0,5.0,1.062,8.000,2.5
172057404,11244190,11247530,2.0,1.0,3.0,1.200,4.333,2.5
172057413,11247530,11244531,3.0,2.0,5.0,1.100,6.500,2.5
172057423,11253221,11222578,3.0,1.0,4.0,1.250,3.750,2.5
172057430,11247530,11222578,3.0,2.0,5.0,1.166,4.500,2.5
172057436,11244190,11244531,2.0,3.0,5.0,1.166,4.500,2.5
172057445,11222578,11244190,3.0,0.0,3.0,,,
172057455,11253221,11247530,4.0,2.0,6.0,1.100,6.500,2.5
172057469,11244190,11253221,1.0,2.0,3.0,,,
172057486,11244531,11222578,0.0,2.0,2.0,1.125,5.500,2.5
172057498,11253221,11244531,3.0,2.0,5.0,1.050,8.500,2.5
172057506,11247530,11244190,2.0,1.0,3.0,1.250,3.750,2.5
172057512,11244531,11247530,3.0,1.0,4.0,1.125,5.500,2.5
172057519,11222578,11253221,1.0,2.0,3.0,1.166,4.500,2.5
172057526,11241837,11245812,1.0,2.0,3.0,1.166,4.500,2.5
172057535,11243497,11244228,2.0,2.0,4.0,1.100,6.500,2.5
172057546,11244228,11241837,1.0,2.0,3.0,1.250,3.750,2.5
172057553,11245812,11253250,1.0,1.0,2.0,1.111,6.000,2.5
172057562,11253250,11244228,2.0,3.0,5.0,1.250,3.750,2.5
172057569,11241837,11243497,4.0,4.0,8.0,1.125,5.500,2.5
172057580,11243497,11253250,4.0,4.0,8.0,1.071,7.500,2.5
172057590,11244228,11245812,2.0,1.0,3.0,1.222,4.000,2.5
172057595,11245812,11243497,1.0,2.0,3.0,1.100,6.500,2.5
172057600,11253250,11241837,2.0,0.0,2.0,1.222,4.000,2.5
172057604,11245812,11241837,0.0,2.0,2.0,1.166,4.500,2.5
172057610,11244228,11243497,2.0,3.0,5.0,1.142,5.000,2.5
172057616,11241837,11244228,0.0,4.0,4.0,1.285,3.500,2.5
172057623,11253250,11245812,3.0,3.0,6.0,1.100,6.500,2.5
172057628,11244228,11253250,4.0,2.0,6.0,1.222,4.000,2.5
172057641,11243497,11241837,1.0,4.0,5.0,1.100,6.500,2.5
172057645,11253250,11243497,3.0,1.0,4.0,1.062,8.000,2.5
172057649,11245812,11244228,5.0,2.0,7.0,1.285,3.500,2.5
172057655,11243497,11245812,2.0,4.0,6.0,1.125,5.500,2.5
172057663,11241837,11253250,0.0,0.0,0.0,1.200,4.333,2.5
172057901,11224355,11227216,3.0,0.0,3.0,1.062,8.000,2.5
172057904,11225675,11225681,3.0,0.0,3.0,1.100,6.500,2.5
172058450,11232135,11223187,2.0,2.0,4.0,1.166,4.500,2.5
172058454,11222656,11225680,2.0,4.0,6.0,1.300,3.400,2.5
172057906,11225681,11224355,2.0,5.0,7.0,1.166,4.500,2.5
172057908,11227216,11228900,0.0,0.0,0.0,1.200,4.333,2.5
172058458,11225680,11232135,1.0,2.0,3.0,1.250,3.750,2.5
172058470,11223187,11232132,2.0,1.0,3.0,1.166,4.500,2.5
172057911,11228900,11225681,3.0,2.0,5.0,1.250,3.750,2.5
172057921,11224355,11225675,5.0,3.0,8.0,1.050,8.500,2.5
172058474,11232132,11225680,2.0,0.0,2.0,1.142,5.000,2.5
172058480,11232135,11222656,4.0,1.0,5.0,1.142,5.000,2.5
172057934,11225675,11228900,6.0,1.0,7.0,1.125,5.500,2.5
172057942,11225681,11227216,1.0,3.0,4.0,1.200,4.333,2.5
172058487,11222656,11232132,1.0,3.0,4.0,1.200,4.333,2.5
172058495,11225680,11223187,2.0,3.0,5.0,1.166,4.500,2.5
172057946,11227216,11225675,1.0,3.0,4.0,1.083,7.000,2.5
172057949,11228900,11224355,2.0,2.0,4.0,1.100,6.500,2.5
172058506,11223187,11222656,5.0,2.0,7.0,1.200,4.333,2.5
172058515,11232132,11232135,2.0,2.0,4.0,1.111,6.000,2.5
172057954,11227216,11224355,2.0,2.0,4.0,,,
172057962,11225681,11225675,1.0,4.0,5.0,,,
172058530,11223187,11232135,3.0,3.0,6.0,,,
172058540,11225680,11222656,3.0,1.0,4.0,,,
172057965,11224355,11225681,0.0,2.0,2.0,,,
172057968,11228900,11227216,4.0,1.0,5.0,,,
172058544,11232135,11225680,5.0,2.0,7.0,1.200,4.333,2.5
172058548,11232132,11223187,3.0,0.0,3.0,1.166,4.500,2.5
172057972,11225681,11228900,1.0,2.0,3.0,1.222,4.000,2.5
172057974,11225675,11224355,6.0,2.0,8.0,1.050,8.500,2.5
172058554,11225680,11232132,5.0,1.0,6.0,1.142,5.000,2.5
172058559,11222656,11232135,2.0,2.0,4.0,1.142,5.000,2.5
172057976,11228900,11225675,3.0,2.0,5.0,1.142,5.000,2.5
172057978,11227216,11225681,4.0,1.0,5.0,1.200,4.333,2.5
172058566,11232132,11222656,4.0,0.0,4.0,1.200,4.333,2.5
172058579,11223187,11225680,3.0,3.0,6.0,1.166,4.500,2.5
172057981,11225675,11227216,1.0,1.0,2.0,1.083,7.000,2.5
172057984,11224355,11228900,2.0,6.0,8.0,1.111,6.000,2.5
172058585,11222656,11223187,1.0,3.0,4.0,1.222,4.000,2.5
172058589,11232135,11232132,3.0,5.0,8.0,1.111,6.000,2.5
172057992,11224382,11227232,5.0,2.0,7.0,1.062,8.000,2.5
172057994,11225716,11225723,1.0,0.0,1.0,1.100,6.500,2.5
172058595,11232156,11223211,1.0,3.0,4.0,1.166,4.500,2.5
172058602,11222695,11237991,0.0,2.0,2.0,,,
172057997,11225723,11224382,2.0,2.0,4.0,1.142,5.000,2.5
172058000,11227232,11228910,1.0,4.0,5.0,1.200,4.333,2.5
172058614,11237991,11232156,1.0,1.0,2.0,1.200,4.333,2.5
172058621,11223211,11232155,3.0,2.0,5.0,1.200,4.333,2.5
172058004,11228910,11225723,2.0,1.0,3.0,1.222,4.000,2.5
172058011,11224382,11225716,4.0,1.0,5.0,1.040,9.000,2.5
