,goals_over_under,tot_goals,odd_goals_over1,odd_goals_under1,h2h_mean,media_goals_home,media_victories_home,media_goals_away,media_victories_away
12455,2.5,2.0,1.062,8.0,10.0,1.7142857142857142,0.2857142857142857,2.5,0.5
12456,2.5,4.0,1.083,7.0,6.5,1.7142857142857142,0.2857142857142857,2.4,0.5
12457,2.5,7.0,1.062,8.0,6.0,3.0,0.2857142857142857,2.1,0.6
12458,2.5,5.0,1.1,6.5,,1.0,0.0,3.142857142857143,0.8571428571428571
12459,2.5,0.0,1.125,5.5,,1.0,0.0,2.1,0.6
12460,2.5,2.0,1.142,5.0,2.5,1.1428571428571428,0.14285714285714285,3.142857142857143,0.8571428571428571
12461,2.5,4.0,1.071,7.5,5.5,3.5714285714285716,0.42857142857142855,2.4,0.5
12462,,4.0,,,5.0,2.6,0.3,3.4285714285714284,0.7142857142857143
12463,,2.0,,,3.5,2.6,0.3,2.4,0.5
12464,,2.0,,,6.5,1.7142857142857142,0.2857142857142857,3.4285714285714284,0.7142857142857143
12465,,5.0,,,6.666666666666667,2.7,0.5,2.4,0.5
12466,2.5,4.0,1.071,7.5,5.666666666666667,1.8,0.3,2.4,0.5
12467,2.5,2.0,1.083,7.0,6.0,1.8,0.3,2.0,0.0
12468,2.5,6.0,1.071,7.5,6.333333333333333,3.2857142857142856,0.42857142857142855,2.3,0.3
12469,2.5,2.0,1.125,5.5,3.3333333333333335,1.8,0.3,2.3,0.3
12470,2.5,4.0,1.062,8.0,9.666666666666666,3.2857142857142856,0.42857142857142855,2.4,0.5
12471,2.5,6.0,1.062,8.0,7.0,1.7,0.2,2.3,0.3
12472,2.5,10.0,1.071,7.5,3.5,1.7,0.2,2.0,0.3
12473,2.5,8.0,1.083,7.0,5.0,3.2857142857142856,0.42857142857142855,2.0,0.3
12474,,1.0,,,2.5,1.3,0.2,1.8,0.7
12475,,0.0,,,3.0,1.0,0.2,1.6,0.2
12476,2.5,6.0,1.071,7.5,6.5,2.7,0.5,2.0,0.0
12477,2.5,1.0,1.125,5.5,4.5,2.7,0.5,2.0,0.3
12478,2.5,14.0,1.071,7.5,7.5,1.7,0.2,2.0,0.0
12479,2.5,5.0,1.333,3.25,4.0,1.875,0.75,1.875,0.25
12480,2.5,6.0,1.142,5.0,2.0,2.0,0.4,2.0,0.25
12481,2.5,2.0,1.4,2.75,3.0,2.625,0.75,1.875,0.25
12482,2.5,1.0,1.222,4.0,1.0,1.875,0.75,1.5,0.4
12483,,5.0,,,7.0,2.625,0.75,2.0,0.25
12484,,6.0,,,3.0,1.25,0.125,1.5,0.4
12485,2.5,6.0,1.444,2.625,3.0,2.625,0.75,1.5,0.4
12486,,2.0,,,7.0,2.75,0.75,1.25,0.375
12487,2.5,3.0,1.3,3.4,3.0,2.625,0.75,1.25,0.375
12488,2.5,6.0,1.3,3.4,5.0,2.75,0.75,1.875,0.25
12489,2.5,2.0,1.166,4.5,3.0,1.7,0.3,3.375,0.375
12490,2.5,3.0,1.05,8.5,6.0,2.6,0.5,2.875,0.875
12491,2.5,2.0,1.1,6.5,6.0,2.7,0.5,1.0,0.2
12492,2.5,6.0,1.25,3.75,5.0,2.0,0.2,2.2,0.2
12493,,4.0,,,3.0,3.625,0.5,1.7,0.3
12494,,8.0,,,9.0,2.875,0.5,2.3,0.5
12495,2.5,3.0,1.04,9.0,6.0,3.3,0.5,2.875,0.875
12496,2.5,5.0,1.2,4.333,3.0,1.7,0.3,2.9,0.3
12497,,1.0,,,3.5,2.0,0.2,2.8,0.6
12498,2.5,5.0,1.25,3.75,2.5,2.3,0.4,1.0,0.2
12499,2.5,6.0,1.04,9.0,5.666666666666667,3.3,0.5,2.9,0.3
12500,2.5,3.0,1.02,11.0,14.0,2.875,0.5,2.875,0.875
12501,2.5,4.0,1.166,4.5,2.5,1.5,0.3,2.3,0.5
12502,,5.0,,,6.0,2.3,0.4,2.8,0.6
12503,2.5,7.0,1.025,10.5,6.0,2.6,0.5,3.375,0.375
12504,2.5,3.0,1.142,5.0,1.0,1.7,0.3,2.3,0.5
12505,2.5,6.0,1.111,6.0,6.0,2.7,0.5,1.0,0.2
12506,2.5,3.0,1.2,4.333,7.0,2.0,0.2,2.2,0.2
12507,2.5,3.0,1.142,5.0,,2.875,0.5,1.7,0.3
12508,2.5,6.0,1.05,8.5,,3.625,0.5,2.9,0.3
12509,2.5,1.0,1.111,6.0,6.0,2.0,0.2,2.8,0.6
12510,2.5,1.0,1.222,4.0,4.0,2.3,0.4,1.0,0.2
12511,2.5,3.0,1.142,5.0,,1.7,0.3,2.875,0.875
12512,2.5,9.0,1.04,9.0,,3.3,0.5,3.375,0.375
12513,2.5,3.0,1.166,4.5,2.0,1.5,0.3,2.3,0.5
12514,2.5,6.0,1.142,5.0,6.0,2.3,0.4,2.8,0.6
12515,2.5,6.0,1.05,8.5,,3.625,0.5,2.3,0.5
12516,2.5,3.0,1.2,4.333,,2.6,0.5,1.7,0.3
12517,2.5,6.0,1.111,6.0,4.5,2.2,0.2,2.5,0.5
12518,2.5,4.0,1.25,3.75,4.5,2.5,0.5,2.0,0.3
12519,2.5,7.0,1.166,4.5,3.5,2.5,0.5,3.2,0.6
12520,2.5,2.0,1.285,3.5,1.5,2.4,0.3,2.5,0.5
12521,2.5,6.0,1.04,9.0,7.0,3.2,0.5,2.875,0.375
12522,2.5,8.0,1.04,9.0,5.0,3.25,0.5,3.4,0.5
12523,2.5,5.0,1.166,4.5,4.0,2.0,0.2,2.2,0.4
12524,2.5,8.0,1.166,4.5,3.0,2.4,0.3,3.2,0.6
12525,2.5,6.0,1.03,10.0,7.0,2.6,0.2,2.5,0.3
12526,2.5,2.0,1.142,5.0,5.0,4.0,0.625,1.5,0.1
12527,2.5,7.0,1.083,7.0,2.0,2.2,0.2,2.5,0.5
12528,,3.0,,,6.0,2.5,0.5,2.0,0.3
12529,2.5,6.0,1.166,4.5,4.0,1.9,0.1,3.4,0.5
12530,2.5,8.0,1.05,8.5,6.0,3.2,0.5,2.75,0.5
12531,2.5,5.0,1.111,6.0,4.0,3.25,0.5,1.5,0.1
12532,2.5,6.0,1.05,8.5,10.0,2.6,0.2,2.875,0.375
12533,2.5,4.0,1.111,6.0,3.0,2.5,0.5,3.2,0.6
12534,2.5,2.0,1.222,4.0,1.0,2.4,0.3,2.5,0.5
12535,2.5,5.0,1.04,9.0,7.0,4.0,0.625,2.75,0.5
12536,2.5,4.0,1.25,3.75,2.0,1.9,0.1,2.5,0.3
12537,2.5,3.0,1.142,5.0,5.0,2.0,0.2,2.2,0.4
12538,2.5,3.0,1.142,5.0,3.0,2.4,0.3,3.2,0.6
12539,2.5,7.0,1.05,8.5,,4.0,0.625,2.5,0.3
12540,2.5,5.0,1.03,10.0,,2.6,0.2,2.75,0.5
12541,2.5,2.0,1.083,7.0,,2.2,0.2,2.5,0.5
12542,2.5,6.0,1.222,4.0,,2.5,0.5,2.0,0.3
12543,2.5,7.0,1.04,9.0,,3.2,0.5,3.4,0.5
12544,2.5,5.0,1.142,5.0,,1.9,0.1,2.875,0.375
12545,2.5,3.0,1.166,4.5,,2.5,0.5,3.2,0.6
12546,2.5,1.0,1.25,3.75,,2.4,0.3,2.5,0.5
12547,2.5,4.0,1.111,6.0,,2.6,0.2,1.5,0.1
12548,2.5,6.0,1.04,9.0,,3.25,0.5,2.5,0.3
12549,2.5,5.0,1.166,4.5,,2.0,0.2,2.2,0.4
12550,2.5,3.0,1.222,4.0,,2.4,0.3,3.2,0.6
12551,2.5,4.0,1.083,7.0,,1.9,0.1,2.75,0.5
12552,2.5,10.0,1.04,9.0,,4.0,0.625,3.4,0.5
12553,2.5,7.0,1.04,9.0,,3.25,0.5,2.875,0.375
12554,2.5,2.0,1.166,4.5,,3.2,0.5,1.5,0.1
12555,2.5,3.0,1.166,4.5,5.0,2.9,0.5,1.9,0.3
12556,2.5,6.0,1.2,4.333,2.5,2.7,0.3,2.2,0.5
12557,2.5,6.0,1.05,8.5,4.0,2.3,0.4,2.5,0.2
12558,2.5,8.0,1.083,7.0,7.0,3.1,0.4,3.5,0.375
12559,2.5,7.0,1.142,5.0,2.5,2.7,0.3,3.8,0.8
12560,2.5,2.0,1.222,4.0,1.0,2.1,0.5,1.9,0.3
12561,2.5,7.0,1.04,9.0,7.0,2.875,0.5,2.7,0.2
12562,2.5,8.0,1.2,4.333,5.0,2.9,0.4,2.7,0.5
12563,2.5,5.0,1.2,4.333,4.5,2.7,0.4,2.4,0.4
12564,2.5,3.0,1.222,4.0,4.0,2.1,0.5,3.8,0.8
12565,2.5,4.0,1.166,4.5,7.0,2.1,0.5,3.5,0.375
12566,2.5,6.0,1.05,8.5,8.0,2.3,0.4,2.7,0.6
12567,2.5,3.0,1.166,4.5,7.0,2.9,0.5,1.9,0.3
12568,2.5,2.0,1.2,4.333,3.0,2.7,0.3,2.2,0.5
12569,2.5,2.0,1.142,5.0,5.0,3.1,0.4,2.7,0.5
12570,2.5,7.0,1.04,9.0,5.0,2.875,0.5,2.5,0.2
12571,2.5,8.0,1.05,8.5,7.0,2.9,0.4,2.7,0.6
12572,2.5,3.0,1.25,3.75,1.0,2.1,0.5,2.7,0.2
12573,2.5,4.0,1.166,4.5,1.0,2.7,0.3,3.8,0.8
12574,2.5,2.0,1.222,4.0,0.0,2.1,0.5,1.9,0.3
12575,2.5,3.0,1.05,8.5,4.5,2.9,0.4,2.7,0.2
12576,2.5,7.0,1.03,10.0,,2.875,0.5,2.7,0.6
12577,2.5,4.0,1.166,4.5,5.0,2.7,0.4,2.4,0.4
12578,2.5,5.0,1.222,4.0,3.0,2.1,0.5,3.8,0.8
12579,2.5,7.0,1.025,10.5,,2.3,0.4,3.5,0.375
12580,2.5,5.0,1.142,5.0,,2.1,0.5,2.5,0.2
12581,2.5,7.0,1.2,4.333,,2.9,0.5,1.9,0.3
12582,2.5,3.0,1.25,3.75,,2.7,0.3,2.2,0.5
12583,2.5,7.0,1.166,4.5,,2.875,0.5,2.7,0.5
12584,2.5,8.0,1.04,9.0,,3.1,0.4,2.7,0.2
12585,2.5,1.0,1.111,6.0,,2.7,0.3,3.8,0.8
12586,2.5,0.0,1.285,3.5,,2.1,0.5,1.9,0.3
12587,2.5,5.0,1.2,4.333,,2.1,0.5,2.7,0.6
12588,2.5,5.0,1.04,9.0,,2.9,0.4,3.5,0.375
12589,,5.0,,,,2.7,0.4,2.4,0.4
12590,,3.0,,,,2.1,0.5,3.8,0.8
12591,2.5,7.0,1.04,9.0,,3.1,0.4,2.5,0.2
12592,2.5,1.0,1.25,3.75,,2.3,0.4,2.7,0.5
12593,2.5,4.0,1.05,8.5,7.0,3.1,0.5,3.5,0.3
12594,2.5,1.0,1.083,7.0,5.0,1.6,0.2,2.9,0.5
12595,2.5,3.0,1.05,8.5,3.0,3.4,0.8,2.6,0.5
12596,2.5,2.0,1.333,3.25,2.0,1.75,0.25,1.2,0.2
12597,2.5,5.0,1.142,5.0,10.0,2.4,0.3,1.7,0.2
12598,2.5,3.0,1.142,5.0,10.0,3.1,0.5,2.25,0.5
12599,2.5,4.0,1.285,3.5,3.0,1.4,0.3,1.9,0.2
12600,2.5,,1.3,3.4,6.0,1.5,0.0,1.5714285714285714,0.25
12601,2.5,2.0,1.142,5.0,7.0,2.5,0.625,2.6,0.5
12602,2.5,4.0,1.083,7.0,5.0,1.6,0.2,3.5,0.3
12603,2.5,5.0,1.333,3.25,4.0,1.75,0.25,1.75,0.5
12604,2.5,6.0,1.111,6.0,5.0,3.4,0.8,2.25,0.5
12605,2.5,7.0,1.071,7.5,7.0,2.4,0.3,2.9,0.5
12606,2.5,3.0,1.285,3.5,1.0,1.75,0.375,1.9,0.2
12607,2.5,7.0,1.04,9.0,,3.4,0.8,2.9,0.5
12608,2.5,5.0,1.222,4.0,5.0,1.6,0.2,2.25,0.5
12609,2.5,2.0,1.25,3.75,3.0,1.7,0.5,1.5714285714285714,0.25
12610,2.5,2.0,1.285,3.5,3.0,1.4,0.3,1.75,0.5
12611,2.5,5.0,1.083,7.0,,3.1,0.5,1.7,0.2
12612,2.5,3.0,1.071,7.5,,2.4,0.3,3.5,0.3
12613,2.5,4.0,1.222,4.0,4.0,1.5,0.0,1.75,0.5
12614,2.5,2.0,1.3,3.4,,1.4,0.3,1.5714285714285714,0.25
12615,2.5,10.0,1.142,5.0,,1.6,0.2,2.6,0.5
12616,2.5,10.0,1.142,5.0,,2.5,0.625,2.9,0.5
12617,2.5,3.0,1.25,3.75,,1.7,0.5,1.2,0.2
12618,2.5,6.0,1.25,3.75,,1.75,0.25,4.0,0.6666666666666666
12619,2.5,7.0,1.166,4.5,,2.4,0.3,2.25,0.5
12620,2.5,5.0,1.083,7.0,,3.4,0.8,1.7,0.2
12621,2.5,4.0,1.142,5.0,,1.5,0.0,1.9,0.2
12622,2.5,4.0,1.333,3.25,,1.75,0.375,1.5714285714285714,0.25
12623,,5.0,,,,2.5,0.625,3.5,0.3
12624,2.5,7.0,1.1,6.5,,3.1,0.5,2.6,0.5
12625,2.5,1.0,1.363,3.0,,1.7,0.5,1.75,0.5
12626,,7.0,,,,1.4,0.3,4.0,0.6666666666666666
12627,2.5,5.0,1.285,3.5,,2.5,0.625,1.7,0.2
12628,2.5,3.0,1.444,2.625,,1.75,0.375,1.2,0.2
12629,2.5,3.0,1.285,3.5,,1.75,0.25,1.9,0.2
12630,,5.0,,,5.0,3.4,0.5,3.8,0.5
12631,,2.0,,,4.0,2.0,0.375,2.1,0.4
12632,2.5,4.0,1.166,4.5,,1.75,0.375,4.0,0.6666666666666666
12633,,3.0,,,6.0,2.5,0.5,1.9,0.2
12634,,3.0,,,7.0,3.1,0.6,2.6,0.3
12635,,2.0,,,3.0,2.0,0.25,2.0,0.25
12636,,0.0,,,6.0,2.375,0.5,1.625,0.25
12637,,6.0,,,4.0,2.5,0.5,2.1,0.4
12638,,6.0,,,5.0,3.4,0.5,1.375,0.25
12639,,3.0,,,1.0,1.0,0.125,2.3,0.4
12640,,4.0,,,3.0,1.0,0.0,2.5,0.625
12641,,5.0,,,1.0,2.0,0.375,2.6,0.3
12642,,3.0,,,7.0,2.5,0.5,3.8,0.5
12643,,4.0,,,3.0,2.375,0.5,2.125,0.375
12644,,7.0,,,1.0,2.5,0.5,2.0,0.25
12645,,3.0,,,7.0,3.1,0.6,1.375,0.25
12646,,8.0,,,8.0,2.5,0.5,1.9,0.2
12647,,5.0,,,9.0,2.0,0.25,2.3,0.4
12648,,4.0,,,3.0,1.0,0.0,1.625,0.25
12649,,5.0,,,,3.1,0.6,1.9,0.2
12650,,4.0,,,,2.5,0.5,1.375,0.25
12651,,4.0,,,5.0,1.0,0.125,2.125,0.375
12652,,4.0,,,11.0,2.5,0.5,2.5,0.625
12653,,6.0,,,,3.4,0.5,2.1,0.4
12654,,7.0,,,,2.5,0.5,3.8,0.5
12655,2.5,3.0,1.222,4.0,,1.0,0.0,2.125,0.375
12656,,6.0,,,,1.0,0.125,2.5,0.625
12657,,4.0,,,,2.5,0.5,2.6,0.3
12658,2.5,5.0,1.083,7.0,,2.0,0.375,1.9,0.2
12659,2.5,1.0,1.363,3.0,,2.5,0.5,1.625,0.25
12660,2.5,3.0,1.25,3.75,,2.375,0.5,2.0,0.25
12661,,1.0,,,,2.5,0.5,1.375,0.25
12662,,7.0,,,,3.1,0.6,2.1,0.4
12663,2.5,1.0,1.142,5.0,,1.0,0.0,2.3,0.4
12664,,3.0,,,,2.0,0.25,2.5,0.625
12665,,7.0,,,,2.0,0.375,3.8,0.5
12666,,8.0,,,,3.4,0.5,2.6,0.3
12667,,9.0,,,,2.5,0.5,2.125,0.375
12668,2.5,3.0,1.3,3.4,,1.0,0.125,2.0,0.25
12669,2.5,5.0,1.444,2.625,,2.0,0.25,1.625,0.25
12670,2.5,11.0,1.285,3.5,,2.375,0.5,2.3,0.4
12671,2.5,9.0,1.062,8.0,11.0,3.7,0.4,3.0,0.6
12672,2.5,4.0,1.25,3.75,7.0,2.857142857142857,0.42857142857142855,2.8,0.4
12673,,2.0,,,6.0,2.0,0.4,2.8,0.4
12674,,6.0,,,3.0,3.2,0.6,1.3,0.0
12675,,3.0,,,3.0,1.75,0.375,1.5,0.0
12676,,2.0,,,5.0,2.125,0.375,1.5,0.5
12677,,5.0,,,4.0,1.4,0.1,2.8,0.4
12678,,4.0,,,8.0,3.7,0.4,3.0,0.375
12679,,5.0,,,5.0,1.4,0.3,2.2,0.4
12680,2.5,3.0,1.25,3.75,2.0,2.0,0.5,2.125,0.25
12681,,8.0,,,6.0,2.857142857142857,0.42857142857142855,1.3,0.0
12682,,7.0,,,10.0,2.0,0.4,3.0,0.6
12683,2.5,4.0,1.2,4.333,7.0,1.9,0.3,1.5,0.0
12684,2.5,3.0,1.285,3.5,5.0,2.125,0.375,1.625,0.375
12685,2.5,7.0,1.1,6.5,7.0,3.2,0.6,3.0,0.375
12686,2.5,9.0,1.05,8.5,5.0,1.4,0.1,2.8,0.4
12687,,6.0,,,2.0,1.75,0.375,2.2,0.4
12688,,2.0,,,5.0,2.0,0.5,1.5,0.5
12689,,11.0,,,,3.2,0.6,2.8,0.4
12690,,7.0,,,,2.0,0.4,3.0,0.375
12691,2.5,4.0,1.363,3.0,2.0,1.4,0.3,1.625,0.375
12692,2.5,5.0,1.285,3.5,4.0,1.9,0.3,2.125,0.25
12693,2.5,6.0,1.142,5.0,,3.7,0.4,2.8,0.4
12694,2.5,3.0,1.04,9.0,,1.4,0.1,3.0,0.6
12695,2.5,3.0,1.2,4.333,,2.0,0.5,1.625,0.375
12696,2.5,5.0,1.333,3.25,,1.4,0.3,2.125,0.25
12697,,4.0,,,,2.0,0.4,1.3,0.0
12698,2.5,8.0,1.111,6.0,,2.857142857142857,0.42857142857142855,2.8,0.4
12699,2.5,5.0,1.25,3.75,,1.9,0.3,1.5,0.5
12700,2.5,2.0,1.25,3.75,,2.125,0.375,1.5,0.0
12701,,6.0,,,,1.4,0.1,3.0,0.375
12702,,10.0,,,,3.2,0.6,2.8,0.4
12703,2.5,7.0,1.142,5.0,,2.0,0.5,2.2,0.4
12704,2.5,5.0,1.333,3.25,,1.75,0.375,2.125,0.25
12705,2.5,7.0,1.071,7.5,,2.857142857142857,0.42857142857142855,3.0,0.6
12706,2.5,5.0,1.04,9.0,,3.7,0.4,1.3,0.0
12707,,2.0,,,,1.9,0.3,1.625,0.375
12708,2.5,5.0,1.25,3.75,,1.4,0.3,1.5,0.0
12709,2.5,7.0,1.04,9.0,7.0,3.6,0.5,3.6,0.5
12710,2.5,4.0,1.25,3.75,4.0,2.625,0.125,2.0,0.4
12711,2.5,2.0,1.3,3.4,,1.75,0.375,1.5,0.5
12712,2.5,4.0,1.2,4.333,,2.125,0.375,2.2,0.4
12713,2.5,6.0,1.125,5.5,6.0,2.6,0.2,2.8,0.2
12714,2.5,8.0,1.05,8.5,9.0,2.9,0.4,3.3,0.4
12715,2.5,4.0,1.2,4.333,3.0,1.25,0.25,1.0,0.0
12716,2.5,6.0,1.333,3.25,6.0,1.625,0.375,1.75,0.25
12717,2.5,7.0,1.083,7.0,4.0,3.0,0.2,2.0,0.4
12718,2.5,6.0,1.083,7.0,9.0,3.6,0.5,2.375,0.5
12719,2.5,3.0,1.25,3.75,5.0,1.375,0.125,1.5,0.3
12720,2.5,10.0,1.25,3.75,4.0,4.0,0.75,2.75,0.625
12721,,4.0,,,3.0,2.625,0.125,3.3,0.4
12722,,7.0,,,5.0,2.6,0.2,3.6,0.5
12723,2.5,2.0,1.2,4.333,4.0,1.7,0.3,1.0,0.0
12724,2.5,2.0,1.4,2.75,1.0,1.625,0.375,2.5,0.5
12725,2.5,6.0,1.083,7.0,12.0,2.9,0.4,2.375,0.5
12726,2.5,6.0,1.05,8.5,5.0,3.0,0.2,2.8,0.2
12727,2.5,0.0,1.222,4.0,3.0,1.25,0.25,1.5,0.3
12728,2.5,6.0,1.25,3.75,2.0,4.0,0.75,1.75,0.25
12729,2.5,7.0,1.03,10.0,,2.9,0.4,2.8,0.2
12730,2.5,4.0,1.2,4.333,,2.6,0.2,2.375,0.5
12731,2.5,5.0,1.3,3.4,1.0,1.375,0.125,2.5,0.5
12732,2.5,5.0,1.2,4.333,1.0,1.7,0.3,2.75,0.625
12733,2.5,6.0,1.1,6.5,,3.6,0.5,2.0,0.4
12734,2.5,9.0,1.04,9.0,,3.0,0.2,3.6,0.5
12735,2.5,3.0,1.222,4.0,,4.0,0.75,2.5,0.5
12736,2.5,6.0,1.25,3.75,,1.375,0.125,2.75,0.625
12737,2.5,4.0,1.083,7.0,,2.6,0.2,3.3,0.4
12738,2.5,9.0,1.111,6.0,,2.625,0.125,2.8,0.2
12739,2.5,5.0,1.25,3.75,,1.7,0.3,1.75,0.25
12740,2.5,4.0,1.25,3.75,,1.625,0.375,1.0,0.0
12741,2.5,3.0,1.111,6.0,,3.0,0.2,2.375,0.5
12742,2.5,5.0,1.05,8.5,,2.9,0.4,2.0,0.4
12743,2.5,4.0,1.2,4.333,,4.0,0.75,1.5,0.3
12744,2.5,1.0,1.4,2.75,,1.25,0.25,2.75,0.625
12745,2.5,12.0,1.083,7.0,,2.625,0.125,3.6,0.5
12746,2.5,5.0,1.071,7.5,,3.6,0.5,3.3,0.4
12747,2.5,3.0,1.25,3.75,,1.7,0.3,2.5,0.5
12748,2.5,2.0,1.222,4.0,,1.375,0.125,1.0,0.0
12749,,4.0,,,7.0,2.1,0.2,3.2,0.4
12750,2.5,6.0,1.05,8.5,6.0,2.2,0.4,2.4,0.3
12751,2.5,1.0,1.4,2.75,,1.25,0.25,1.75,0.25
12752,2.5,1.0,1.2,4.333,,1.625,0.375,1.5,0.3
12753,2.5,0.0,1.125,5.5,5.0,2.3,0.2,2.3,0.5
12754,,3.0,,,4.0,2.8,0.4,1.1,0.1
12755,2.5,9.0,1.142,5.0,2.25,2.0,0.2,2.4,0.3
12756,2.5,6.0,1.071,7.5,5.0,2.1,0.2,2.9,0.4
12757,2.5,4.0,1.083,7.0,4.2,2.2,0.4,1.1,0.1
12758,2.5,4.0,1.222,4.0,4.0,2.3,0.2,3.2,0.4
12759,2.5,4.0,1.071,7.5,5.0,2.8,0.4,2.9,0.4
12760,2.5,6.0,1.166,4.5,6.0,2.0,0.2,2.3,0.5
12761,,7.0,,,,2.8,0.4,2.3,0.5
12762,,5.0,,,6.25,2.3,0.2,2.9,0.4
12763,2.5,5.0,1.142,5.0,,2.1,0.2,2.4,0.3
12764,2.5,4.0,1.2,4.333,4.0,2.0,0.2,3.2,0.4
12765,2.5,2.0,1.1,6.5,2.3333333333333335,2.3,0.2,1.1,0.1
12766,2.5,5.0,1.083,7.0,,2.2,0.4,2.3,0.5
12767,2.5,10.0,1.111,6.0,2.75,2.0,0.2,2.9,0.4
12768,2.5,4.0,1.166,4.5,,2.8,0.4,2.4,0.3
12769,2.5,5.0,1.071,7.5,,2.2,0.4,3.2,0.4
12770,2.5,6.0,1.125,5.5,,2.1,0.2,1.1,0.1
12771,2.5,4.0,1.166,4.5,5.0,1.7,0.3,3.0,0.5
12772,2.5,4.0,1.071,7.5,3.0,3.6,0.6,2.3,0.2
12773,,5.0,,,7.0,2.4,0.5,2.1,0.5
12774,,2.0,,,3.3333333333333335,3.0,0.5,2.1,0.4
12775,2.5,7.0,1.1,6.5,4.4,1.5,0.2,2.3,0.2
12776,2.5,5.0,1.071,7.5,6.0,1.7,0.3,3.2,0.6
12777,,4.0,,,6.0,3.6,0.6,2.1,0.4
12778,,4.0,,,5.0,2.4,0.5,3.0,0.5
12779,2.5,5.0,1.111,6.0,2.0,3.0,0.5,3.2,0.6
12780,2.5,3.0,1.142,5.0,4.0,1.5,0.2,2.1,0.5
12781,2.5,5.0,1.2,4.333,,3.0,0.5,2.1,0.5
12782,2.5,3.0,1.1,6.5,,2.4,0.5,3.2,0.6
12783,2.5,7.0,1.142,5.0,,1.7,0.3,2.3,0.2
12784,2.5,4.0,1.2,4.333,3.0,1.5,0.2,3.0,0.5
12785,2.5,6.0,1.083,7.0,4.0,2.4,0.5,2.1,0.4
12786,2.5,6.0,1.083,7.0,,3.6,0.6,2.1,0.5
12787,2.5,6.0,1.125,5.5,,1.5,0.2,3.2,0.6
12788,2.5,5.0,1.142,5.0,,3.0,0.5,2.3,0.2
12789,2.5,2.0,1.083,7.0,,3.6,0.6,3.0,0.5
12790,2.5,4.0,1.2,4.333,,1.7,0.3,2.1,0.4
12791,2.5,3.0,1.142,5.0,2.6666666666666665,1.7,0.3,2.5,0.4
12792,2.5,9.0,1.1,6.5,8.0,2.4,0.3,2.6,0.7
12793,2.5,6.0,1.142,5.0,4.333333333333333,2.1,0.4,1.5,0.1
12794,2.5,3.0,1.222,4.0,3.3333333333333335,2.8,0.5,2.6,0.2
12795,2.5,2.0,1.1,6.5,4.0,1.8,0.2,2.6,0.7
12796,2.5,6.0,1.083,7.0,2.0,1.7,0.3,2.3,0.2
12797,,3.0,,,6.333333333333333,2.4,0.3,2.6,0.2
12798,,2.0,,,3.6666666666666665,2.1,0.4,2.5,0.4
12799,,4.0,,,5.666666666666667,2.8,0.5,2.3,0.2
12800,2.5,7.0,1.166,4.5,6.0,1.8,0.2,1.5,0.1
12801,,0.0,,,4.0,2.8,0.5,1.5,0.1
12802,,8.0,,,,2.1,0.4,2.3,0.2
12803,,7.0,,,3.0,1.7,0.3,2.6,0.7
12804,,1.0,,,4.5,1.8,0.2,2.5,0.4
12805,2.5,4.0,1.142,5.0,,2.1,0.4,2.6,0.2
12806,2.5,2.0,1.05,8.5,,2.4,0.3,1.5,0.1
12807,2.5,10.0,1.142,5.0,4.5,1.8,0.2,2.3,0.2
12808,2.5,4.0,1.142,5.0,3.5,2.8,0.5,2.6,0.7
12809,2.5,6.0,1.1,6.5,5.5,2.4,0.3,2.5,0.4
12810,2.5,6.0,1.111,6.0,,1.7,0.3,2.6,0.2
12811,2.5,4.0,1.25,3.75,5.0,2.5,0.7,1.8,0.2
12812,2.5,3.0,1.1,6.5,6.0,2.3,0.7,1.0,0.1
12813,2.5,8.0,1.04,9.0,5.333333333333333,2.2,0.3,1.8,0.2
12814,2.5,6.0,1.02,11.0,6.0,3.0,0.375,3.0,0.6
12815,2.5,3.0,1.166,4.5,2.0,1.5,0.2,2.8,0.6
12816,2.5,2.0,1.222,4.0,1.0,1.4,0.3,1.4,0.6
12817,2.5,9.0,1.025,10.5,4.0,2.7,0.3,3.7,0.5
12818,2.5,3.0,1.2,4.333,4.0,2.0,0.2,1.8,0.5
12819,2.5,3.0,1.2,4.333,4.0,2.2,0.5,1.0,0.1
12820,2.5,1.0,1.111,6.0,2.0,2.5,0.7,2.2,0.4
12821,2.5,3.0,1.142,5.0,3.0,2.3,0.3,3.0,0.6
12822,2.5,5.0,1.05,8.5,9.0,2.2,0.3,3.25,0.375
12823,2.5,1.0,1.142,5.0,4.0,2.3,0.7,2.8,0.6
12824,2.5,2.0,1.3,3.4,3.0,1.4,0.3,1.8,0.2
12825,2.5,8.0,1.166,4.5,6.0,3.0,0.375,1.8,0.5
12826,2.5,4.0,1.03,10.0,7.0,2.7,0.3,1.8,0.2
12827,2.5,5.0,1.25,3.75,1.0,1.5,0.2,2.2,0.4
12828,2.5,1.0,1.2,4.333,6.0,2.2,0.5,1.4,0.6
12829,2.5,7.0,1.05,8.5,4.0,2.0,0.2,3.25,0.375
12830,2.5,6.0,1.25,3.75,5.0,2.3,0.3,3.7,0.5
12831,2.5,5.0,1.25,3.75,,1.5,0.2,1.4,0.6
12832,2.5,6.0,1.2,4.333,,1.4,0.3,2.2,0.4
12833,2.5,8.0,1.04,9.0,4.0,2.0,0.2,3.7,0.5
12834,2.5,6.0,1.04,9.0,,2.7,0.3,3.25,0.375
