,home_goals,away_goals,media_goals_home,media_goals_away,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2
2067,3.0,1.0,2.5,2.1,,,,,,
2068,1.0,3.0,1.3,2.6,,,,,,
2069,2.0,2.0,2.5,1.8,,,,,,
2070,3.0,5.0,2.4,3.3,,,,,,
2071,2.0,3.0,2.3,2.9,,,,,,
2072,2.0,4.0,2.7,2.0,,,,,,
2073,3.0,1.0,2.4,1.7,,,,,,
2074,1.0,5.0,2.4,2.9,,,,,,
2075,4.0,3.0,2.5,3.3,,,,,,
2076,2.0,1.0,2.7,1.7,,,,,,
2077,5.0,2.0,2.5,2.0,,,,,,
2078,4.0,2.0,2.4,2.7,+0.5,1.0,1.825,-0.5,2.0,1.875
2079,2.0,0.0,2.3,2.1,"0.0, -0.5",1.0,1.925,"0.0, +0.5",2.0,1.775
2080,3.0,1.0,2.8,2.1,,,,,,
2081,0.0,0.0,2.4,1.8,,,,,,
2082,1.0,4.0,2.5,2.6,,,,,,
2083,6.0,2.0,3.4,2.9,,,,,,
2084,1.0,3.0,2.5,2.6,,,,,,
2085,0.0,4.0,1.3,1.7,,,,,,
2086,3.0,4.0,2.3,3.3,+0.5,1.0,1.825,-0.5,2.0,1.875
2087,3.0,2.0,2.4,2.7,"+0.5, +1.0",1.0,1.875,"-0.5, -1.0",2.0,1.825
2088,4.0,1.0,2.4,2.0,,,,,,
2089,4.0,3.0,2.7,2.1,,,,,,
2090,3.0,1.0,3.4,2.1,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2091,4.0,1.0,2.4,2.6,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2092,2.0,2.0,1.3,1.8,,,,,,
2093,5.0,0.0,2.8,2.6,0.0,1.0,1.9,0.0,2.0,1.8
2094,3.0,1.0,2.5,1.7,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2095,1.0,2.0,2.3,3.6,+0.5,1.0,1.85,-0.5,2.0,1.85
2096,4.0,2.0,3.3,2.0,-0.5,1.0,1.8,+0.5,2.0,1.9
2097,4.0,4.0,2.6666666666666665,3.1,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
2098,1.0,3.0,1.0,2.3,,,,,,
2099,1.0,1.0,2.2,2.9,,,,,,
2100,2.0,6.0,2.4,3.6,,,,,,
2101,2.0,5.0,2.5,3.3,,,,,,
2102,1.0,3.0,2.2,2.125,,,,,,
2103,4.0,4.0,2.8,3.2,,,,,,
2104,1.0,3.0,2.3,3.1,,,,,,
2105,6.0,0.0,3.3,1.7,,,,,,
2106,1.0,2.0,2.3,2.9,,,,,,
2107,1.0,1.0,1.0,2.2,,,,,,
2108,3.0,3.0,2.6666666666666665,3.3,,,,,,
2109,8.0,1.0,2.4,2.0,,,,,,
2110,3.0,2.0,2.2,3.2,,,,,,
2111,4.0,5.0,2.2,2.3,,,,,,
2112,2.0,4.0,2.6666666666666665,2.0,,,,,,
2113,3.0,2.0,3.3,3.3,,,,,,
2114,3.0,7.0,2.8,2.2,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2115,2.0,4.0,2.3,2.125,0.0,1.0,1.8,0.0,2.0,1.9
2116,2.0,4.0,2.5,3.6,+0.5,1.0,1.8,-0.5,2.0,1.9
2117,2.0,1.0,2.4,1.7,-0.5,1.0,1.925,+0.5,2.0,1.775
2118,2.0,5.0,2.8,2.125,,,,,,
2119,3.0,2.0,2.2,2.2,,,,,,
2120,5.0,0.0,3.3,3.1,,,,,,
2121,7.0,2.0,2.3,2.0,,,,,,
2122,2.0,1.0,1.0,2.9,,,,,,
2123,3.0,2.0,2.3,2.3,,,,,,
2124,3.0,1.0,2.4,3.3,,,,,,
2125,1.0,6.0,2.6666666666666665,3.6,,,,,,
2126,2.0,5.0,2.2,3.2,,,,,,
2127,3.0,0.0,2.2,2.125,,,,,,
2128,1.0,0.0,2.3,1.7,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2129,3.0,7.0,2.5,3.1,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
2130,1.0,1.0,2.3,2.2,,,,,,
2131,4.0,5.0,2.8,2.9,,,,,,
2132,1.0,1.0,2.2,2.3,,,,,,
2133,1.0,4.0,1.0,3.2,,,,,,
2134,3.0,3.0,2.75,2.4,,,,,,
2135,1.0,2.0,1.9,4.1,,,,,,
2136,1.0,1.0,2.1,1.9,0.0,1.0,1.875,0.0,2.0,1.825
2137,2.0,2.0,2.0,2.3,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2138,7.0,2.0,2.8,2.5,"-0.5, -1.0",1.0,1.9,"+0.5, +1.0",2.0,1.8
2139,2.0,1.0,2.0,1.6,+0.5,1.0,1.775,-0.5,2.0,1.925
2140,4.0,4.0,2.5,2.6,"0.0, -0.5",1.0,1.95,"0.0, +0.5",2.0,1.75
2141,5.0,5.0,2.5,2.4,0.0,1.0,1.95,0.0,2.0,1.75
2142,3.0,4.0,2.1,4.1,+1.0,1.0,1.85,-1.0,2.0,1.85
2143,1.0,3.0,2.75,3.0,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2144,1.0,0.0,1.5,2.3,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2145,1.0,2.0,2.1,1.7,"0.0, -0.5",1.0,1.875,"0.0, +0.5",2.0,1.825
2146,2.0,1.0,1.9,1.6,0.0,1.0,1.875,0.0,2.0,1.825
2147,1.0,3.0,2.8,2.4,-1.0,1.0,1.825,+1.0,2.0,1.875
2148,3.0,2.0,2.0,2.4,,,,,,
2149,5.0,3.0,2.5,1.9,,,,,,
2150,1.0,1.0,2.0,3.0,,,,,,
2151,2.0,6.0,2.1,2.5,,,,,,
2152,2.0,2.0,2.5,1.7,,,,,,
2153,2.0,0.0,1.5,2.6,,,,,,
2154,3.0,2.0,2.0,2.5,,,,,,
2155,2.0,4.0,2.8,3.0,,,,,,
2156,3.0,3.0,2.5,2.6,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2157,1.0,1.0,2.5,1.7,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2158,2.0,4.0,2.75,4.1,"+0.5, +1.0",1.0,1.9,"-0.5, -1.0",2.0,1.8
2159,3.0,2.0,2.1,2.4,0.0,1.0,1.875,0.0,2.0,1.825
2160,1.0,3.0,2.1,2.3,"0.0, +0.5",1.0,1.75,"0.0, -0.5",2.0,1.95
2161,0.0,0.0,1.5,1.9,0.0,1.0,1.75,0.0,2.0,1.95
2162,3.0,2.0,2.8,1.6,"-0.5, -1.0",1.0,1.85,"+0.5, +1.0",2.0,1.85
2163,2.0,2.0,1.9,2.5,0.0,1.0,1.925,0.0,2.0,1.775
2164,3.0,1.0,2.5,2.4,"0.0, -0.5",1.0,1.825,"0.0, +0.5",2.0,1.875
2165,3.0,6.0,2.0,2.6,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2166,2.0,5.0,2.1,3.0,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2167,2.0,3.0,2.0,4.1,"+0.5, +1.0",1.0,1.875,"-0.5, -1.0",2.0,1.825
2168,3.0,2.0,1.5,1.7,0.0,1.0,1.875,0.0,2.0,1.825
2169,4.0,3.0,2.5,2.3,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2170,2.0,3.0,1.9,2.4,0.0,1.0,1.95,0.0,2.0,1.75
2171,2.0,4.0,2.75,1.6,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2172,1.0,2.0,2.0,1.9,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2173,3.0,2.0,2.1,2.4,0.0,1.0,1.9,0.0,2.0,1.8
2174,3.0,1.0,2.4,2.0,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2175,1.0,2.0,2.5,2.7,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2176,3.0,4.0,3.7,3.0,0.0,1.0,1.925,0.0,2.0,1.775
2177,2.0,2.0,2.6,2.75,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2178,2.0,2.0,3.4285714285714284,1.6666666666666667,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2179,1.0,4.0,2.0,2.7,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2180,3.0,7.0,2.4,3.75,-0.5,1.0,1.85,+0.5,2.0,1.85
2181,2.0,2.0,1.6666666666666667,2.3333333333333335,+0.5,1.0,1.825,-0.5,2.0,1.875
2182,5.0,4.0,2.5,2.75,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2183,5.0,5.0,3.7,2.0,0.0,1.0,1.85,0.0,2.0,1.85
2184,3.0,1.0,2.6666666666666665,1.6666666666666667,-1.0,1.0,1.875,+1.0,2.0,1.825
2185,2.0,2.0,2.3333333333333335,2.0,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2186,3.0,3.0,2.6,3.75,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2187,3.0,4.0,2.0,3.0,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2188,3.0,2.0,3.4285714285714284,3.0,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2189,3.0,3.0,2.6,3.0,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2190,2.0,0.0,3.7,3.75,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2191,4.0,3.0,2.6666666666666665,2.3333333333333335,,,,,,
2192,1.0,2.0,2.4,2.7,,,,,,
2193,2.0,0.0,2.0,2.0,,,,,,
2194,2.0,2.0,1.6666666666666667,2.0,0.0,1.0,1.925,0.0,2.0,1.775
2195,4.0,3.0,3.7,2.75,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2196,1.0,4.0,2.5,3.0,+0.5,1.0,1.85,-0.5,2.0,1.85
2197,3.0,2.0,2.3333333333333335,1.6666666666666667,-0.5,1.0,1.875,+0.5,2.0,1.825
2198,1.0,5.0,2.0,3.75,,,,,,
2199,5.0,7.0,2.6,2.7,,,,,,
2200,1.0,2.0,1.6666666666666667,3.0,,,,,,
2201,2.0,2.0,3.4285714285714284,2.3333333333333335,,,,,,
2202,3.0,2.0,2.5,2.0,,,,,,
2203,2.0,2.0,2.4,2.75,,,,,,
2204,1.0,1.0,2.6666666666666665,2.0,,,,,,
2205,2.0,5.0,2.3333333333333335,3.0,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2206,2.0,2.0,3.5,2.5,,,,,,
2207,2.0,8.0,2.25,3.2,,,,,,
2208,6.0,5.0,3.2,3.4,,,,,,
2209,3.0,5.0,2.8,2.875,,,,,,
2210,4.0,0.0,3.6666666666666665,3.3333333333333335,,,,,,
2211,4.0,4.0,2.375,3.2,,,,,,
2212,5.0,6.0,3.5,5.75,,,,,,
2213,2.0,3.0,2.3333333333333335,1.3333333333333333,,,,,,
2214,1.0,1.0,2.25,2.875,,,,,,
2215,1.0,1.0,3.2,2.5,,,,,,
2216,3.0,2.0,2.3333333333333335,3.3333333333333335,,,,,,
2217,1.0,1.0,2.3333333333333335,2.0,,,,,,
2218,5.0,6.0,2.8,5.75,,,,,,
2219,4.0,0.0,2.375,3.4,,,,,,
2220,3.0,0.0,3.6666666666666665,1.0,0.0,1.0,1.95,0.0,2.0,1.75
2221,4.0,3.0,2.8,3.4,,,,,,
2222,2.0,7.0,3.2,5.75,,,,,,
2223,2.0,1.0,2.3333333333333335,1.3333333333333333,,,,,,
2224,5.0,4.0,3.5,3.2,,,,,,
2225,0.0,5.0,2.375,2.5,,,,,,
2226,1.0,3.0,2.3333333333333335,2.0,,,,,,
2227,4.0,4.0,3.2,2.875,,,,,,
2228,3.0,5.0,2.25,3.4,,,,,,
2229,5.0,8.0,2.3333333333333335,3.3333333333333335,-0.5,1.0,1.9,+0.5,2.0,1.8
2230,3.0,4.0,2.375,5.75,,,,,,
2231,4.0,1.0,2.8,3.2,,,,,,
2232,4.0,0.0,2.3333333333333335,1.0,,,,,,
2233,4.0,0.0,3.6666666666666665,1.3333333333333333,,,,,,
2234,3.0,3.0,2.25,2.5,,,,,,
2235,3.0,4.0,3.5,2.875,,,,,,
2236,2.0,2.0,2.3333333333333335,2.0,,,,,,
2237,1.0,3.0,2.3333333333333335,1.0,"+0.5, +1.0",1.0,1.8,"-0.5, -1.0",2.0,1.9
2238,3.0,1.0,1.8,3.0,,,,,,
2239,5.0,9.0,3.75,3.3,,,,,,
2240,3.0,2.0,3.0,3.0,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2241,5.0,5.0,2.6,2.7,0.0,1.0,1.85,0.0,2.0,1.85
2242,2.0,0.0,2.6666666666666665,1.6666666666666667,,,,,,
2243,3.0,4.0,2.5,3.3,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
2244,4.0,5.0,1.8,2.25,-0.5,1.0,1.85,+0.5,2.0,1.85
2245,4.0,4.0,2.6666666666666665,3.0,+0.5,1.0,1.825,-0.5,2.0,1.875
2246,3.0,3.0,3.75,3.0,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2247,3.0,4.0,2.6,3.0,0.0,1.0,1.875,0.0,2.0,1.825
2248,2.0,5.0,1.0,1.6666666666666667,,,,,,
2249,3.0,3.0,2.3333333333333335,2.3333333333333335,,,,,,
2250,1.0,1.0,3.0,2.25,,,,,,
2251,0.0,2.0,2.5,2.7,,,,,,
2252,3.0,5.0,2.6666666666666665,4.0,,,,,,
2253,5.0,3.0,3.0,2.7,,,,,,
2254,4.0,2.0,2.6,2.25,,,,,,
2255,0.0,3.0,1.0,3.0,,,,,,
2256,1.0,2.0,1.8,3.3,,,,,,
2257,4.0,4.0,2.5,3.0,,,,,,
2258,2.0,2.0,2.6666666666666665,2.3333333333333335,,,,,,
2259,1.0,2.0,2.6,3.0,,,,,,
2260,2.0,4.0,3.75,2.7,,,,,,
2261,3.0,0.0,2.3333333333333335,1.6666666666666667,-0.5,1.0,1.875,+0.5,2.0,1.825
2262,4.0,1.0,2.5,2.25,,,,,,
2263,4.0,5.0,3.0,3.3,,,,,,
2264,2.0,4.0,2.6666666666666665,4.0,,,,,,
2265,3.0,2.0,2.6666666666666665,3.0,,,,,,
2266,5.0,4.0,3.75,3.0,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2267,3.0,2.0,1.8,3.0,"0.0, -0.5",1.0,1.8,"0.0, +0.5",2.0,1.9
2268,1.0,2.0,1.0,2.3333333333333335,0.0,1.0,1.75,0.0,2.0,1.95
2269,4.0,2.0,3.75,2.5,,,,,,
2270,1.0,3.0,2.3333333333333335,4.0,"+0.5, +1.0",1.0,1.775,"-0.5, -1.0",2.0,1.925
2271,5.0,5.0,3.3,3.1,,,,,,
2272,3.0,4.0,2.9,3.4,,,,,,
2273,4.0,1.0,2.7,2.125,,,,,,
2274,3.0,0.0,2.0,1.0,,,,,,
2275,4.0,3.0,3.375,2.5,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2276,3.0,2.0,3.3,2.75,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2277,2.0,3.0,2.3333333333333335,2.0,+0.5,1.0,1.8,-0.5,2.0,1.9
2278,3.0,3.0,3.75,2.125,0.0,1.0,1.85,0.0,2.0,1.85
2279,4.0,5.0,2.9,3.1,0.0,1.0,1.85,0.0,2.0,1.85
2280,2.0,3.0,1.3333333333333333,1.0,-0.5,1.0,1.875,+0.5,2.0,1.825
2281,3.0,2.0,2.3333333333333335,1.6666666666666667,0.0,1.0,1.875,0.0,2.0,1.825
2282,3.0,3.0,2.7,2.75,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2283,3.0,2.0,3.375,3.4,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2284,3.0,3.0,2.0,3.0,,,,,,
2285,4.0,2.0,2.7,3.4,,,,,,
2286,4.0,4.0,2.9,2.75,,,,,,
2287,1.0,2.0,1.3333333333333333,2.0,"-0.5, -1.0",1.0,1.8,"+0.5, +1.0",2.0,1.9
2288,3.0,1.0,3.3,2.5,,,,,,
2289,5.0,2.0,3.375,3.1,,,,,,
2290,3.0,1.0,2.3333333333333335,1.6666666666666667,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2291,4.0,3.0,2.9,2.125,,,,,,
2292,2.0,4.0,3.75,3.4,,,,,,
2293,1.0,0.0,2.3333333333333335,1.0,-0.5,1.0,1.8,+0.5,2.0,1.9
2294,3.0,2.0,3.375,2.75,,,,,,
2295,2.0,4.0,2.7,2.5,,,,,,
2296,2.0,4.0,2.3333333333333335,3.0,+0.5,1.0,1.825,-0.5,2.0,1.875
2297,0.0,1.0,2.0,2.0,,,,,,
2298,6.0,2.0,3.75,3.1,,,,,,
2299,2.0,5.0,3.3,2.125,,,,,,
2300,1.0,2.0,1.3333333333333333,1.6666666666666667,0.0,1.0,1.85,0.0,2.0,1.85
2301,0.0,2.0,2.0,1.8,-0.5,1.0,1.85,+0.5,2.0,1.85
2302,3.0,5.0,2.8,2.3,"0.0, -0.5",1.0,1.775,"0.0, +0.5",2.0,1.925
2303,3.0,2.0,2.3333333333333335,3.0,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2304,2.0,1.0,2.6,3.1,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2305,1.0,2.0,1.7,2.8,+1.0,1.0,1.825,-1.0,2.0,1.875
2306,0.0,0.0,2.8,2.3,-0.5,1.0,1.95,+0.5,2.0,1.75
2307,4.0,1.0,2.0,1.6666666666666667,0.0,1.0,1.875,0.0,2.0,1.825
2308,3.0,5.0,2.8,2.8,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
2309,4.0,2.0,2.6,1.8,-0.5,1.0,1.9,+0.5,2.0,1.8
2310,2.0,5.0,1.7,1.6666666666666667,+1.0,1.0,1.775,-1.0,2.0,1.925
2311,3.0,3.0,2.8,3.1,"0.0, -0.5",1.0,1.925,"0.0, +0.5",2.0,1.775
2312,4.0,5.0,1.7,3.1,+1.0,1.0,1.9,-1.0,2.0,1.8
2313,6.0,0.0,2.6,1.6666666666666667,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2314,3.0,0.0,2.0,2.3,,,,,,
2315,7.0,4.0,2.8,1.8,-1.0,1.0,1.875,+1.0,2.0,1.825
2316,2.0,4.0,2.6,2.8,"0.0, +0.5",1.0,1.95,"0.0, -0.5",2.0,1.75
2317,0.0,2.0,2.8,3.1,0.0,1.0,1.825,0.0,2.0,1.875
2318,2.0,1.0,2.8,1.6666666666666667,"0.0, -0.5",1.0,1.925,"0.0, +0.5",2.0,1.775
2319,0.0,5.0,1.7,2.3,,,,,,
2320,6.0,1.0,2.8,1.8,,,,,,
2321,0.0,0.0,2.0,2.8,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
2322,2.0,2.0,1.9,1.5,,,,,,
2323,3.0,1.0,2.6,2.0,,,,,,
2324,2.0,4.0,2.2,1.9,,,,,,
2325,5.0,4.0,2.0,2.9,,,,,,
2326,2.0,2.0,2.9,2.0,-0.5,1.0,1.95,+0.5,2.0,1.75
2327,0.0,2.0,1.9,2.2,"0.0, +0.5",1.0,1.75,"0.0, -0.5",2.0,1.95
2328,2.0,3.0,2.6,2.9,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2329,2.0,1.0,2.2,1.5,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2330,3.0,2.0,2.0,2.2,,,,,,
2331,3.0,1.0,2.9,1.9,,,,,,
2332,3.0,2.0,2.0,1.9,,,,,,
2333,2.0,3.0,2.2,2.2,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
2334,3.0,0.0,1.9,2.0,"0.0, -0.5",1.0,1.8,"0.0, +0.5",2.0,1.9
2335,4.0,2.0,2.9,1.5,,,,,,
2336,1.0,2.0,2.2,2.9,,,,,,
2337,0.0,2.0,2.6,1.9,,,,,,
2338,3.0,2.0,2.9,2.2,,,,,,
2339,2.0,1.0,2.0,2.0,+0.5,1.0,1.8,-0.5,2.0,1.9
2340,3.0,1.0,2.6,1.5,-1.0,1.0,1.925,+1.0,2.0,1.775
2341,1.0,2.0,1.9,2.9,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
2342,1.0,2.0,2.4,1.8,-0.5,1.0,1.8,+0.5,2.0,1.9
2343,2.0,2.0,1.6,2.1,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2344,1.0,2.0,2.1,2.3,"0.0, +0.5",1.0,1.9,"0.0, -0.5",2.0,1.8
2345,1.0,1.0,1.6,2.0,+1.0,1.0,1.825,-1.0,2.0,1.875
2346,2.0,3.0,3.1,2.1,-0.5,1.0,1.95,+0.5,2.0,1.75
2347,4.0,4.0,2.4,2.1,0.0,1.0,1.875,0.0,2.0,1.825
2348,4.0,4.0,1.6,2.0,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2349,2.0,1.0,2.1,1.8,-0.5,1.0,1.9,+0.5,2.0,1.8
2350,1.0,2.0,1.6,2.1,+1.0,1.0,1.775,-1.0,2.0,1.925
2351,2.0,0.0,3.1,2.3,"0.0, -0.5",1.0,1.925,"0.0, +0.5",2.0,1.775
2352,0.0,2.0,1.6,2.3,"+0.5, +1.0",1.0,1.8,"-0.5, -1.0",2.0,1.9
2353,2.0,3.0,2.1,2.1,"0.0, +0.5",1.0,1.925,"0.0, -0.5",2.0,1.775
2354,0.0,4.0,2.4,2.1,-0.5,1.0,1.8,+0.5,2.0,1.9
2355,3.0,3.0,3.1,1.8,"-0.5, -1.0",1.0,1.875,"+0.5, +1.0",2.0,1.825
2356,4.0,2.0,2.1,2.0,,,,,,
2357,1.0,4.0,1.6,2.3,,,,,,
2358,3.0,1.0,3.1,2.1,"0.0, -0.5",1.0,1.925,"0.0, +0.5",2.0,1.775
2359,5.0,2.0,1.6,2.1,+0.5,1.0,1.8,-0.5,2.0,1.9
2360,2.0,4.0,1.6,1.8,,,,,,
2361,0.0,0.0,2.4,2.0,,,,,,
2362,3.0,0.0,2.2,1.7,,,,,,
2363,3.0,0.0,3.3,1.4,,,,,,
2364,2.0,2.0,3.1,1.8,0.0,1.0,1.875,0.0,2.0,1.825
2365,2.0,4.0,1.1,2.3,,,,,,
2366,2.0,5.0,1.6,2.8,0.0,1.0,1.875,0.0,2.0,1.825
2367,0.0,0.0,1.6,2.0,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2368,1.0,2.0,2.7,1.9,,,,,,
2369,2.0,1.0,2.8,2.3,,,,,,
2370,3.0,2.0,2.5,1.4,,,,,,
2371,5.0,3.0,2.2,2.2,,,,,,
2372,2.0,0.0,2.0,2.3,,,,,,
2373,4.0,1.0,3.1,1.1,,,,,,
2374,6.0,1.0,3.3,2.0,,,,,,
2375,1.0,3.0,1.6,1.7,,,,,,
2376,1.0,3.0,1.1,2.3,,,,,,
2377,2.0,3.0,2.7,1.8,0.0,1.0,1.85,0.0,2.0,1.85
2378,1.0,3.0,1.6,2.2,"+0.5, +1.0",1.0,1.85,"-0.5, -1.0",2.0,1.85
2379,2.0,2.0,2.5,2.8,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
2380,5.0,2.0,2.8,1.1,,,,,,
2381,2.0,2.0,2.0,1.9,,,,,,
2382,2.0,2.0,1.6,2.8,,,,,,
2383,1.0,4.0,1.6,2.2,,,,,,
2384,3.0,3.0,2.8,1.9,,,,,,
2385,3.0,1.0,2.7,1.1,,,,,,
2386,0.0,2.0,2.2,1.4,,,,,,
2387,4.0,1.0,2.5,1.7,,,,,,
2388,5.0,2.0,3.1,2.3,,,,,,
2389,3.0,0.0,2.0,1.8,,,,,,
2390,1.0,2.0,1.6,2.0,,,,,,
2391,6.0,2.0,3.3,2.8,,,,,,
2392,5.0,1.0,2.7,2.3,,,,,,
2393,2.0,2.0,1.1,1.9,,,,,,
2394,3.0,2.0,2.5,2.2,,,,,,
2395,4.0,1.0,1.6,1.4,,,,,,
2396,4.0,0.0,2.0,1.1,,,,,,
2397,3.0,3.0,2.8,2.3,,,,,,
2398,1.0,1.0,3.3,1.7,,,,,,
2399,2.0,6.0,2.2,2.0,,,,,,
2400,1.0,3.0,1.1,1.8,,,,,,
2401,3.0,5.0,3.1,2.3,,,,,,
2402,5.0,2.0,3.0,1.9,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
2403,1.0,0.0,2.0,1.7,"-0.5, -1.0",1.0,1.775,"+0.5, +1.0",2.0,1.925
2404,1.0,3.0,1.4,2.4,,,,,,
2405,0.0,2.0,1.6,2.1,,,,,,
2406,2.0,2.0,1.3,2.4,,,,,,
2407,1.0,4.0,2.0,2.9,,,,,,
2408,1.0,1.0,1.6,1.8,,,,,,
2409,3.0,2.0,2.0,1.9,,,,,,
2410,2.0,1.0,2.8,1.7,,,,,,
2411,4.0,1.0,3.0,2.6,,,,,,
2412,2.0,4.0,2.2,2.6,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2413,2.0,4.0,1.8,2.5,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2414,0.0,2.0,2.2,2.4,,,,,,
2415,4.0,3.0,3.2,2.6,,,,,,
2416,2.0,1.0,1.8,2.4,,,,,,
2417,4.0,0.0,3.2,1.6,,,,,,
2418,2.0,2.0,3.2,2.4,"+0.5, +1.0",1.0,1.825,"-0.5, -1.0",2.0,1.875
2419,4.0,2.0,3.0,2.2,0.0,1.0,1.825,0.0,2.0,1.875
2420,1.0,5.0,3.0,2.4,+1.0,1.0,1.85,-1.0,2.0,1.85
2421,2.0,2.0,2.2,2.2,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2422,2.0,1.0,2.3,2.3,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2423,2.0,2.0,3.3,2.75,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
2424,3.0,3.0,2.9,2.3,"-1.0, -1.5",1.0,1.825,"+1.0, +1.5",2.0,1.875
2425,2.0,5.0,2.3,2.9,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2426,4.0,1.0,2.9,2.75,-1.0,1.0,1.9,+1.0,2.0,1.8
2427,3.0,4.0,2.3,2.9,+0.5,1.0,1.9,-0.5,2.0,1.8
2428,3.0,1.0,2.9,2.9,"-0.5, -1.0",1.0,1.875,"+0.5, +1.0",2.0,1.825
2429,1.0,2.0,2.875,2.2,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2430,1.0,0.0,2.9,2.2,,,,,,
2431,2.0,2.0,2.875,2.3,,,,,,
2432,4.0,2.0,2.3,2.2,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
2433,1.0,2.0,2.875,2.9,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
2434,1.0,3.0,2.3,3.2,,,,,,
2435,5.0,1.0,3.3,2.2,,,,,,
2436,2.0,1.0,2.875,3.2,,,,,,
2437,6.0,3.0,3.3,2.3,,,,,,
2438,3.0,4.0,3.3,3.2,"+0.5, +1.0",1.0,1.825,"-0.5, -1.0",2.0,1.875
