,id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd
6906,171417264,11235940,11240316,3.0,2.0,5.0,1.125,5.500,2.5
6907,171417270,11238257,11240316,0.0,0.0,0.0,1.125,5.500,2.5
6908,171417278,11235940,11226627,2.0,2.0,4.0,1.222,4.000,2.5
6909,171417289,11226627,11238257,1.0,4.0,5.0,1.285,3.500,2.5
6910,171417293,11240476,11240316,3.0,2.0,5.0,1.125,5.500,2.5
6911,171417301,11240476,11226627,1.0,3.0,4.0,1.250,3.750,2.5
6912,171417307,11235940,11238257,1.0,1.0,2.0,1.166,4.500,2.5
6913,171417320,11226627,11235940,3.0,3.0,6.0,1.222,4.000,2.5
6914,171417322,11240316,11238257,2.0,4.0,6.0,1.125,5.500,2.5
6915,171468912,11240592,11237370,2.0,0.0,2.0,1.166,4.500,2.5
6916,171468916,11240218,11238305,2.0,1.0,3.0,1.050,8.500,2.5
6917,171468920,11240592,11261691,5.0,2.0,7.0,1.125,5.500,2.5
6918,171468922,11237370,11238305,3.0,3.0,6.0,1.071,7.500,2.5
6919,171468926,11240592,11238305,3.0,3.0,6.0,1.166,4.500,2.5
6920,171468930,11261691,11240218,4.0,1.0,5.0,1.050,8.500,2.5
6921,171468941,11240592,11240218,3.0,2.0,5.0,1.222,4.000,2.5
6922,171468944,11261691,11237370,0.0,2.0,2.0,1.083,7.000,2.5
6923,171468947,11237370,11240218,2.0,0.0,2.0,1.083,7.000,2.5
6924,171468951,11261691,11238305,2.0,4.0,6.0,1.062,8.000,2.5
6925,171468956,11237370,11240592,1.0,2.0,3.0,1.166,4.500,2.5
6926,171468960,11238305,11240218,2.0,4.0,6.0,1.050,8.500,2.5
6927,171468969,11261691,11240592,0.0,3.0,3.0,1.125,5.500,2.5
6928,171468977,11238305,11237370,2.0,2.0,4.0,1.083,7.000,2.5
6929,171468981,11238305,11240592,1.0,4.0,5.0,1.166,4.500,2.5
6930,171468984,11240218,11261691,2.0,1.0,3.0,1.050,8.500,2.5
6931,171468989,11240218,11240592,2.0,3.0,5.0,1.222,4.000,2.5
6932,171468994,11237370,11261691,3.0,3.0,6.0,1.083,7.000,2.5
6933,171469000,11230051,11250693,3.0,2.0,5.0,1.083,7.000,2.5
6934,171469003,11230053,11261697,5.0,4.0,9.0,1.062,8.000,2.5
6935,171469006,11230055,11250693,2.0,3.0,5.0,1.166,4.500,2.5
6936,171469016,11230051,11230053,3.0,2.0,5.0,1.050,8.500,2.5
6937,171469022,11230055,11261697,1.0,2.0,3.0,1.125,5.500,2.5
6938,171469026,11250693,11230053,4.0,1.0,5.0,1.083,7.000,2.5
6939,171469028,11230055,11230053,2.0,4.0,6.0,1.166,4.500,2.5
6940,171469032,11261697,11230051,1.0,2.0,3.0,1.071,7.500,2.5
6941,171469036,11230055,11230051,1.0,3.0,4.0,1.222,4.000,2.5
6942,171469044,11261697,11250693,2.0,2.0,4.0,1.083,7.000,2.5
6943,171404881,11230918,11225715,4.0,3.0,7.0,1.142,5.000,2.5
6944,171404884,11238590,11225723,4.0,1.0,5.0,1.125,5.500,2.5
6945,171404895,11225723,11230918,1.0,3.0,4.0,1.142,5.000,2.5
6946,171404901,11225715,11230346,1.0,2.0,3.0,1.111,6.000,2.5
6947,171404910,11230346,11238590,3.0,4.0,7.0,1.100,6.500,2.5
6948,171404914,11225715,11225723,2.0,1.0,3.0,1.111,6.000,2.5
6949,171404922,11238590,11225715,3.0,2.0,5.0,1.111,6.000,2.5
6950,171404925,11230918,11230346,3.0,2.0,5.0,1.125,5.500,2.5
6951,171404927,11225715,11230918,1.0,2.0,3.0,1.142,5.000,2.5
6952,171404929,11225723,11238590,4.0,2.0,6.0,1.125,5.500,2.5
6953,171404931,11230918,11225723,0.0,2.0,2.0,1.142,5.000,2.5
6954,171404933,11230346,11225715,3.0,2.0,5.0,1.111,6.000,2.5
6955,171404935,11230367,11225751,1.0,0.0,1.0,1.166,4.500,2.5
6956,171404937,11230925,11238597,2.0,1.0,3.0,1.111,6.000,2.5
6957,171404939,11238597,11230367,2.0,0.0,2.0,1.100,6.500,2.5
6958,171404944,11225751,11225746,0.0,2.0,2.0,1.111,6.000,2.5
6959,171404950,11225746,11238597,5.0,3.0,8.0,1.111,6.000,2.5
6960,171404958,11230367,11230925,4.0,1.0,5.0,1.125,5.500,2.5
6961,171404960,11230925,11225746,3.0,3.0,6.0,1.142,5.000,2.5
6962,171404965,11238597,11225751,3.0,2.0,5.0,1.125,5.500,2.5
6963,171404972,11225751,11230925,2.0,0.0,2.0,1.200,4.333,2.5
6964,171404986,11225746,11230367,2.0,2.0,4.0,1.166,4.500,2.5
6965,171404994,11225751,11230367,3.0,0.0,3.0,1.142,5.000,2.5
6966,171404996,11238597,11230925,1.0,3.0,4.0,1.111,6.000,2.5
6967,171404998,11230367,11238597,2.0,2.0,4.0,1.100,6.500,2.5
6968,171405002,11225746,11225751,2.0,1.0,3.0,1.111,6.000,2.5
6969,171405006,11238597,11225746,2.0,1.0,3.0,1.111,6.000,2.5
6970,171405010,11230925,11230367,4.0,1.0,5.0,1.125,5.500,2.5
6971,171405014,11225746,11230925,5.0,1.0,6.0,1.142,5.000,2.5
6972,171405016,11225751,11238597,1.0,1.0,2.0,1.125,5.500,2.5
6973,171405020,11230925,11225751,6.0,4.0,10.0,1.142,5.000,2.5
6974,171405030,11230367,11225746,2.0,2.0,4.0,1.111,6.000,2.5
6975,171405034,11230378,11225779,1.0,1.0,2.0,1.166,4.500,2.5
6976,171405036,11230938,11261484,3.0,3.0,6.0,1.111,6.000,2.5
6977,171405049,11261484,11230378,2.0,4.0,6.0,1.100,6.500,2.5
6978,171405054,11225779,11257889,1.0,2.0,3.0,1.111,6.000,2.5
6979,171405074,11230938,11257889,3.0,3.0,6.0,1.142,5.000,2.5
6980,171405080,11261484,11225779,4.0,3.0,7.0,1.125,5.500,2.5
6981,171405082,11225779,11230938,1.0,6.0,7.0,1.142,5.000,2.5
6982,171405084,11257889,11230378,3.0,4.0,7.0,1.111,6.000,2.5
6983,171405086,11225779,11230378,2.0,1.0,3.0,1.166,4.500,2.5
6984,171405088,11261484,11230938,5.0,2.0,7.0,1.111,6.000,2.5
6985,171405090,11230378,11261484,1.0,2.0,3.0,1.100,6.500,2.5
6986,171405099,11257889,11225779,1.0,2.0,3.0,1.166,4.500,2.5
6987,171405104,11261484,11257889,3.0,3.0,6.0,1.166,4.500,2.5
6988,171405108,11230938,11230378,4.0,4.0,8.0,1.125,5.500,2.5
6989,171405111,11257889,11230938,4.0,3.0,7.0,1.142,5.000,2.5
6990,171405115,11225779,11261484,3.0,3.0,6.0,1.125,5.500,2.5
6991,171405119,11230938,11225779,4.0,4.0,8.0,1.142,5.000,2.5
6992,171405127,11230378,11257889,3.0,2.0,5.0,1.111,6.000,2.5
6993,171420046,11235371,11235372,6.0,2.0,8.0,1.030,10.000,2.5
6994,171420059,11235373,11235371,4.0,6.0,10.0,1.062,8.000,2.5
6995,171420063,11235372,11235374,4.0,1.0,5.0,1.050,8.500,2.5
6996,171420080,11235371,11225321,3.0,1.0,4.0,1.083,7.000,2.5
6997,171420068,11235374,11235373,2.0,5.0,7.0,1.125,5.500,2.5
6998,171420087,11225321,11235374,2.0,2.0,4.0,1.142,5.000,2.5
6999,171420091,11235373,11235372,6.0,4.0,10.0,1.083,7.000,2.5
7000,171420095,11235372,11225321,7.0,1.0,8.0,1.100,6.500,2.5
7001,171420098,11235374,11235371,3.0,5.0,8.0,1.040,9.000,2.5
7002,171420104,11235371,11235373,1.0,4.0,5.0,1.083,7.000,2.5
7003,171420106,11235374,11235372,6.0,2.0,8.0,1.050,8.500,2.5
7004,171420114,11235373,11235374,2.0,0.0,2.0,1.125,5.500,2.5
7005,171420120,11225321,11235371,3.0,4.0,7.0,1.083,7.000,2.5
7006,171420124,11235374,11225321,5.0,2.0,7.0,1.111,6.000,2.5
7007,171420128,11235372,11235373,3.0,2.0,5.0,1.030,10.000,2.5
7008,171420133,11225321,11235372,0.0,1.0,1.0,1.062,8.000,2.5
7009,171420139,11235371,11235374,2.0,3.0,5.0,1.040,9.000,2.5
7010,171420155,11235431,11235432,5.0,2.0,7.0,1.030,10.000,2.5
7011,171420157,11225389,11235433,3.0,0.0,3.0,1.142,5.000,2.5
7012,171420159,11235433,11235431,1.0,1.0,2.0,1.040,9.000,2.5
7013,171420161,11235432,11234197,4.0,2.0,6.0,1.071,7.500,2.5
7014,171420192,11225389,11234197,1.0,4.0,5.0,1.083,7.000,2.5
