id,event_day,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2
173577944,20250425,11274999,11274997,3.0,2.0,5.0,2.5,1.200,4.333,"-1.0, -1.5",1,1.875,"+1.0, +1.5",2,1.825,"4.0, 4.5",1.0,1.925,"4.0, 4.5",2.0,1.775,Bayer 04 (goldfer) or Draw,1.125,Draw or A.Madrid (maksdh),2.400,Bayer 04 (goldfer) or A.Madrid (maksdh),1.125,1,1.222,2,4.000
173578935,20250425,11226304,11225776,2.0,2.0,4.0,2.5,1.222,4.000,0.0,1,1.825,0.0,2,1.875,"4.0, 4.5",1.0,1.875,"4.0, 4.5",2.0,1.825,Chelsea (LaikingDast) or Draw,1.333,Draw or Arsenal (Inquisitor),1.444,Chelsea (LaikingDast) or Arsenal (Inquisitor),1.363,1,1.833,2,1.833
173578938,20250425,11232215,11222795,2.0,2.0,4.0,2.5,1.222,4.000,"0.0, +0.5",1,1.925,"0.0, -0.5",2,1.775,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Man Utd (hotShot) or Draw,1.666,Draw or Man City (Kodak),1.250,Man Utd (hotShot) or Man City (Kodak),1.250,1,2.500,2,1.500
173577948,20250425,11274998,11274997,1.0,2.0,3.0,2.5,1.142,5.000,"0.0, -0.5",1,1.850,"0.0, +0.5",2,1.850,4.5,1.0,1.850,4.5,2.0,1.850,Dortmund (tohi4) or Draw,1.363,Draw or A.Madrid (maksdh),1.666,Dortmund (tohi4) or A.Madrid (maksdh),1.166,1,1.666,2,2.100
173578940,20250425,11226304,11222795,5.0,2.0,7.0,2.5,1.222,4.000,0.0,1,1.900,0.0,2,1.800,"4.0, 4.5",1.0,1.925,"4.0, 4.5",2.0,1.775,Chelsea (LaikingDast) or Draw,1.444,Draw or Man City (Kodak),1.444,Chelsea (LaikingDast) or Man City (Kodak),1.250,1,1.909,2,1.800
173578942,20250425,11222746,11225776,2.0,6.0,8.0,2.5,1.300,3.400,0.0,1,1.750,0.0,2,1.950,"3.5, 4.0",1.0,1.850,"3.5, 4.0",2.0,1.850,Liverpool (Boulevard) or Draw,1.363,Draw or Arsenal (Inquisitor),1.500,Liverpool (Boulevard) or Arsenal (Inquisitor),1.285,1,1.727,2,2.000
173577950,20250425,11275000,11274999,1.0,4.0,5.0,2.5,1.125,5.500,"0.0, +0.5",1,1.925,"0.0, -0.5",2,1.775,"4.5, 5.0",1.0,1.850,"4.5, 5.0",2.0,1.850,PSV (Samurai) or Draw,1.700,Draw or Bayer 04 (goldfer),1.333,PSV (Samurai) or Bayer 04 (goldfer),1.166,1,2.250,2,1.571
173578944,20250425,11222795,11222746,1.0,0.0,1.0,2.5,1.200,4.333,"0.0, +0.5",1,1.775,"0.0, -0.5",2,1.925,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Man City (Kodak) or Draw,1.571,Draw or Liverpool (Boulevard),1.400,Man City (Kodak) or Liverpool (Boulevard),1.222,1,2.000,2,1.727
173578946,20250425,11232215,11226304,3.0,0.0,3.0,2.5,1.250,3.750,+0.5,1,1.775,-0.5,2,1.925,4.0,1.0,1.900,4.0,2.0,1.800,Man Utd (hotShot) or Draw,1.700,Draw or Chelsea (LaikingDast),1.300,Man Utd (hotShot) or Chelsea (LaikingDast),1.181,1,2.375,2,1.533
173577952,20250425,11274998,11275000,0.0,0.0,0.0,2.5,1.125,5.500,"+0.5, +1.0",1,1.900,"-0.5, -1.0",2,1.800,"4.5, 5.0",1.0,1.900,"4.5, 5.0",2.0,1.800,Dortmund (tohi4) or Draw,2.100,Draw or PSV (Samurai),1.250,Dortmund (tohi4) or PSV (Samurai),1.125,1,3.000,2,1.363
173578948,20250425,11222746,11232215,,,,2.5,1.250,3.750,"0.0, -0.5",1,1.775,"0.0, +0.5",2,1.925,4.0,1.0,1.900,4.0,2.0,1.800,Liverpool (Boulevard) or Draw,1.250,Draw or Man Utd (hotShot),1.666,Liverpool (Boulevard) or Man Utd (hotShot),1.285,1,1.500,2,2.500
173578950,20250425,11225776,11222795,,,,2.5,1.250,3.750,0.0,1,1.750,0.0,2,1.950,4.0,1.0,1.900,4.0,2.0,1.800,Arsenal (Inquisitor) or Draw,1.400,Draw or Man City (Kodak),1.500,Arsenal (Inquisitor) or Man City (Kodak),1.250,1,1.727,2,2.000
173577955,20250425,11275000,11274997,,,,2.5,1.125,5.500,-1.0,1,1.925,+1.0,2,1.775,"4.5, 5.0",1.0,1.875,"4.5, 5.0",2.0,1.825,PSV (Samurai) or Draw,1.142,Draw or A.Madrid (maksdh),2.150,PSV (Samurai) or A.Madrid (maksdh),1.181,1,1.285,2,3.500
173577957,20250425,11274999,11274998,,,,2.5,1.125,5.500,-1.0,1,1.900,+1.0,2,1.800,"4.0, 4.5",1.0,1.800,"4.0, 4.5",2.0,1.900,Bayer 04 (goldfer) or Draw,1.222,Draw or Dortmund (tohi4),2.150,Bayer 04 (goldfer) or Dortmund (tohi4),1.125,1,1.333,2,3.250
