,home,away,home_goals,away_goals,media_goals_home,media_goals_away,media_victories_home,media_victories_away,home_h2h_mean,away_h2h_mean,odds,indefinido,perde,ganha,reembolso,draw_no_bet_team_1.0,draw_no_bet_team_2.0
1304,11247740,11243855,5.0,3.0,2.2,1.8,0.4,0.4,1.5,1.5,,True,False,False,False,False,False
1305,11252934,11241454,0.0,3.0,1.6,1.8,0.4,0.6,,,,True,False,False,False,False,False
1306,11241454,11241456,1.0,1.0,1.4,2.2,0.2,0.6,4.0,4.5,1.833,False,False,False,True,True,False
1307,11243855,11252934,4.0,0.0,2.0,1.2,0.2,0.2,2.5,4.0,2.5,False,False,True,False,True,False
1308,11243855,11241456,2.0,4.0,2.0,2.2,0.2,0.6,,,,True,False,False,False,False,False
1309,11247740,11252934,1.0,6.0,2.2,1.2,0.4,0.2,0.0,1.0,,True,False,False,False,False,False
1310,11241456,11247740,1.0,3.0,1.2,2.0,0.2,0.6,3.0,5.0,,True,False,False,False,False,False
1311,11241454,11243855,1.0,2.0,1.4,1.8,0.2,0.4,,,1.571,False,True,False,False,True,False
1312,11247740,11241454,0.0,2.0,2.2,1.8,0.4,0.6,3.0,1.0,1.833,False,True,False,False,True,False
1313,11252934,11241456,1.0,1.0,1.6,2.2,0.4,0.6,,,1.615,False,False,False,True,True,False
1314,11241454,11252934,0.0,3.0,1.4,1.2,0.2,0.2,,,2.2,False,True,False,False,True,False
1315,11243855,11247740,1.0,4.0,2.0,2.0,0.2,0.6,1.5,3.0,2.75,False,True,False,False,True,False
1316,11252934,11243855,4.0,2.0,1.6,1.8,0.4,0.4,1.0,1.0,1.533,False,False,True,False,True,False
1317,11241456,11241454,1.0,2.0,1.2,1.8,0.2,0.6,2.0,1.5,1.833,False,True,False,False,True,False
1318,11254790,11247819,2.0,2.0,3.8,1.8,0.4,0.4,0.0,0.0,2.2,False,False,False,True,True,False
1319,11241480,11243909,1.0,2.0,1.2,2.6,0.2,0.4,,,1.571,False,True,False,False,True,False
1320,11247819,11241480,1.0,1.0,1.4,2.0,0.2,0.4,2.0,1.0,1.8,False,False,False,True,True,False
1321,11243909,11241482,0.0,0.0,2.4,0.8,0.6,0.2,,,2.1,False,False,False,True,True,False
1322,11241482,11247819,0.0,1.0,1.6,1.8,0.4,0.4,2.0,4.0,1.833,False,True,False,False,True,False
1323,11241480,11254790,1.0,0.0,1.2,1.2,0.2,0.2,,,2.2,False,False,True,False,True,False
1324,11247819,11243909,1.0,5.0,1.4,2.6,0.2,0.4,0.0,2.5,1.4,False,True,False,False,True,False
1325,11254790,11241482,3.0,1.0,3.8,0.8,0.4,0.2,,,1.615,False,False,True,False,True,False
1326,11243909,11254790,4.0,2.0,2.4,1.2,0.6,0.2,3.0,1.0,2.5,False,False,True,False,True,False
1327,11241482,11241480,0.0,3.0,1.6,2.0,0.4,0.4,1.0,4.0,1.666,False,True,False,False,True,False
1328,11243909,11241480,0.0,2.0,2.4,2.0,0.6,0.4,,,2.1,False,True,False,False,True,False
1329,11247819,11254790,2.0,0.0,1.4,1.2,0.2,0.2,0.0,1.0,1.666,False,False,True,False,True,False
1330,11241480,11247819,3.0,5.0,1.2,1.8,0.2,0.4,4.0,3.0,1.833,False,True,False,False,True,False
1331,11241482,11243909,3.0,2.0,1.6,2.6,0.4,0.4,,,1.615,False,False,True,False,True,False
1332,11247819,11241482,1.0,1.0,1.4,0.8,0.2,0.2,2.0,4.0,1.8,False,False,False,True,True,False
1333,11254790,11241480,7.0,3.0,3.8,2.0,0.4,0.4,,,1.8,False,False,True,False,True,False
1334,11241482,11254790,1.0,0.0,1.6,1.2,0.4,0.2,,,2.25,False,False,True,False,True,False
1335,11243909,11247819,3.0,1.0,2.4,1.8,0.6,0.4,1.0,4.0,2.5,False,False,True,False,True,False
1336,11254790,11243909,3.0,3.0,3.8,2.6,0.4,0.4,2.5,0.5,1.615,False,False,False,True,True,False
1337,11241480,11241482,0.0,0.0,1.2,0.8,0.2,0.2,1.5,3.0,1.8,False,False,False,True,True,False
1338,11241233,11243498,1.0,1.0,1.0,1.6,0.2,0.0,,,1.571,False,False,False,True,True,False
1339,11252230,11247843,5.0,1.0,2.8,3.8,0.2,0.4,1.0,1.0,2.1,False,False,True,False,True,False
1340,11247843,11241233,3.0,2.0,2.2,1.8,0.4,0.0,3.0,1.0,1.666,False,False,True,False,True,False
1341,11243498,11241504,2.0,4.0,2.2,2.6,0.4,0.2,3.0,1.0,2.375,False,True,False,False,True,False
1342,11241504,11247843,3.0,3.0,2.8,3.8,0.2,0.4,3.0,1.0,1.833,False,False,False,True,True,False
1343,11241233,11252230,0.0,2.0,1.0,2.4,0.2,0.4,,,2.25,False,True,False,False,True,False
1344,11252230,11241504,3.0,3.0,2.8,2.6,0.2,0.2,0.0,0.0,1.615,False,False,False,True,True,False
1345,11247843,11243498,2.0,2.0,2.2,1.6,0.4,0.0,4.0,2.0,1.533,False,False,False,True,True,False
1346,11243498,11252230,1.0,3.0,2.2,2.4,0.4,0.4,1.0,1.5,2.1,False,True,False,False,True,False
1347,11241504,11241233,2.0,2.0,2.8,1.8,0.2,0.0,3.0,3.5,1.833,False,False,False,True,True,False
1348,11243498,11241233,2.0,1.0,2.2,1.8,0.4,0.0,,,2.25,False,False,True,False,True,False
1349,11247843,11252230,2.0,1.0,2.2,2.4,0.4,0.4,1.0,5.0,1.5,False,False,True,False,True,False
1350,11241233,11247843,1.0,5.0,1.0,3.8,0.2,0.4,2.0,1.0,2.1,False,True,False,False,True,False
1351,11241504,11243498,3.0,0.0,2.8,1.6,0.2,0.0,4.0,0.0,1.5,False,False,True,False,True,False
1352,11247843,11241504,2.0,2.0,2.2,2.6,0.4,0.2,2.0,3.0,1.833,False,False,False,True,True,False
1353,11252230,11241233,1.0,1.0,2.8,1.8,0.2,0.0,,,1.5,False,False,False,True,True,False
1354,11241504,11252230,4.0,4.0,2.8,2.4,0.2,0.4,3.0,1.0,2.2,False,False,False,True,True,False
1355,11243498,11247843,2.0,4.0,2.2,3.8,0.4,0.4,1.0,2.0,2.375,False,True,False,False,True,False
1356,11252230,11243498,4.0,4.0,2.8,1.6,0.2,0.0,0.5,1.0,1.5,False,False,False,True,True,False
1357,11241233,11241504,3.0,2.0,1.0,2.6,0.2,0.2,2.0,1.5,1.833,False,False,True,False,True,False
1358,11227747,11227215,2.0,2.0,2.0,2.4,0.2,0.2,,,2.0,False,False,False,True,True,False
1359,11226186,11226639,3.0,4.0,3.4,3.6,0.4,0.4,,,2.0,False,True,False,False,True,False
1360,11226639,11227747,1.0,5.0,2.8,3.4,0.8,0.4,,,1.615,False,True,False,False,True,False
1361,11227215,11235522,2.0,3.0,2.4,2.8,0.0,0.8,,,1.833,False,True,False,False,True,False
1362,11235522,11226639,5.0,5.0,4.0,3.6,0.6,0.4,1.25,2.5,1.833,False,False,False,True,True,False
1363,11227747,11226186,1.0,3.0,2.0,1.8,0.2,0.2,,,1.8,False,True,False,False,True,False
1364,11226639,11227215,4.0,2.0,2.8,2.4,0.8,0.2,3.25,2.0,1.363,False,False,True,False,True,False
1365,11226186,11235522,2.0,4.0,3.4,2.8,0.4,0.8,0.0,2.0,1.833,False,True,False,False,True,False
1366,11227215,11226186,3.0,3.0,2.4,1.8,0.0,0.2,,,2.375,False,False,False,True,True,False
1367,11235522,11227747,3.0,3.0,4.0,3.4,0.6,0.4,,,1.8,False,False,False,True,True,False
1368,11227215,11227747,1.0,4.0,2.4,3.4,0.0,0.4,,,2.25,False,True,False,False,True,False
1369,11226639,11226186,4.0,2.0,2.8,1.8,0.8,0.2,,,1.571,False,False,True,False,True,False
1370,11227747,11226639,4.0,2.0,2.0,3.6,0.2,0.4,,,2.25,False,False,True,False,True,False
1371,11235522,11227215,4.0,3.0,4.0,2.4,0.6,0.2,1.3333333333333333,2.0,1.833,False,False,True,False,True,False
1372,11226639,11235522,2.0,1.0,2.8,2.8,0.8,0.8,3.0,1.0,1.833,False,False,True,False,True,False
1373,11226186,11227747,4.0,4.0,3.4,3.4,0.4,0.4,,,1.909,False,False,False,True,True,False
1374,11235522,11226186,5.0,0.0,4.0,1.8,0.6,0.2,2.0,0.0,1.833,False,False,True,False,True,False
1375,11227215,11226639,1.0,4.0,2.4,3.6,0.0,0.4,0.0,1.0,2.625,False,True,False,False,True,False
1376,11226186,11227215,4.0,0.0,3.4,2.4,0.4,0.2,,,1.571,False,False,True,False,True,False
1377,11227747,11235522,1.0,4.0,2.0,2.8,0.2,0.8,,,2.0,False,True,False,False,True,False
1378,11227766,11227230,5.0,1.0,3.0,0.8,0.8,0.0,,,1.571,False,False,True,False,True,False
1379,11226205,11226661,1.0,1.0,2.4,2.4,0.2,0.6,,,2.25,False,False,False,True,True,False
1380,11226661,11227766,4.0,3.0,2.6,2.2,0.6,0.2,,,1.615,False,False,True,False,True,False
1381,11227230,11235530,1.0,4.0,1.0,2.6,0.2,0.4,,,1.833,False,True,False,False,True,False
1382,11227766,11226205,3.0,2.0,3.0,2.8,0.8,0.6,,,1.8,False,False,True,False,True,False
1383,11235530,11226661,1.0,4.0,2.8,2.4,0.6,0.6,2.5,2.75,1.833,False,True,False,False,True,False
1384,11226205,11235530,6.0,3.0,2.4,2.6,0.2,0.4,1.0,4.0,2.1,False,False,True,False,True,False
1385,11226661,11227230,5.0,1.0,2.6,0.8,0.6,0.0,2.25,1.5,1.363,False,False,True,False,True,False
1386,11227230,11226205,1.0,3.0,1.0,2.8,0.2,0.6,,,2.375,False,True,False,False,True,False
1387,11235530,11227766,4.0,2.0,2.8,2.2,0.6,0.2,,,1.8,False,False,True,False,True,False
1388,11227230,11227766,1.0,1.0,1.0,2.2,0.2,0.2,,,2.25,False,False,False,True,True,False
1389,11226661,11226205,1.0,2.0,2.6,2.8,0.6,0.6,,,1.571,False,True,False,False,True,False
1390,11227766,11226661,3.0,2.0,3.0,2.4,0.8,0.6,,,2.25,False,False,True,False,True,False
1391,11235530,11227230,4.0,0.0,2.8,0.8,0.6,0.0,1.0,2.3333333333333335,1.666,False,False,True,False,True,False
1392,11226661,11235530,2.0,4.0,2.6,2.6,0.6,0.4,2.0,1.0,1.615,False,True,False,False,True,False
1393,11226205,11227766,2.0,2.0,2.4,2.2,0.2,0.2,,,2.2,False,False,False,True,True,False
1394,11230361,11230360,0.0,0.0,2.25,2.0,0.2,0.4,,,1.833,False,False,False,True,True,False
1395,11260207,11266091,3.0,2.0,1.2,1.2,0.6,0.0,,,1.5,False,False,True,False,True,False
1396,11230361,11254318,4.0,0.0,2.25,0.8,0.2,0.2,1.0,2.0,1.833,False,False,True,False,True,False
1397,11266091,11230360,1.0,3.0,1.2,2.0,0.0,0.4,,,2.2,False,True,False,False,True,False
1398,11260207,11254318,0.0,1.0,1.2,0.8,0.6,0.2,,,1.833,False,True,False,False,True,False
1399,11266091,11230361,2.0,2.0,1.2,1.6,0.0,0.4,,,2.5,False,False,False,True,True,False
1400,11266091,11254318,1.0,1.0,1.2,0.8,0.0,0.2,,,2.25,False,False,False,True,True,False
1401,11230360,11260207,4.0,1.0,3.0,2.5,0.8,0.4,,,2.0,False,False,True,False,True,False
1402,11230360,11254318,2.0,1.0,3.0,0.8,0.8,0.2,,,1.909,False,False,True,False,True,False
1403,11230361,11260207,2.0,2.0,2.25,2.5,0.2,0.4,,,2.2,False,False,False,True,True,False
1404,11243091,11261493,3.0,2.0,2.3333333333333335,1.5,0.2,0.0,,,1.833,False,False,True,False,True,False
1405,11224612,11234328,3.0,4.0,2.5,2.5,0.2,0.2,,,,True,False,False,False,False,False
1406,11253273,11261493,3.0,1.0,1.8,1.5,0.6,0.0,2.0,1.5,2.2,False,False,True,False,True,False
1407,11243091,11224612,1.0,2.0,2.3333333333333335,2.0,0.2,0.4,,,1.615,False,True,False,False,True,False
1408,11253273,11234328,4.0,1.0,1.8,2.5,0.6,0.2,,,1.727,False,False,True,False,True,False
1409,11261493,11224612,3.0,4.0,2.6,2.0,0.4,0.4,,,1.571,False,True,False,False,True,False
1410,11253273,11224612,0.0,0.0,1.8,2.0,0.6,0.4,,,1.833,False,False,False,True,True,False
1411,11234328,11243091,1.0,3.0,1.6666666666666667,2.0,0.2,0.4,,,2.0,False,True,False,False,True,False
1412,11253273,11243091,1.0,0.0,1.8,2.0,0.6,0.4,,,2.2,False,False,True,False,True,False
1413,11234328,11261493,4.0,3.0,1.6666666666666667,1.5,0.2,0.0,,,1.666,False,False,True,False,True,False
1414,11261493,11243091,3.0,4.0,2.6,2.0,0.4,0.4,,,1.833,False,True,False,False,True,False
1415,11234328,11224612,3.0,6.0,1.6666666666666667,2.0,0.2,0.4,,,,True,False,False,False,False,False
1416,11261493,11253273,4.0,1.0,2.6,2.0,0.4,0.2,2.0,3.0,2.2,False,False,True,False,True,False
1417,11224612,11243091,4.0,5.0,2.5,2.0,0.2,0.4,,,2.2,False,True,False,False,True,False
1418,11234328,11253273,2.0,2.0,1.6666666666666667,2.0,0.2,0.2,,,2.1,False,False,False,True,True,False
1419,11224612,11261493,2.0,1.0,2.5,1.5,0.2,0.0,,,2.375,False,False,True,False,True,False
1420,11224612,11253273,1.0,1.0,2.5,2.0,0.2,0.2,,,2.1,False,False,False,True,True,False
1421,11243091,11234328,3.0,3.0,2.3333333333333335,2.5,0.2,0.2,,,1.727,False,False,False,True,True,False
1422,11243091,11253273,2.0,2.0,2.3333333333333335,2.0,0.2,0.2,,,1.666,False,False,False,True,True,False
1423,11261493,11234328,3.0,2.0,2.6,2.5,0.4,0.2,,,2.2,False,False,True,False,True,False
1424,11265743,11239812,3.0,4.0,3.6,3.2,0.6,0.2,4.0,3.0,1.222,False,True,False,False,True,False
1425,11222490,11255371,4.0,1.0,3.6,2.8,0.6,0.4,4.0,4.0,1.833,False,False,True,False,True,False
1426,11243668,11239812,2.0,2.0,2.6,3.2,0.4,0.2,3.0,1.0,1.666,False,False,False,True,True,False
1427,11265743,11222490,3.0,2.0,3.6,2.4,0.6,0.0,3.0,3.0,1.285,False,False,True,False,True,False
1428,11243668,11255371,2.0,3.0,2.6,2.8,0.4,0.4,1.0,1.0,1.727,False,True,False,False,True,False
1429,11239812,11222490,5.0,3.0,2.4,2.4,0.2,0.0,3.0,5.0,1.909,False,False,True,False,True,False
1430,11243668,11222490,2.0,2.0,2.6,2.4,0.4,0.0,2.0,0.0,1.8,False,False,False,True,True,False
1431,11255371,11265743,0.0,4.0,2.8,4.6,0.2,0.8,2.0,6.0,4.333,False,True,False,False,True,False
1432,11243668,11265743,4.0,2.0,2.6,4.6,0.4,0.8,1.0,2.0,4.0,False,False,True,False,True,False
1433,11255371,11239812,5.0,5.0,2.8,3.2,0.2,0.2,3.0,4.0,1.833,False,False,False,True,True,False
1434,11239812,11265743,2.0,7.0,2.4,4.6,0.2,0.8,2.0,3.0,,True,False,False,False,False,False
1435,11255371,11222490,5.0,2.0,2.8,2.4,0.2,0.0,3.0,1.0,,True,False,False,False,False,False
1436,11239812,11243668,1.0,3.0,2.4,2.6,0.2,0.6,1.0,3.0,2.5,False,True,False,False,True,False
1437,11222490,11265743,3.0,4.0,3.6,4.6,0.6,0.8,3.0,3.0,4.333,False,True,False,False,True,False
1438,11255371,11243668,2.0,4.0,2.8,2.6,0.2,0.6,2.0,3.0,2.1,False,True,False,False,True,False
1439,11222490,11239812,5.0,2.0,3.6,3.2,0.6,0.2,1.0,1.0,1.727,False,False,True,False,True,False
1440,11222490,11243668,2.0,0.0,3.6,2.6,0.6,0.6,2.0,2.0,2.0,False,False,True,False,True,False
1441,11265743,11255371,5.0,3.0,3.6,2.8,0.6,0.4,6.0,4.0,1.166,False,False,True,False,True,False
1442,11265743,11243668,3.0,3.0,3.6,2.6,0.6,0.6,4.0,1.0,1.363,False,False,False,True,True,False
1443,11239812,11255371,1.0,3.0,2.4,2.8,0.2,0.4,5.0,2.0,1.909,False,True,False,False,True,False
1444,11265760,11249656,4.0,5.0,3.6,3.0,0.6,0.6,3.0,2.0,1.2,False,True,False,False,True,False
1445,11227966,11265761,1.0,1.0,2.0,2.8,0.2,0.2,3.0,5.0,1.833,False,False,False,True,True,False
1446,11265762,11249656,1.0,1.0,1.4,3.0,0.4,0.6,1.0,0.0,1.666,False,False,False,True,True,False
1447,11265760,11227966,1.0,5.0,3.6,2.8,0.6,0.4,3.0,2.0,1.285,False,True,False,False,True,False
1448,11265762,11265761,2.0,1.0,1.4,2.8,0.4,0.2,0.0,2.0,1.727,False,False,True,False,True,False
1449,11249656,11227966,2.0,2.0,3.4,2.8,0.4,0.4,3.0,3.0,2.2,False,False,False,True,True,False
1450,11265762,11227966,1.0,1.0,1.4,2.8,0.4,0.4,1.0,3.0,1.8,False,False,False,True,True,False
1451,11265761,11265760,2.0,4.0,2.6,3.0,0.4,0.4,4.0,3.0,4.0,False,True,False,False,True,False
1452,11265762,11265760,2.0,2.0,1.4,3.0,0.4,0.4,2.0,2.0,4.333,False,False,False,True,True,False
1453,11265761,11249656,2.0,4.0,2.6,3.0,0.4,0.6,2.0,4.0,1.833,False,True,False,False,True,False
1454,11249656,11265760,3.0,3.0,3.4,3.0,0.4,0.4,2.0,5.0,4.0,False,False,False,True,True,False
1455,11265761,11227966,2.0,4.0,2.6,2.8,0.4,0.4,1.0,5.0,1.833,False,True,False,False,True,False
1456,11249656,11265762,2.0,0.0,3.4,1.0,0.4,0.0,2.0,1.0,2.25,False,False,True,False,True,False
1457,11227966,11265760,2.0,3.0,2.0,3.0,0.2,0.4,1.0,3.0,3.5,False,True,False,False,True,False
1458,11265761,11265762,3.0,0.0,2.6,1.0,0.4,0.0,2.0,4.0,2.1,False,False,True,False,True,False
1459,11227966,11249656,2.0,3.0,2.0,3.0,0.2,0.6,4.0,0.0,1.727,False,True,False,False,True,False
1460,11227966,11265762,2.0,1.0,2.0,1.0,0.2,0.0,2.0,1.0,1.909,False,False,True,False,True,False
1461,11265760,11265761,6.0,2.0,3.6,2.8,0.6,0.2,4.0,1.0,1.2,False,False,True,False,True,False
1462,11265760,11265762,4.0,3.0,3.6,1.0,0.6,0.0,2.0,2.0,1.363,False,False,True,False,True,False
1463,11249656,11265761,7.0,5.0,3.4,2.8,0.4,0.2,3.0,4.0,1.615,False,False,True,False,True,False
1464,11263021,11222393,3.0,3.0,3.8,3.4,0.4,0.8,2.0,4.0,1.222,False,False,False,True,True,False
1465,11253035,11265796,3.0,6.0,2.2,3.6,0.0,0.4,3.0,3.0,1.833,False,True,False,False,True,False
1466,11228052,11222393,2.0,3.0,2.0,3.4,0.4,0.8,3.0,1.0,,True,False,False,False,False,False
1467,11263021,11253035,3.0,4.0,3.8,3.0,0.4,0.4,4.0,4.0,,True,False,False,False,False,False
1468,11228052,11265796,3.0,2.0,2.0,3.6,0.4,0.4,1.0,2.0,,True,False,False,False,False,False
1469,11222393,11253035,4.0,2.0,3.0,3.0,0.6,0.4,4.0,1.0,,True,False,False,False,False,False
1470,11228052,11253035,1.0,2.0,2.0,3.0,0.4,0.4,1.0,1.0,1.833,False,True,False,False,True,False
1471,11265796,11263021,3.0,5.0,2.8,4.2,0.2,0.6,2.0,5.0,,True,False,False,False,False,False
1472,11228052,11263021,1.0,5.0,2.0,4.2,0.4,0.6,1.0,5.0,3.25,False,True,False,False,True,False
1473,11265796,11222393,2.0,5.0,2.8,3.4,0.2,0.8,5.0,4.0,2.5,False,True,False,False,True,False
1474,11222393,11263021,3.0,3.0,3.0,4.2,0.6,0.6,3.0,4.0,3.75,False,False,False,True,True,False
1475,11265796,11253035,5.0,3.0,2.8,3.0,0.2,0.4,4.0,3.0,1.833,False,False,True,False,True,False
1476,11222393,11228052,2.0,1.0,3.0,1.4,0.6,0.0,2.0,2.0,,True,False,False,False,False,False
1477,11253035,11263021,3.0,3.0,2.2,4.2,0.0,0.6,0.0,2.0,,True,False,False,False,False,False
1478,11265796,11228052,2.0,2.0,2.8,1.4,0.2,0.0,2.0,5.0,2.375,False,False,False,True,True,False
1479,11253035,11222393,1.0,2.0,2.2,3.4,0.0,0.8,1.0,3.0,1.666,False,True,False,False,True,False
1480,11253035,11228052,1.0,1.0,2.2,1.4,0.0,0.0,2.0,2.0,1.833,False,False,False,True,True,False
1481,11263021,11265796,7.0,4.0,3.8,3.6,0.4,0.4,4.0,1.0,1.1,False,False,True,False,True,False
1482,11263021,11228052,4.0,1.0,3.8,1.4,0.4,0.0,4.0,2.0,1.363,False,False,True,False,True,False
1483,11222393,11265796,2.0,3.0,3.0,3.6,0.6,0.4,6.0,3.0,1.444,False,True,False,False,True,False
1484,11229361,11226627,1.0,3.0,1.6,2.75,0.2,0.8,1.0,2.5,1.8,False,True,False,False,True,False
1485,11254957,11266068,1.0,1.0,2.2,2.5,0.2,0.2,4.0,3.0,2.375,False,False,False,True,True,False
1486,11238257,11226627,,,2.0,2.75,0.2,0.8,0.6666666666666666,1.6666666666666667,1.8,True,False,False,False,True,False
1487,11229361,11254957,5.0,0.0,1.6,1.25,0.2,0.2,1.0,1.0,1.615,False,False,True,False,True,False
1488,11238257,11266068,,,2.0,2.5,0.2,0.2,4.0,2.0,,True,False,False,False,False,False
1489,11226627,11254957,1.0,0.0,1.4,1.25,0.4,0.2,1.0,1.0,,True,False,False,False,False,False
1490,11238257,11254957,,,2.0,1.25,0.2,0.2,2.6666666666666665,0.6666666666666666,,True,False,False,False,False,False
1491,11266068,11229361,2.0,1.0,1.2,1.8,0.2,0.4,1.0,3.0,1.727,False,False,True,False,True,False
1492,11266068,11226627,0.0,2.0,1.2,2.75,0.2,0.8,1.0,1.0,1.727,False,True,False,False,True,False
1493,11266068,11254957,2.0,4.0,1.2,1.25,0.2,0.2,3.0,2.0,1.571,False,True,False,False,True,False
1494,11226627,11229361,0.0,0.0,1.4,1.8,0.4,0.4,2.0,1.5,1.909,False,False,False,True,True,False
1495,11254957,11229361,3.0,3.0,2.2,1.8,0.2,0.4,1.0,2.0,2.25,False,False,False,True,True,False
1496,11254957,11226627,2.0,3.0,2.2,2.75,0.2,0.8,3.0,7.0,2.25,False,True,False,False,True,False
1497,11229361,11266068,1.0,4.0,1.6,2.5,0.2,0.2,2.0,0.0,,True,False,False,False,False,False
1498,11226627,11266068,3.0,2.0,1.4,2.5,0.4,0.2,0.0,3.0,,True,False,False,False,False,False
1499,11230360,11230361,3.0,2.0,3.0,1.6,0.8,0.4,0.0,1.0,,True,False,False,False,False,False
1500,11266091,11260207,0.0,4.0,1.2,2.5,0.0,0.4,2.0,2.0,,True,False,False,False,False,False
1501,11230360,11266091,4.0,1.0,3.0,1.2,0.8,0.0,2.0,1.0,1.615,False,False,True,False,True,False
1502,11230361,11266091,2.0,2.0,2.25,1.2,0.2,0.0,3.0,1.0,1.615,False,False,False,True,True,False
1503,11260207,11230360,0.0,3.0,1.2,2.0,0.6,0.4,1.0,4.0,1.727,False,True,False,False,True,False
1504,11260207,11230361,2.0,1.0,1.2,1.6,0.6,0.4,3.0,3.0,1.727,False,False,True,False,True,False
1505,11231778,11231527,5.0,1.0,2.6,2.0,0.8,0.4,,,2.75,False,False,True,False,True,False
1506,11237644,11228239,4.0,2.0,2.0,2.0,0.2,0.0,,,3.25,False,False,True,False,True,False
1507,11225713,11227231,1.0,1.0,3.0,2.4,0.4,0.6,4.0,1.0,1.666,False,False,False,True,True,False
1508,11226659,11230347,2.0,4.0,1.0,3.0,0.0,0.6,3.3333333333333335,3.0,1.8,False,True,False,False,True,False
1509,11228239,11231778,1.0,2.0,3.0,1.2,0.6,0.2,4.0,1.0,1.4,False,True,False,False,True,False
1510,11231527,11224934,3.0,3.0,3.2,4.2,0.4,0.6,3.0,1.0,3.5,False,False,False,True,True,False
1511,11230347,11225713,7.0,0.0,2.4,1.2,0.4,0.2,,,2.375,False,False,True,False,True,False
1512,11227231,11237649,2.0,2.0,3.0,3.6,0.4,0.4,,,1.833,False,False,False,True,True,False
1513,11224934,11228239,3.0,2.0,3.8,2.0,1.0,0.0,5.0,2.0,1.8,False,False,True,False,True,False
1514,11231778,11237644,3.0,1.0,2.6,2.0,0.8,0.2,,,1.833,False,False,True,False,True,False
1515,11230347,11237649,2.0,1.0,2.4,3.6,0.4,0.4,0.3333333333333333,2.0,1.833,False,False,True,False,True,False
1516,11226659,11225713,1.0,1.0,1.0,1.2,0.0,0.2,,,1.833,False,False,False,True,True,False
1517,11224934,11237644,4.0,2.0,3.8,2.0,1.0,0.2,7.0,3.0,1.166,False,False,True,False,True,False
1518,11231527,11228239,3.0,3.0,3.2,2.0,0.4,0.0,,,2.75,False,False,False,True,True,False
1519,11237649,11226659,1.0,2.0,1.4,1.6,0.2,0.4,2.6666666666666665,3.6666666666666665,1.615,False,True,False,False,True,False
1520,11227231,11230347,3.0,1.0,3.0,3.0,0.4,0.6,2.0,2.0,1.833,False,False,True,False,True,False
1521,11237644,11231527,1.0,2.0,2.0,2.0,0.2,0.4,4.0,4.0,2.75,False,True,False,False,True,False
1522,11231778,11224934,0.0,1.0,2.6,4.2,0.8,0.6,5.0,5.0,4.0,False,True,False,False,True,False
1523,11226659,11227231,0.0,4.0,1.0,2.4,0.0,0.6,1.0,2.0,1.909,False,True,False,False,True,False
1524,11225713,11237649,4.0,3.0,3.0,3.6,0.4,0.4,,,1.727,False,False,True,False,True,False
1525,11231527,11231778,2.0,1.0,3.2,1.2,0.4,0.2,,,1.666,False,False,True,False,True,False
1526,11228239,11237644,5.0,1.0,3.0,2.0,0.6,0.2,,,1.4,False,False,True,False,True,False
1527,11227231,11225713,4.0,2.0,3.0,1.2,0.4,0.2,2.0,6.0,2.375,False,False,True,False,True,False
1528,11230347,11226659,0.0,1.0,2.4,1.6,0.4,0.4,,,1.833,False,True,False,False,True,False
1529,11231778,11228239,4.0,2.0,2.6,2.0,0.8,0.0,3.0,5.0,2.75,False,False,True,False,True,False
1530,11224934,11231527,5.0,2.0,3.8,2.0,1.0,0.4,2.0,2.0,1.25,False,False,True,False,True,False
1531,11225713,11230347,3.0,4.0,3.0,3.0,0.4,0.6,,,1.666,False,True,False,False,True,False
1532,11237649,11227231,2.0,1.0,1.4,2.4,0.2,0.6,1.6666666666666667,2.3333333333333335,1.833,False,False,True,False,True,False
1533,11228239,11224934,4.0,3.0,3.0,4.2,0.6,0.6,4.0,1.0,2.2,False,False,True,False,True,False
1534,11237644,11231778,2.0,2.0,2.0,1.2,0.2,0.2,,,2.0,False,False,False,True,True,False
1535,11237747,11230368,3.0,1.0,3.2,1.6,0.8,0.2,,,1.833,False,False,True,False,True,False
1536,11225748,11226674,3.0,3.0,3.2,1.6,0.8,0.4,,,1.615,False,False,False,True,True,False
1537,11226674,11237747,2.0,4.0,2.6,2.6,0.6,0.4,,,1.833,False,True,False,False,True,False
1538,11230368,11227237,2.0,1.0,2.2,2.8,0.6,0.4,1.5,2.5,2.2,False,False,True,False,True,False
1539,11237782,11224945,3.0,2.0,2.0,3.4,0.6,0.4,2.0,4.0,4.5,False,False,True,False,True,False
1540,11228245,11258266,3.0,1.0,3.0,2.4,0.6,0.2,,,1.5,False,False,True,False,True,False
1541,11227237,11226674,7.0,0.0,3.0,1.6,0.4,0.4,3.75,2.0,1.5,False,False,True,False,True,False
1542,11237747,11225748,3.0,1.0,3.2,2.0,0.8,0.2,,,2.0,False,False,True,False,True,False
1543,11258266,11237782,5.0,1.0,3.6,0.4,0.6,0.0,,,1.5,False,False,True,False,True,False
1544,11224945,11231808,3.0,1.0,4.0,2.0,1.0,0.2,6.0,4.0,1.222,False,False,True,False,True,False
1545,11225748,11227237,3.0,2.0,3.2,2.8,0.8,0.4,5.0,3.0,1.666,False,False,True,False,True,False
1546,11226674,11230368,2.0,1.0,2.6,1.6,0.6,0.2,1.3333333333333333,1.6666666666666667,1.666,False,False,True,False,True,False
1547,11231808,11258266,1.0,4.0,1.2,2.4,0.4,0.2,,,2.1,False,True,False,False,True,False
