,id,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,event_day,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,res_goals_over_under,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,diff_goals,ah1_indefinido,ah1_negativo,ah1_positivo,ah1_reembolso,ah2_indefinido,ah2_negativo,ah2_positivo,ah2_reembolso,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2,gl1_indefinido,gl1_negativo,gl1_positivo,gl1_reembolso,gl2_indefinido,gl2_negativo,gl2_positivo,gl2_reembolso,res_double_chance1,res_double_chance2,res_double_chance3,dnb1_ganha,dnb1_indefinido,dnb1_perde,dnb1_reembolso,dnb2_ganha,dnb2_indefinido,dnb2_perde,dnb2_reembolso
260,173355846,11240864,11244192,4,3,7,2.5,1.100,6.500,-0.5,1,1.800,+0.5,2,1.900,5.0,1.0,1.825,5.0,2.0,1.875,Fenerbahce (Boki) or Draw,1.250,Draw or Eintracht (Glumac),1.833,Fenerbahce (Boki) or Eintracht (Glumac),1.166,1,1.444,2,2.625,20250420,,,,,,,,True,-0.5,-0.5,0.5,0.5,1,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
261,173355852,11250077,11241837,4,1,5,2.5,1.083,7.000,"-0.5, -1.0",1,1.900,"+0.5, +1.0",2,1.800,"5.0, 5.5",1.0,1.875,"5.0, 5.5",2.0,1.825,Tottenham (Hyper) or Draw,1.333,Draw or Man Utd (arch),1.800,Tottenham (Hyper) or Man Utd (arch),1.125,1,1.571,2,2.250,20250420,,,,,,,,True,-0.5,-1.0,0.5,1.0,3,False,True,False,False,False,True,False,False,5.0,5.5,5.0,5.5,False,False,False,True,False,False,False,True,1,0,1,True,False,False,False,False,False,True,False
262,173355858,11244192,11250077,1,2,3,2.5,1.062,8.000,,,,,,,,,,,,,Eintracht (Glumac) or Draw,1.800,Draw or Tottenham (Hyper),1.300,Eintracht (Glumac) or Tottenham (Hyper),1.166,1,2.500,2,1.500,20250420,,,,,,,,True,,,,,-1,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,0,1,1,False,False,True,False,True,False,False,False
263,173355862,11244532,11240864,0,2,2,2.5,1.200,4.333,,,,,,,,,,,,,Roma (Bolec) or Draw,1.800,Draw or Fenerbahce (Boki),1.285,Roma (Bolec) or Fenerbahce (Boki),1.166,1,2.500,2,1.500,20250420,,,,,,,,False,,,,,-2,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,0,1,1,False,False,True,False,True,False,False,False
264,173355864,11250077,11244532,4,1,5,2.5,1.100,6.500,,,,,,,,,,,,,Tottenham (Hyper) or Draw,1.222,Draw or Roma (Bolec),2.000,Tottenham (Hyper) or Roma (Bolec),1.166,1,1.363,2,3.000,20250420,,,,,,,,True,,,,,3,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,0,1,True,False,False,False,False,False,True,False
265,173355866,11241837,11244192,2,2,4,2.5,1.100,6.500,,,,,,,,,,,,,Man Utd (arch) or Draw,1.444,Draw or Eintracht (Glumac),1.500,Man Utd (arch) or Eintracht (Glumac),1.222,1,1.833,2,1.833,20250420,,,,,,,,True,,,,,0,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,1,0,False,False,False,True,False,False,False,True
266,173355868,11244532,11241837,4,5,9,2.5,1.250,3.750,0.0,1,1.875,0.0,2,1.825,4.0,1.0,1.775,4.0,2.0,1.925,Roma (Bolec) or Draw,1.444,Draw or Man Utd (arch),1.400,Roma (Bolec) or Man Utd (arch),1.300,1,1.833,2,1.833,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-1,False,False,True,False,False,False,True,False,4.0,4.0,4.0,4.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
267,173355870,11240864,11250077,3,2,5,2.5,1.062,8.000,0.0,1,1.925,0.0,2,1.775,5.5,1.0,1.825,5.5,2.0,1.875,Fenerbahce (Boki) or Draw,1.571,Draw or Tottenham (Hyper),1.500,Fenerbahce (Boki) or Tottenham (Hyper),1.125,1,1.909,2,1.800,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,5.5,5.5,5.5,5.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
268,173355873,11240894,11241506,3,1,4,2.5,1.111,6.000,,,,,,,,,,,,,Liverpool (Boki) or Draw,1.250,Draw or Chelsea (arch),1.833,Liverpool (Boki) or Chelsea (arch),1.181,1,1.444,2,2.625,20250420,,,,,,,,True,,,,,2,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,0,1,True,False,False,False,False,False,True,False
269,173355877,11244572,11240763,5,3,8,2.5,1.166,4.500,,,,,,,,,,,,,Arsenal (Bolec) or Draw,1.600,Draw or Man City (Glumac),1.250,Arsenal (Bolec) or Man City (Glumac),1.300,1,2.500,2,1.500,20250420,,,,,,,,True,,,,,2,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,0,1,True,False,False,False,False,False,True,False
270,173355880,11240763,11240894,4,3,7,2.5,1.100,6.500,,,,,,,,,,,,,Man City (Glumac) or Draw,1.909,Draw or Liverpool (Boki),1.222,Man City (Glumac) or Liverpool (Boki),1.181,1,3.000,2,1.363,20250420,,,,,,,,True,,,,,1,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,0,1,True,False,False,False,False,False,True,False
271,173355883,11241506,11248252,0,3,3,2.5,1.071,7.500,,,,,,,,,,,,,Chelsea (arch) or Draw,1.909,Draw or Man Utd (Hyper),1.285,Chelsea (arch) or Man Utd (Hyper),1.125,1,2.625,2,1.444,20250420,,,,,,,,True,,,,,-3,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,0,1,1,False,False,True,False,True,False,False,False
272,173355891,11248252,11240763,2,2,4,2.5,1.050,8.500,,,,,,,,,,,,,Man Utd (Hyper) or Draw,1.222,Draw or Man City (Glumac),1.950,Man Utd (Hyper) or Man City (Glumac),1.166,1,1.400,2,2.750,20250420,,,,,,,,True,,,,,0,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,1,0,False,False,False,True,False,False,False,True
273,173355903,11240894,11244572,0,0,0,2.5,1.222,4.000,"0.0, -0.5",1,1.850,"0.0, +0.5",2,1.850,4.0,1.0,1.800,4.0,2.0,1.900,Liverpool (Boki) or Draw,1.400,Draw or Arsenal (Bolec),1.615,Liverpool (Boki) or Arsenal (Bolec),1.166,1,1.666,2,2.100,20250420,,,,,,,,False,0.0,-0.5,0.0,0.5,0,False,False,False,True,False,False,False,True,4.0,4.0,4.0,4.0,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
274,173355908,11244572,11248252,2,2,4,2.5,1.100,6.500,"+0.5, +1.0",1,1.850,"-0.5, -1.0",2,1.850,5.0,1.0,1.875,5.0,2.0,1.825,Arsenal (Bolec) or Draw,1.950,Draw or Man Utd (Hyper),1.222,Arsenal (Bolec) or Man Utd (Hyper),1.166,1,3.000,2,1.363,20250420,,,,,,,,True,0.5,1.0,-0.5,-1.0,0,False,False,True,False,False,True,False,False,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
275,173355912,11240763,11241506,1,3,4,2.5,1.100,6.500,0.0,1,1.875,0.0,2,1.825,"5.0, 5.5",1.0,1.900,"5.0, 5.5",2.0,1.800,Man City (Glumac) or Draw,1.500,Draw or Chelsea (arch),1.444,Man City (Glumac) or Chelsea (arch),1.200,1,1.833,2,1.833,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-2,False,False,True,False,False,False,True,False,5.0,5.5,5.0,5.5,False,True,False,False,False,False,True,False,0,1,1,False,False,True,False,True,False,False,False
276,173355916,11241506,11244572,2,3,5,2.5,1.285,3.500,0.0,1,1.750,0.0,2,1.950,4.0,1.0,1.900,4.0,2.0,1.800,Chelsea (arch) or Draw,1.400,Draw or Arsenal (Bolec),1.500,Chelsea (arch) or Arsenal (Bolec),1.250,1,1.727,2,2.000,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-1,False,False,True,False,False,False,True,False,4.0,4.0,4.0,4.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
277,173355918,11248252,11240894,2,5,7,2.5,1.062,8.000,0.0,1,1.800,0.0,2,1.900,5.5,1.0,1.825,5.5,2.0,1.875,Man Utd (Hyper) or Draw,1.500,Draw or Liverpool (Boki),1.571,Man Utd (Hyper) or Liverpool (Boki),1.125,1,1.800,2,1.909,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-3,False,False,True,False,False,False,True,False,5.5,5.5,5.5,5.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
278,173355924,11241506,11240894,2,2,4,2.5,1.111,6.000,+0.5,1,1.800,-0.5,2,1.900,5.0,1.0,1.900,5.0,2.0,1.800,Chelsea (arch) or Draw,1.727,Draw or Liverpool (Boki),1.285,Chelsea (arch) or Liverpool (Boki),1.200,1,2.500,2,1.500,20250420,,,,,,,,True,0.5,0.5,-0.5,-0.5,0,False,False,True,False,False,True,False,False,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
279,173355927,11240763,11244572,1,2,3,2.5,1.166,4.500,"0.0, -0.5",1,1.800,"0.0, +0.5",2,1.900,4.5,1.0,1.875,4.5,2.0,1.825,Man City (Glumac) or Draw,1.250,Draw or Arsenal (Bolec),1.615,Man City (Glumac) or Arsenal (Bolec),1.285,1,1.500,2,2.500,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,-1,False,False,True,False,False,False,True,False,4.5,4.5,4.5,4.5,False,True,False,False,False,False,True,False,0,1,1,False,False,True,False,True,False,False,False
280,173355931,11240894,11240763,6,3,9,2.5,1.083,7.000,"-0.5, -1.0",1,1.900,"+0.5, +1.0",2,1.800,"5.0, 5.5",1.0,1.875,"5.0, 5.5",2.0,1.825,Liverpool (Boki) or Draw,1.250,Draw or Man City (Glumac),1.909,Liverpool (Boki) or Man City (Glumac),1.166,1,1.400,2,2.750,20250420,,,,,,,,True,-0.5,-1.0,0.5,1.0,3,False,True,False,False,False,True,False,False,5.0,5.5,5.0,5.5,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
281,173355933,11248252,11241506,3,4,7,2.5,1.071,7.500,"-0.5, -1.0",1,1.900,"+0.5, +1.0",2,1.800,"5.0, 5.5",1.0,1.850,"5.0, 5.5",2.0,1.850,Man Utd (Hyper) or Draw,1.285,Draw or Chelsea (arch),1.909,Man Utd (Hyper) or Chelsea (arch),1.125,1,1.444,2,2.625,20250420,,,,,,,,True,-0.5,-1.0,0.5,1.0,-1,False,False,False,True,False,False,True,False,5.0,5.5,5.0,5.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
282,173355935,11240763,11248252,2,6,8,2.5,1.050,8.500,"+0.5, +1.0",1,1.825,"-0.5, -1.0",2,1.875,"5.5, 6.0",1.0,1.900,"5.5, 6.0",2.0,1.800,Man City (Glumac) or Draw,1.909,Draw or Man Utd (Hyper),1.250,Man City (Glumac) or Man Utd (Hyper),1.166,1,2.750,2,1.400,20250420,,,,,,,,True,0.5,1.0,-0.5,-1.0,-4,False,False,True,False,False,False,True,False,5.5,6.0,5.5,6.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
283,173355938,11244572,11240894,3,4,7,2.5,1.222,4.000,"0.0, +0.5",1,1.850,"0.0, -0.5",2,1.850,4.0,1.0,1.800,4.0,2.0,1.900,Arsenal (Bolec) or Draw,1.615,Draw or Liverpool (Boki),1.363,Arsenal (Bolec) or Liverpool (Boki),1.181,1,2.200,2,1.615,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,-1,False,False,True,False,False,False,True,False,4.0,4.0,4.0,4.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
284,173355940,11248252,11244572,5,1,6,2.5,1.100,6.500,"-0.5, -1.0",1,1.825,"+0.5, +1.0",2,1.875,5.0,1.0,1.850,5.0,2.0,1.850,Man Utd (Hyper) or Draw,1.222,Draw or Arsenal (Bolec),2.000,Man Utd (Hyper) or Arsenal (Bolec),1.166,1,1.363,2,3.000,20250420,,,,,,,,True,-0.5,-1.0,0.5,1.0,4,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
285,173355942,11241506,11240763,4,3,7,2.5,1.083,7.000,0.0,1,1.825,0.0,2,1.875,"5.0, 5.5",1.0,1.825,"5.0, 5.5",2.0,1.875,Chelsea (arch) or Draw,1.444,Draw or Man City (Glumac),1.500,Chelsea (arch) or Man City (Glumac),1.222,1,1.833,2,1.833,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,5.0,5.5,5.0,5.5,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
286,173355952,11244572,11241506,3,4,7,2.5,1.250,3.750,"0.0, +0.5",1,1.750,"0.0, -0.5",2,1.950,4.0,1.0,1.850,4.0,2.0,1.850,Arsenal (Bolec) or Draw,1.533,Draw or Chelsea (arch),1.400,Arsenal (Bolec) or Chelsea (arch),1.250,1,2.000,2,1.727,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,-1,False,False,True,False,False,False,True,False,4.0,4.0,4.0,4.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
287,173355960,11240894,11248252,3,1,4,2.5,1.062,8.000,0.0,1,1.925,0.0,2,1.775,5.5,1.0,1.825,5.5,2.0,1.875,Liverpool (Boki) or Draw,1.571,Draw or Man Utd (Hyper),1.500,Liverpool (Boki) or Man Utd (Hyper),1.125,1,1.909,2,1.800,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,2,False,True,False,False,False,True,False,False,5.5,5.5,5.5,5.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
288,173355962,11226640,11229805,3,3,6,2.5,1.142,5.000,,,,,,,,,,,,,Spain (exhausted) or Draw,1.500,Draw or France (GanGsta_Panda),1.500,Spain (exhausted) or France (GanGsta_Panda),1.166,1,1.833,2,1.833,20250420,,,,,,,,True,,,,,0,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,1,0,False,False,False,True,False,False,False,True
289,173355964,11228900,11226636,4,1,5,2.5,1.200,4.333,,,,,,,,,,,,,Italy (panch) or Draw,1.181,Draw or Germany (why),2.200,Italy (panch) or Germany (why),1.125,1,1.300,2,3.400,20250420,,,,,,,,True,,,,,3,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,1,0,1,True,False,False,False,False,False,True,False
290,173355966,11226636,11226640,2,4,6,2.5,1.166,4.500,+1.0,1,1.800,-1.0,2,1.900,4.5,1.0,1.900,4.5,2.0,1.800,Germany (why) or Draw,2.150,Draw or Spain (exhausted),1.222,Germany (why) or Spain (exhausted),1.125,1,3.250,2,1.333,20250420,,,,,,,,True,1.0,1.0,-1.0,-1.0,-2,False,False,True,False,False,False,True,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
291,173355968,11229805,11226183,3,2,5,2.5,1.166,4.500,0.0,1,1.825,0.0,2,1.875,4.5,1.0,1.825,4.5,2.0,1.875,France (GanGsta_Panda) or Draw,1.444,Draw or Argentina (Salfour),1.500,France (GanGsta_Panda) or Argentina (Salfour),1.222,1,1.833,2,1.833,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
292,173355970,11226183,11226636,3,1,4,2.5,1.100,6.500,-1.0,1,1.850,+1.0,2,1.850,5.0,1.0,1.875,5.0,2.0,1.825,Argentina (Salfour) or Draw,1.200,Draw or Germany (why),2.200,Argentina (Salfour) or Germany (why),1.111,1,1.333,2,3.250,20250420,,,,,,,,True,-1.0,-1.0,1.0,1.0,2,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
293,173355972,11226640,11228900,2,1,3,2.5,1.166,4.500,"0.0, +0.5",1,1.825,"0.0, -0.5",2,1.875,4.5,1.0,1.875,4.5,2.0,1.825,Spain (exhausted) or Draw,1.615,Draw or Italy (panch),1.444,Spain (exhausted) or Italy (panch),1.142,1,2.000,2,1.727,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,1,False,True,False,False,False,True,False,False,4.5,4.5,4.5,4.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
294,173355974,11228900,11226183,7,1,8,2.5,1.083,7.000,"0.0, +0.5",1,1.775,"0.0, -0.5",2,1.925,5.0,1.0,1.800,5.0,2.0,1.900,Italy (panch) or Draw,1.444,Draw or Argentina (Salfour),1.666,Italy (panch) or Argentina (Salfour),1.125,1,1.666,2,2.100,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,6,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
295,173355976,11226636,11229805,2,2,4,2.5,1.166,4.500,"+0.5, +1.0",1,1.900,"-0.5, -1.0",2,1.800,4.5,1.0,1.900,4.5,2.0,1.800,Germany (why) or Draw,2.100,Draw or France (GanGsta_Panda),1.222,Germany (why) or France (GanGsta_Panda),1.142,1,3.250,2,1.333,20250420,,,,,,,,True,0.5,1.0,-0.5,-1.0,0,False,False,True,False,False,True,False,False,4.5,4.5,4.5,4.5,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
296,173355980,11229805,11228900,1,0,1,2.5,1.200,4.333,0.0,1,1.925,0.0,2,1.775,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,France (GanGsta_Panda) or Draw,1.600,Draw or Italy (panch),1.444,France (GanGsta_Panda) or Italy (panch),1.166,1,2.000,2,1.727,20250420,,,,,,,,False,0.0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,4.0,4.5,4.0,4.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
297,173355984,11226183,11226640,2,3,5,2.5,1.083,7.000,0.0,1,1.925,0.0,2,1.775,"5.0, 5.5",1.0,1.875,"5.0, 5.5",2.0,1.825,Argentina (Salfour) or Draw,1.600,Draw or Spain (exhausted),1.500,Argentina (Salfour) or Spain (exhausted),1.125,1,1.909,2,1.800,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-1,False,False,True,False,False,False,True,False,5.0,5.5,5.0,5.5,False,False,False,True,False,False,False,True,0,1,1,False,False,True,False,True,False,False,False
298,173355987,11229805,11226640,3,1,4,2.5,1.142,5.000,0.0,1,1.900,0.0,2,1.800,"4.5, 5.0",1.0,1.800,"4.5, 5.0",2.0,1.900,France (GanGsta_Panda) or Draw,1.533,Draw or Spain (exhausted),1.444,France (GanGsta_Panda) or Spain (exhausted),1.181,1,1.909,2,1.800,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,2,False,True,False,False,False,True,False,False,4.5,5.0,4.5,5.0,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
299,173355996,11226636,11228900,2,9,11,2.5,1.200,4.333,+1.0,1,1.850,-1.0,2,1.850,"4.0, 4.5",1.0,1.850,"4.0, 4.5",2.0,1.850,Germany (why) or Draw,2.200,Draw or Italy (panch),1.181,Germany (why) or Italy (panch),1.125,1,3.400,2,1.300,20250420,,,,,,,,True,1.0,1.0,-1.0,-1.0,-7,False,False,True,False,False,False,True,False,4.0,4.5,4.0,4.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
300,173356008,11226640,11226636,3,1,4,2.5,1.166,4.500,-1.0,1,1.925,+1.0,2,1.775,4.5,1.0,1.900,4.5,2.0,1.800,Spain (exhausted) or Draw,1.250,Draw or Germany (why),2.150,Spain (exhausted) or Germany (why),1.111,1,1.363,2,3.000,20250420,,,,,,,,True,-1.0,-1.0,1.0,1.0,2,False,True,False,False,False,True,False,False,4.5,4.5,4.5,4.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
301,173356017,11226183,11229805,2,4,6,2.5,1.166,4.500,"0.0, -0.5",1,1.900,"0.0, +0.5",2,1.800,4.5,1.0,1.875,4.5,2.0,1.825,Argentina (Salfour) or Draw,1.363,Draw or France (GanGsta_Panda),1.571,Argentina (Salfour) or France (GanGsta_Panda),1.250,1,1.666,2,2.100,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,-2,False,False,True,False,False,False,True,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
302,173356022,11226636,11226183,1,6,7,2.5,1.083,7.000,+1.0,1,1.875,-1.0,2,1.825,5.0,1.0,1.800,5.0,2.0,1.900,Germany (why) or Draw,2.250,Draw or Argentina (Salfour),1.181,Germany (why) or Argentina (Salfour),1.111,1,3.400,2,1.300,20250420,,,,,,,,True,1.0,1.0,-1.0,-1.0,-5,False,False,True,False,False,False,True,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
303,173356027,11228900,11226640,2,2,4,2.5,1.166,4.500,"0.0, -0.5",1,1.900,"0.0, +0.5",2,1.800,4.5,1.0,1.875,4.5,2.0,1.825,Italy (panch) or Draw,1.444,Draw or Spain (exhausted),1.600,Italy (panch) or Spain (exhausted),1.166,1,1.727,2,2.000,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,0,False,False,False,True,False,False,False,True,4.5,4.5,4.5,4.5,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
304,173356031,11226183,11228900,1,2,3,2.5,1.100,6.500,"0.0, +0.5",1,1.875,"0.0, -0.5",2,1.825,5.0,1.0,1.850,5.0,2.0,1.850,Argentina (Salfour) or Draw,1.700,Draw or Italy (panch),1.444,Argentina (Salfour) or Italy (panch),1.125,1,2.100,2,1.666,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,-1,False,False,True,False,False,False,True,False,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,0,1,1,False,False,True,False,True,False,False,False
305,173356034,11229805,11226636,6,1,7,2.5,1.166,4.500,"-0.5, -1.0",1,1.825,"+0.5, +1.0",2,1.875,4.5,1.0,1.875,4.5,2.0,1.825,France (GanGsta_Panda) or Draw,1.250,Draw or Germany (why),2.000,France (GanGsta_Panda) or Germany (why),1.125,1,1.363,2,3.000,20250420,,,,,,,,True,-0.5,-1.0,0.5,1.0,5,False,True,False,False,False,True,False,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
306,173356037,11228900,11229805,2,3,5,2.5,1.200,4.333,"0.0, -0.5",1,1.925,"0.0, +0.5",2,1.775,"4.0, 4.5",1.0,1.850,"4.0, 4.5",2.0,1.850,Italy (panch) or Draw,1.444,Draw or France (GanGsta_Panda),1.571,Italy (panch) or France (GanGsta_Panda),1.166,1,1.727,2,2.000,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,-1,False,False,True,False,False,False,True,False,4.0,4.5,4.0,4.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
307,173356041,11226640,11226183,3,4,7,2.5,1.083,7.000,0.0,1,1.800,0.0,2,1.900,"5.0, 5.5",1.0,1.875,"5.0, 5.5",2.0,1.825,Spain (exhausted) or Draw,1.500,Draw or Argentina (Salfour),1.571,Spain (exhausted) or Argentina (Salfour),1.125,1,1.800,2,1.909,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-1,False,False,True,False,False,False,True,False,5.0,5.5,5.0,5.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
308,173356045,11226309,11229810,2,4,6,2.5,1.142,5.000,0.0,1,1.825,0.0,2,1.875,4.5,1.0,1.800,4.5,2.0,1.900,Juventus (exhausted) or Draw,1.500,Draw or Fiorentina (GanGsta_Panda),1.500,Juventus (exhausted) or Fiorentina (GanGsta_Panda),1.166,1,1.833,2,1.833,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,-2,False,False,True,False,False,False,True,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
309,173356048,11228910,11226658,3,0,3,2.5,1.200,4.333,"-1.0, -1.5",1,1.850,"+1.0, +1.5",2,1.850,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Napoli (panch) or Draw,1.125,Draw or Roma (why),2.400,Napoli (panch) or Roma (why),1.125,1,1.222,2,4.000,20250420,,,,,,,,True,-1.0,-1.5,1.0,1.5,3,False,True,False,False,False,True,False,False,4.0,4.5,4.0,4.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
310,173356053,11226658,11226309,4,4,8,2.5,1.142,5.000,"+1.0, +1.5",1,1.800,"-1.0, -1.5",2,1.900,4.5,1.0,1.850,4.5,2.0,1.850,Roma (why) or Draw,2.400,Draw or Juventus (exhausted),1.166,Roma (why) or Juventus (exhausted),1.111,1,3.750,2,1.250,20250420,,,,,,,,True,1.0,1.5,-1.0,-1.5,0,False,False,True,False,False,True,False,False,4.5,4.5,4.5,4.5,False,False,True,False,False,True,False,False,1,1,0,False,False,False,True,False,False,False,True
311,173356059,11229810,11226202,5,2,7,2.5,1.142,5.000,0.0,1,1.825,0.0,2,1.875,"4.5, 5.0",1.0,1.875,"4.5, 5.0",2.0,1.825,Fiorentina (GanGsta_Panda) or Draw,1.533,Draw or Bologna (Salfour),1.444,Fiorentina (GanGsta_Panda) or Bologna (Salfour),1.222,1,2.000,2,1.727,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,3,False,True,False,False,False,True,False,False,4.5,5.0,4.5,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
312,173356063,11226202,11226658,2,2,4,2.5,1.083,7.000,-1.0,1,1.850,+1.0,2,1.850,5.0,1.0,1.800,5.0,2.0,1.900,Bologna (Salfour) or Draw,1.222,Draw or Roma (why),2.200,Bologna (Salfour) or Roma (why),1.111,1,1.333,2,3.250,20250420,,,,,,,,True,-1.0,-1.0,1.0,1.0,0,False,True,False,False,False,False,True,False,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
313,173356071,11226309,11228910,4,2,6,2.5,1.111,6.000,"0.0, +0.5",1,1.825,"0.0, -0.5",2,1.875,"4.5, 5.0",1.0,1.800,"4.5, 5.0",2.0,1.900,Juventus (exhausted) or Draw,1.615,Draw or Napoli (panch),1.444,Juventus (exhausted) or Napoli (panch),1.142,1,2.000,2,1.727,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,2,False,True,False,False,False,True,False,False,4.5,5.0,4.5,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
