,id,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,event_day,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,res_goals_over_under,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,diff_goals,ah1_indefinido,ah1_negativo,ah1_positivo,ah1_reembolso,ah2_indefinido,ah2_negativo,ah2_positivo,ah2_reembolso,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2,gl1_indefinido,gl1_negativo,gl1_positivo,gl1_reembolso,gl2_indefinido,gl2_negativo,gl2_positivo,gl2_reembolso,res_double_chance1,res_double_chance2,res_double_chance3,dnb1_ganha,dnb1_indefinido,dnb1_perde,dnb1_reembolso,dnb2_ganha,dnb2_indefinido,dnb2_perde,dnb2_reembolso
314,173356081,11228910,11226202,2,2,4,2.5,1.071,7.500,"0.0, -0.5",1,1.850,"0.0, +0.5",2,1.850,"5.0, 5.5",1.0,1.850,"5.0, 5.5",2.0,1.850,Napoli (panch) or Draw,1.444,Draw or Bologna (Salfour),1.666,Napoli (panch) or Bologna (Salfour),1.125,1,1.666,2,2.100,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,0,False,False,False,True,False,False,False,True,5.0,5.5,5.0,5.5,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
315,173356086,11226658,11229810,2,1,3,2.5,1.142,5.000,+1.0,1,1.900,-1.0,2,1.800,"4.5, 5.0",1.0,1.900,"4.5, 5.0",2.0,1.800,Roma (why) or Draw,2.250,Draw or Fiorentina (GanGsta_Panda),1.111,Roma (why) or Fiorentina (GanGsta_Panda),1.200,1,4.000,2,1.222,20250420,,,,,,,,True,1.0,1.0,-1.0,-1.0,1,False,False,False,True,False,True,False,False,4.5,5.0,4.5,5.0,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
316,173356089,11229810,11228910,1,2,3,2.5,1.200,4.333,"0.0, +0.5",1,1.800,"0.0, -0.5",2,1.900,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Fiorentina (GanGsta_Panda) or Draw,1.600,Draw or Napoli (panch),1.444,Fiorentina (GanGsta_Panda) or Napoli (panch),1.142,1,2.000,2,1.727,20250420,,,,,,,,True,0.0,0.5,0.0,-0.5,-1,False,False,True,False,False,False,True,False,4.0,4.5,4.0,4.5,False,True,False,False,False,False,True,False,0,1,1,False,False,True,False,True,False,False,False
317,173356092,11226202,11226309,3,0,3,2.5,1.071,7.500,0.0,1,1.925,0.0,2,1.775,"5.0, 5.5",1.0,1.800,"5.0, 5.5",2.0,1.900,Bologna (Salfour) or Draw,1.700,Draw or Juventus (exhausted),1.444,Bologna (Salfour) or Juventus (exhausted),1.125,1,2.100,2,1.666,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,3,False,True,False,False,False,True,False,False,5.0,5.5,5.0,5.5,False,True,False,False,False,False,True,False,1,0,1,True,False,False,False,False,False,True,False
318,173356094,11229810,11226309,2,2,4,2.5,1.111,6.000,0.0,1,1.900,0.0,2,1.800,5.0,1.0,1.875,5.0,2.0,1.825,Fiorentina (GanGsta_Panda) or Draw,1.533,Draw or Juventus (exhausted),1.444,Fiorentina (GanGsta_Panda) or Juventus (exhausted),1.181,1,1.909,2,1.800,20250420,,,,,,,,True,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,False,True,5.0,5.0,5.0,5.0,False,True,False,False,False,False,True,False,1,1,0,False,False,False,True,False,False,False,True
319,173356096,11226658,11228910,2,3,5,2.5,1.111,6.000,+1.0,1,1.825,-1.0,2,1.875,"4.5, 5.0",1.0,1.800,"4.5, 5.0",2.0,1.900,Roma (why) or Draw,1.950,Draw or Napoli (panch),1.250,Roma (why) or Napoli (panch),1.125,1,2.750,2,1.400,20250420,,,,,,,,True,1.0,1.0,-1.0,-1.0,-1,False,False,True,False,False,False,False,True,4.5,5.0,4.5,5.0,False,False,False,True,False,False,False,True,0,1,1,False,False,True,False,True,False,False,False
320,173356098,11226309,11226658,5,1,6,2.5,1.100,6.500,-1.0,1,1.800,+1.0,2,1.900,5.0,1.0,1.875,5.0,2.0,1.825,Juventus (exhausted) or Draw,1.166,Draw or Roma (why),2.250,Juventus (exhausted) or Roma (why),1.125,1,1.285,2,3.500,20250420,,,,,,,,True,-1.0,-1.0,1.0,1.0,4,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,1,0,1,True,False,False,False,False,False,True,False
321,173356101,11226202,11229810,3,2,5,2.5,1.111,6.000,-0.5,1,1.900,+0.5,2,1.800,5.0,1.0,1.875,5.0,2.0,1.825,Bologna (Salfour) or Draw,1.250,Draw or Fiorentina (GanGsta_Panda),1.800,Bologna (Salfour) or Fiorentina (GanGsta_Panda),1.222,1,1.444,2,2.625,20250420,,,,,,,,True,-0.5,-0.5,0.5,0.5,1,False,True,False,False,False,True,False,False,5.0,5.0,5.0,5.0,False,False,False,True,False,False,False,True,1,0,1,True,False,False,False,False,False,True,False
322,173356112,11226658,11226202,1,5,6,2.5,1.083,7.000,"+0.5, +1.0",1,1.875,"-0.5, -1.0",2,1.825,5.0,1.0,1.800,5.0,2.0,1.900,Roma (why) or Draw,2.000,Draw or Bologna (Salfour),1.250,Roma (why) or Bologna (Salfour),1.125,1,2.750,2,1.400,20250420,,,,,,,,True,0.5,1.0,-0.5,-1.0,-4,False,False,True,False,False,False,True,False,5.0,5.0,5.0,5.0,False,False,True,False,False,True,False,False,0,1,1,False,False,True,False,True,False,False,False
323,173356117,11228910,11226309,3,2,5,2.5,1.111,6.000,"0.0, -0.5",1,1.875,"0.0, +0.5",2,1.825,"4.5, 5.0",1.0,1.800,"4.5, 5.0",2.0,1.900,Napoli (panch) or Draw,1.444,Draw or Juventus (exhausted),1.600,Napoli (panch) or Juventus (exhausted),1.142,1,1.727,2,2.000,20250420,,,,,,,,True,0.0,-0.5,0.0,0.5,1,False,True,False,False,False,True,False,False,4.5,5.0,4.5,5.0,False,False,False,True,False,False,False,True,1,0,1,True,False,False,False,False,False,True,False
