,id,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,event_day,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,res_goals_over_under,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,diff_goals,classificacao_ah1,classificacao_ah2,ah1_positivo,ah1_negativo,ah1_reembolso,ah1_indefinido,ah1_meio_ganho,ah2_positivo,ah2_negativo,ah2_reembolso,ah2_indefinido,ah2_meio_ganho,ah2_meia_perda,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2,classificacao_gl1,classificacao_gl2,gl1_positivo,gl1_negativo,gl1_reembolso,gl1_indefinido,gl1_meio_ganho,gl1_meia_perda,gl2_positivo,gl2_negativo,gl2_reembolso,gl2_indefinido,gl2_meio_ganho,gl2_meia_perda,res_double_chance1,res_double_chance2,res_double_chance3,res_draw_no_bet1,res_draw_no_bet2,dnb1_ganha,dnb1_perde,dnb1_reembolso,dnb1_indefinido,dnb2_ganha,dnb2_perde,dnb2_reembolso,dnb2_indefinido
492,173576591,11270436,11223698,6.0,3.0,9.0,2.5,1.062,8.000,"-0.5, -1.0",1,1.800,"+0.5, +1.0",2,1.900,5.5,1.0,1.850,5.5,2.0,1.850,Roma (Steksy) or Draw,1.181,Draw or Tottenham (Peconi),2.100,Roma (Steksy) or Tottenham (Peconi),1.181,1,1.333,2,3.250,20250425,,,,,,,,True,-0.5,-1.0,0.5,1.0,3.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,5.5,5.5,5.5,5.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
493,173576593,11223698,11247819,2.0,3.0,5.0,2.5,1.050,8.500,"+1.0, +1.5",1,1.900,"-1.0, -1.5",2,1.800,5.5,1.0,1.850,5.5,2.0,1.850,Tottenham (Peconi) or Draw,2.600,Draw or Fenerbahce (Hyper),1.166,Tottenham (Peconi) or Fenerbahce (Hyper),1.100,1,3.750,2,1.250,20250425,,,,,,,,True,1.0,1.5,-1.0,-1.5,-1.0,meio_ganho,meia_perda,False,False,False,False,False,False,False,False,False,False,True,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
494,173576596,11241756,11243672,3.0,1.0,4.0,2.5,1.030,10.000,0.0,1,1.850,0.0,2,1.850,"6.0, 6.5",1.0,1.900,"6.0, 6.5",2.0,1.800,Eintracht (Boki) or Draw,1.444,Draw or Man Utd (Maslja),1.444,Eintracht (Boki) or Man Utd (Maslja),1.222,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,2.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,6.0,6.5,6.0,6.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
495,173576598,11223698,11243672,1.0,2.0,3.0,2.5,1.062,8.000,,,,,,,,,,,,,Tottenham (Peconi) or Draw,2.150,Draw or Man Utd (Maslja),1.181,Tottenham (Peconi) or Man Utd (Maslja),1.125,1,3.250,2,1.333,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
496,173576601,11270436,11247819,2.0,3.0,5.0,2.5,1.050,8.500,,,,,,,,,,,,,Roma (Steksy) or Draw,1.700,Draw or Fenerbahce (Hyper),1.444,Roma (Steksy) or Fenerbahce (Hyper),1.125,1,2.200,2,1.615,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
497,173576603,11243672,11270436,4.0,2.0,6.0,2.5,1.030,10.000,,,,,,,,,,,,,Man Utd (Maslja) or Draw,1.444,Draw or Roma (Steksy),1.600,Man Utd (Maslja) or Roma (Steksy),1.166,1,1.727,2,2.000,20250425,,,,,,,,True,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
498,173576608,11241756,11223698,2.0,3.0,5.0,2.5,1.125,5.500,,,,,,,,,,,,,Eintracht (Boki) or Draw,1.142,Draw or Tottenham (Peconi),2.600,Eintracht (Boki) or Tottenham (Peconi),1.100,1,1.222,2,4.000,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
499,173576612,11270436,11241756,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
500,173576615,11247819,11243672,1.0,1.0,2.0,2.5,1.083,7.000,,,,,,,,,,,,,Fenerbahce (Hyper) or Draw,1.363,Draw or Man Utd (Maslja),1.700,Fenerbahce (Hyper) or Man Utd (Maslja),1.142,1,1.571,2,2.250,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
501,173576623,11241756,11247819,2.0,2.0,4.0,2.5,1.062,8.000,0.0,1,1.825,0.0,2,1.875,5.5,1.0,1.900,5.5,2.0,1.800,Eintracht (Boki) or Draw,1.500,Draw or Fenerbahce (Hyper),1.550,Eintracht (Boki) or Fenerbahce (Hyper),1.125,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,0.0,reembolso,reembolso,False,False,True,False,False,False,False,True,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
502,173576635,11223698,11270436,1.0,5.0,6.0,2.5,1.040,9.000,,,,,,,,,,,,,Tottenham (Peconi) or Draw,2.250,Draw or Roma (Steksy),1.222,Tottenham (Peconi) or Roma (Steksy),1.111,1,3.400,2,1.300,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
503,173576645,11247819,11223698,1.0,3.0,4.0,2.5,1.062,8.000,"-1.0, -1.5",1,1.800,"+1.0, +1.5",2,1.900,5.5,1.0,1.900,5.5,2.0,1.800,Fenerbahce (Hyper) or Draw,1.166,Draw or Tottenham (Peconi),2.600,Fenerbahce (Hyper) or Tottenham (Peconi),1.100,1,1.250,2,3.750,20250425,,,,,,,,True,-1.0,-1.5,1.0,1.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
504,173576651,11243672,11241756,2.0,6.0,8.0,2.5,1.040,9.000,0.0,1,1.950,0.0,2,1.750,6.0,1.0,1.800,6.0,2.0,1.900,Man Utd (Maslja) or Draw,1.550,Draw or Eintracht (Boki),1.444,Man Utd (Maslja) or Eintracht (Boki),1.181,1,2.000,2,1.727,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,-4.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,6.0,6.0,6.0,6.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
505,173576660,11244571,11247530,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
506,173576667,11247843,11270475,5.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
507,173576673,11270475,11244571,1.0,4.0,5.0,2.5,1.040,9.000,,,,,,,,,,,,,Arsenal (Steksy) or Draw,1.533,Draw or Chelsea (Maslja),1.444,Arsenal (Steksy) or Chelsea (Maslja),1.181,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
508,173576675,11247530,11241103,2.0,2.0,4.0,2.5,1.062,8.000,,,,,,,,,,,,,Man Utd (Peconi) or Draw,2.100,Draw or Man City (Boki),1.250,Man Utd (Peconi) or Man City (Boki),1.111,1,3.000,2,1.363,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
509,173576677,11241103,11270475,3.0,2.0,5.0,2.5,1.083,7.000,,,,,,,,,,,,,Man City (Boki) or Draw,1.533,Draw or Arsenal (Steksy),1.533,Man City (Boki) or Arsenal (Steksy),1.142,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
510,173576680,11244571,11247843,0.0,4.0,4.0,2.5,1.071,7.500,,,,,,,,,,,,,Chelsea (Maslja) or Draw,1.615,Draw or Liverpool (Hyper),1.444,Chelsea (Maslja) or Liverpool (Hyper),1.125,1,2.000,2,1.727,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
511,173576682,11247843,11241103,0.0,2.0,2.0,2.5,1.062,8.000,"0.0, +0.5",1,1.825,"0.0, -0.5",2,1.875,5.5,1.0,1.850,5.5,2.0,1.850,Liverpool (Hyper) or Draw,1.615,Draw or Man City (Boki),1.444,Liverpool (Hyper) or Man City (Boki),1.142,1,2.000,2,1.727,20250425,,,,,,,,False,0.0,0.5,0.0,-0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
512,173576685,11270475,11247530,2.0,2.0,4.0,2.5,1.062,8.000,-1.0,1,1.825,+1.0,2,1.875,5.5,1.0,1.900,5.5,2.0,1.800,Arsenal (Steksy) or Draw,1.166,Draw or Man Utd (Peconi),2.200,Arsenal (Steksy) or Man Utd (Peconi),1.125,1,1.285,2,3.500,20250425,,,,,,,,True,-1.0,-1.0,1.0,1.0,0.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
513,173576689,11247530,11247843,1.0,6.0,7.0,2.5,1.071,7.500,,,,,,,,,,,,,Man Utd (Peconi) or Draw,2.300,Draw or Liverpool (Hyper),1.200,Man Utd (Peconi) or Liverpool (Hyper),1.100,1,3.400,2,1.300,20250425,,,,,,,,True,,,,,-5.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
514,173576694,11241103,11244571,3.0,3.0,6.0,2.5,1.030,10.000,,,,,,,,,,,,,Man City (Boki) or Draw,1.444,Draw or Chelsea (Maslja),1.533,Man City (Boki) or Chelsea (Maslja),1.166,1,1.800,2,1.909,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
515,173576700,11247530,11244571,3.0,2.0,5.0,2.5,1.083,7.000,,,,,,,,,,,,,Man Utd (Peconi) or Draw,1.909,Draw or Chelsea (Maslja),1.285,Man Utd (Peconi) or Chelsea (Maslja),1.142,1,2.625,2,1.444,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
516,173576711,11270475,11247843,3.0,1.0,4.0,2.5,1.050,8.500,,,,,,,,,,,,,Arsenal (Steksy) or Draw,1.800,Draw or Liverpool (Hyper),1.363,Arsenal (Steksy) or Liverpool (Hyper),1.111,1,2.250,2,1.571,20250425,,,,,,,,True,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
517,173576717,11244571,11270475,2.0,4.0,6.0,2.5,1.062,8.000,"0.0, -0.5",1,1.900,"0.0, +0.5",2,1.800,5.5,1.0,1.825,5.5,2.0,1.875,Chelsea (Maslja) or Draw,1.444,Draw or Arsenal (Steksy),1.600,Chelsea (Maslja) or Arsenal (Steksy),1.166,1,1.727,2,2.000,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
518,173576721,11241103,11247530,0.0,6.0,6.0,2.5,1.111,6.000,-1.0,1,1.900,+1.0,2,1.800,"4.5, 5.0",1.0,1.850,"4.5, 5.0",2.0,1.850,Man City (Boki) or Draw,1.222,Draw or Man Utd (Peconi),2.150,Man City (Boki) or Man Utd (Peconi),1.111,1,1.333,2,3.250,20250425,,,,,,,,True,-1.0,-1.0,1.0,1.0,-6.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,5.0,4.5,5.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
519,173576724,11270475,11241103,5.0,0.0,5.0,2.5,1.111,6.000,0.0,1,1.850,0.0,2,1.850,5.0,1.0,1.900,5.0,2.0,1.800,Arsenal (Steksy) or Draw,1.500,Draw or Man City (Boki),1.500,Arsenal (Steksy) or Man City (Boki),1.181,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,5.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,5.0,5.0,5.0,5.0,reembolso,reembolso,False,False,True,False,False,False,False,False,True,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
520,173576726,11247843,11244571,1.0,2.0,3.0,2.5,1.071,7.500,"0.0, -0.5",1,1.775,"0.0, +0.5",2,1.925,"5.0, 5.5",1.0,1.825,"5.0, 5.5",2.0,1.875,Liverpool (Hyper) or Draw,1.363,Draw or Chelsea (Maslja),1.700,Liverpool (Hyper) or Chelsea (Maslja),1.142,1,1.571,2,2.250,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.5,5.0,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
521,173576728,11241103,11247843,1.0,7.0,8.0,2.5,1.040,9.000,,,,,,,,,,,,,Man City (Boki) or Draw,1.444,Draw or Liverpool (Hyper),1.615,Man City (Boki) or Liverpool (Hyper),1.142,1,1.727,2,2.000,20250425,,,,,,,,True,,,,,-6.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
522,173576744,11247530,11270475,1.0,5.0,6.0,2.5,1.071,7.500,,,,,,,,,,,,,Man Utd (Peconi) or Draw,2.200,Draw or Arsenal (Steksy),1.166,Man Utd (Peconi) or Arsenal (Steksy),1.125,1,3.500,2,1.285,20250425,,,,,,,,True,,,,,-4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
523,173576746,11247843,11247530,2.0,2.0,4.0,2.5,1.050,8.500,"-1.0, -1.5",1,1.900,"+1.0, +1.5",2,1.800,5.5,1.0,1.850,5.5,2.0,1.850,Liverpool (Hyper) or Draw,1.200,Draw or Man Utd (Peconi),2.300,Liverpool (Hyper) or Man Utd (Peconi),1.100,1,1.300,2,3.400,20250425,,,,,,,,True,-1.0,-1.5,1.0,1.5,0.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.5,5.5,5.5,5.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
524,173576748,11244571,11241103,4.0,3.0,7.0,2.5,1.040,9.000,,,,,,,,,,,,,Chelsea (Maslja) or Draw,1.533,Draw or Man City (Boki),1.444,Chelsea (Maslja) or Man City (Boki),1.181,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
525,173577776,11274980,11274981,1.0,3.0,4.0,2.5,1.125,5.500,,,,,,,,,,,,,France (maksdh) or Draw,1.533,Draw or Spain (tohi4),1.444,France (maksdh) or Spain (tohi4),1.166,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
526,173578658,11222664,11226187,1.0,3.0,4.0,2.5,1.222,4.000,0.0,1,1.800,0.0,2,1.900,4.0,1.0,1.900,4.0,2.0,1.800,Sporting (Kodak) or Draw,1.400,Draw or Braga (LaikingDast),1.444,Sporting (Kodak) or Braga (LaikingDast),1.285,1,1.800,2,1.909,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.0,4.0,4.0,4.0,reembolso,reembolso,False,False,True,False,False,False,False,False,True,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
527,173578663,11225678,11223188,6.0,4.0,10.0,2.5,1.444,2.625,0.0,1,1.950,0.0,2,1.750,"3.0, 3.5",1.0,1.850,"3.0, 3.5",2.0,1.850,Benfica (Inquisitor) or Draw,1.500,Draw or FC Porto (Boulevard),1.363,Benfica (Inquisitor) or FC Porto (Boulevard),1.285,1,2.000,2,1.727,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,2.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,3.0,3.5,3.0,3.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
528,173577779,11274982,11274983,4.0,3.0,7.0,2.5,1.222,4.000,0.0,1,1.750,0.0,2,1.950,4.0,1.0,1.850,4.0,2.0,1.850,Italy (goldfer) or Draw,1.444,Draw or Argentina (Samurai),1.550,Italy (goldfer) or Argentina (Samurai),1.181,1,1.727,2,2.000,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.0,4.0,4.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
529,173578666,11223188,11222664,1.0,1.0,2.0,2.5,1.200,4.333,"0.0, -0.5",1,1.925,"0.0, +0.5",2,1.775,"4.0, 4.5",1.0,1.850,"4.0, 4.5",2.0,1.850,FC Porto (Boulevard) or Draw,1.400,Draw or Sporting (Kodak),1.571,FC Porto (Boulevard) or Sporting (Kodak),1.222,1,1.727,2,2.000,20250425,,,,,,,,False,0.0,-0.5,0.0,0.5,0.0,meia_perda,meio_ganho,False,False,False,False,True,False,False,False,False,True,False,4.0,4.5,4.0,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
530,173578668,11226187,11232131,2.0,1.0,3.0,2.5,1.300,3.400,-0.5,1,1.925,+0.5,2,1.775,"3.5, 4.0",1.0,1.900,"3.5, 4.0",2.0,1.800,Braga (LaikingDast) or Draw,1.300,Draw or Rio Ave (hotShot),1.700,Braga (LaikingDast) or Rio Ave (hotShot),1.200,1,1.533,2,2.375,20250425,,,,,,,,True,-0.5,-0.5,0.5,0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,3.5,4.0,3.5,4.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
531,173577783,11274983,11274981,2.0,3.0,5.0,2.5,1.166,4.500,"-0.5, -1.0",1,1.800,"+0.5, +1.0",2,1.900,"4.0, 4.5",1.0,1.825,"4.0, 4.5",2.0,1.875,Argentina (Samurai) or Draw,1.222,Draw or Spain (tohi4),2.100,Argentina (Samurai) or Spain (tohi4),1.125,1,1.363,2,3.000,20250425,,,,,,,,True,-0.5,-1.0,0.5,1.0,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.0,4.5,4.0,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
532,173578670,11232131,11223188,5.0,4.0,9.0,2.5,1.250,3.750,"0.0, +0.5",1,1.925,"0.0, -0.5",2,1.775,4.0,1.0,1.850,4.0,2.0,1.850,Rio Ave (hotShot) or Draw,1.666,Draw or FC Porto (Boulevard),1.285,Rio Ave (hotShot) or FC Porto (Boulevard),1.250,1,2.500,2,1.500,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.0,4.0,4.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
533,173578672,11222664,11225678,2.0,1.0,3.0,2.5,1.200,4.333,0.0,1,1.950,0.0,2,1.750,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Sporting (Kodak) or Draw,1.500,Draw or Benfica (Inquisitor),1.400,Sporting (Kodak) or Benfica (Inquisitor),1.250,1,2.000,2,1.727,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.5,4.0,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
534,173577785,11274981,11274982,3.0,7.0,10.0,2.5,1.142,5.000,+1.0,1,1.800,-1.0,2,1.900,4.5,1.0,1.875,4.5,2.0,1.825,Spain (tohi4) or Draw,2.150,Draw or Italy (goldfer),1.181,Spain (tohi4) or Italy (goldfer),1.125,1,3.400,2,1.300,20250425,,,,,,,,True,1.0,1.0,-1.0,-1.0,-4.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,4.5,4.5,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
535,173577787,11274980,11274983,1.0,6.0,7.0,2.5,1.200,4.333,+1.0,1,1.775,-1.0,2,1.925,"4.0, 4.5",1.0,1.875,"4.0, 4.5",2.0,1.825,France (maksdh) or Draw,2.150,Draw or Argentina (Samurai),1.125,France (maksdh) or Argentina (Samurai),1.222,1,3.750,2,1.250,20250425,,,,,,,,True,1.0,1.0,-1.0,-1.0,-5.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.0,4.5,4.0,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
536,173578675,11225678,11232131,2.0,2.0,4.0,2.5,1.363,3.000,0.0,1,1.850,0.0,2,1.850,"3.5, 4.0",1.0,1.900,"3.5, 4.0",2.0,1.800,Benfica (Inquisitor) or Draw,1.363,Draw or Rio Ave (hotShot),1.363,Benfica (Inquisitor) or Rio Ave (hotShot),1.363,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,0.0,reembolso,reembolso,False,False,True,False,False,False,False,True,False,False,False,3.5,4.0,3.5,4.0,meio_ganho,meia_perda,False,False,False,False,True,False,False,False,False,False,False,True,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
537,173578678,11223188,11226187,3.0,5.0,8.0,2.5,1.200,4.333,"0.0, -0.5",1,1.875,"0.0, +0.5",2,1.825,"4.0, 4.5",1.0,1.875,"4.0, 4.5",2.0,1.825,FC Porto (Boulevard) or Draw,1.400,Draw or Braga (LaikingDast),1.600,FC Porto (Boulevard) or Braga (LaikingDast),1.181,1,1.666,2,2.100,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.0,4.5,4.0,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
538,173577789,11274982,11274980,3.0,0.0,3.0,2.5,1.200,4.333,-1.0,1,1.900,+1.0,2,1.800,4.0,1.0,1.775,4.0,2.0,1.925,Italy (goldfer) or Draw,1.166,Draw or France (maksdh),2.150,Italy (goldfer) or France (maksdh),1.142,1,1.300,2,3.400,20250425,,,,,,,,True,-1.0,-1.0,1.0,1.0,3.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.0,4.0,4.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
