,id,home,away,home_goals,away_goals,tot_goals,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,event_day,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,res_goals_over_under,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,diff_goals,classificacao_ah1,classificacao_ah2,ah1_positivo,ah1_negativo,ah1_reembolso,ah1_indefinido,ah1_meio_ganho,ah2_positivo,ah2_negativo,ah2_reembolso,ah2_indefinido,ah2_meio_ganho,ah2_meia_perda,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2,classificacao_gl1,classificacao_gl2,gl1_positivo,gl1_negativo,gl1_reembolso,gl1_indefinido,gl1_meio_ganho,gl1_meia_perda,gl2_positivo,gl2_negativo,gl2_reembolso,gl2_indefinido,gl2_meio_ganho,gl2_meia_perda,res_double_chance1,res_double_chance2,res_double_chance3,res_draw_no_bet1,res_draw_no_bet2,dnb1_ganha,dnb1_perde,dnb1_reembolso,dnb1_indefinido,dnb2_ganha,dnb2_perde,dnb2_reembolso,dnb2_indefinido
331,173533457,11239977,11239978,3.0,2.0,5.0,2.5,1.050,8.500,"0.0, -0.5",1,1.775,"0.0, +0.5",2,1.925,"5.5, 6.0",1.0,1.850,"5.5, 6.0",2.0,1.850,France (Kravatskhelia) or Draw,1.300,Draw or Italy (Uncle),1.666,France (Kravatskhelia) or Italy (Uncle),1.222,1,1.533,2,2.375,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,5.5,6.0,5.5,6.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
332,173533459,11225795,11242878,3.0,5.0,8.0,2.5,1.166,4.500,"0.0, +0.5",1,1.800,"0.0, -0.5",2,1.900,4.5,1.0,1.900,4.5,2.0,1.800,Argentina (Koftovsky) or Draw,1.550,Draw or Germany (Senior),1.300,Argentina (Koftovsky) or Germany (Senior),1.285,1,2.200,2,1.615,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,4.5,4.5,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
333,173533823,11250701,11229913,2.0,5.0,7.0,2.5,1.111,6.000,-0.5,1,1.850,+0.5,2,1.850,"4.5, 5.0",1.0,1.800,"4.5, 5.0",2.0,1.900,Girona (BlackStar98) or Draw,1.333,Draw or A.Bilbao (Flewless_phoenix),1.800,Girona (BlackStar98) or A.Bilbao (Flewless_phoenix),1.125,1,1.533,2,2.375,20250425,,,,,,,,True,-0.5,-0.5,0.5,0.5,-3.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,5.0,4.5,5.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
334,173533826,11224975,11224605,0.0,0.0,0.0,2.5,1.250,3.750,-0.5,1,1.775,+0.5,2,1.925,"3.5, 4.0",1.0,1.775,"3.5, 4.0",2.0,1.925,Barcelona (DaVa) or Draw,1.222,Draw or Real Madrid (MeLToSik),1.909,Barcelona (DaVa) or Real Madrid (MeLToSik),1.181,1,1.400,2,2.750,20250425,,,,,,,,False,-0.5,-0.5,0.5,0.5,0.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,3.5,4.0,3.5,4.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
335,173533461,11239978,11225795,2.0,3.0,5.0,2.5,1.111,6.000,-0.5,1,1.875,+0.5,2,1.825,5.0,1.0,1.875,5.0,2.0,1.825,Italy (Uncle) or Draw,1.250,Draw or Argentina (Koftovsky),1.800,Italy (Uncle) or Argentina (Koftovsky),1.222,1,1.444,2,2.625,20250425,,,,,,,,True,-0.5,-0.5,0.5,0.5,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.0,5.0,5.0,reembolso,reembolso,False,False,True,False,False,False,False,False,True,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
336,173533464,11235087,11239977,0.0,5.0,5.0,2.5,1.083,7.000,"+0.5, +1.0",1,1.900,"-0.5, -1.0",2,1.800,"5.0, 5.5",1.0,1.900,"5.0, 5.5",2.0,1.800,Spain (nikkitta) or Draw,2.100,Draw or France (Kravatskhelia),1.222,Spain (nikkitta) or France (Kravatskhelia),1.125,1,3.000,2,1.363,20250425,,,,,,,,True,0.5,1.0,-0.5,-1.0,-5.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.5,5.0,5.5,meia_perda,meio_ganho,False,False,False,False,False,True,False,False,False,False,True,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
337,173533828,11229913,11224975,3.0,1.0,4.0,2.5,1.142,5.000,"0.0, +0.5",1,1.925,"0.0, -0.5",2,1.775,4.5,1.0,1.850,4.5,2.0,1.850,A.Bilbao (Flewless_phoenix) or Draw,1.700,Draw or Barcelona (DaVa),1.333,A.Bilbao (Flewless_phoenix) or Barcelona (DaVa),1.181,1,2.250,2,1.571,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,2.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.5,4.5,4.5,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
338,173533833,11229914,11250701,1.0,3.0,4.0,2.5,1.100,6.500,"0.0, +0.5",1,1.800,"0.0, -0.5",2,1.900,5.0,1.0,1.850,5.0,2.0,1.850,A.Madrid (sane4ek8) or Draw,1.600,Draw or Girona (BlackStar98),1.444,A.Madrid (sane4ek8) or Girona (BlackStar98),1.125,1,2.000,2,1.727,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,-2.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,5.0,5.0,5.0,5.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
339,173533466,11225795,11235087,2.0,2.0,4.0,2.5,1.166,4.500,0.0,1,1.850,0.0,2,1.850,"4.0, 4.5",1.0,1.800,"4.0, 4.5",2.0,1.900,Argentina (Koftovsky) or Draw,1.500,Draw or Spain (nikkitta),1.500,Argentina (Koftovsky) or Spain (nikkitta),1.166,1,1.833,2,1.833,20250425,,,,,,,,True,0.0,0.0,0.0,0.0,0.0,reembolso,reembolso,False,False,True,False,False,False,False,True,False,False,False,4.0,4.5,4.0,4.5,meia_perda,meio_ganho,False,False,False,False,False,True,False,False,False,False,True,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
340,173533469,11242878,11239978,4.0,3.0,7.0,2.5,1.125,5.500,"0.0, +0.5",1,1.850,"0.0, -0.5",2,1.850,"4.5, 5.0",1.0,1.850,"4.5, 5.0",2.0,1.850,Germany (Senior) or Draw,1.615,Draw or Italy (Uncle),1.400,Germany (Senior) or Italy (Uncle),1.166,1,2.100,2,1.666,20250425,,,,,,,,True,0.0,0.5,0.0,-0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.5,5.0,4.5,5.0,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
341,173533844,11224975,11229914,0.0,0.0,0.0,2.5,1.125,5.500,"0.0, -0.5",1,1.850,"0.0, +0.5",2,1.850,"4.5, 5.0",1.0,1.875,"4.5, 5.0",2.0,1.825,Barcelona (DaVa) or Draw,1.300,Draw or A.Madrid (sane4ek8),1.600,Barcelona (DaVa) or A.Madrid (sane4ek8),1.250,1,1.615,2,2.200,20250425,,,,,,,,False,0.0,-0.5,0.0,0.5,0.0,meia_perda,meio_ganho,False,False,False,False,True,False,False,False,False,True,False,4.5,5.0,4.5,5.0,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
342,173533851,11224605,11229913,3.0,3.0,6.0,2.5,1.200,4.333,"+0.5, +1.0",1,1.925,"-0.5, -1.0",2,1.775,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Real Madrid (MeLToSik) or Draw,2.100,Draw or A.Bilbao (Flewless_phoenix),1.222,Real Madrid (MeLToSik) or A.Bilbao (Flewless_phoenix),1.125,1,3.250,2,1.333,20250425,,,,,,,,True,0.5,1.0,-0.5,-1.0,0.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.5,4.0,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
343,173533878,11229914,11224605,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
344,173533880,11250701,11224975,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
345,173533472,11222416,11235099,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,indefinido,indefinido,False,False,False,True,False,False,False,True
346,173533475,11225889,11240029,6.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
347,173533478,11240029,11222416,1.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
348,173533482,11235099,11222963,3.0,3.0,6.0,2.5,1.222,4.000,,,,,,,,,,,,,Juventus (nikkitta) or Draw,1.533,Draw or Napoli (Uncle),1.250,Juventus (nikkitta) or Napoli (Uncle),1.400,1,2.250,2,1.571,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
349,173533882,11250737,11225032,4.0,1.0,5.0,2.5,1.142,5.000,,,,,,,,,,,,,Al Nassr (BlackStar98) or Draw,1.166,Draw or Al Ain FC (MeLToSik),2.250,Al Nassr (BlackStar98) or Al Ain FC (MeLToSik),1.125,1,1.285,2,3.500,20250425,,,,,,,,True,,,,,3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
350,173533885,11229999,11229998,0.0,7.0,7.0,2.5,1.111,6.000,,,,,,,,,,,,,Pohang Steelers (sane4ek8) or Draw,1.444,Draw or Gangwon FC (Flewless_phoenix),1.363,Pohang Steelers (sane4ek8) or Gangwon FC (Flewless_phoenix),1.333,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,-7.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
351,173533493,11222963,11240029,3.0,4.0,7.0,2.5,1.040,9.000,,,,,,,,,,,,,Napoli (Uncle) or Draw,1.800,Draw or Fiorentina (Kravatskhelia),1.250,Napoli (Uncle) or Fiorentina (Kravatskhelia),1.200,1,2.625,2,1.444,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
352,173533501,11222416,11225889,4.0,5.0,9.0,2.5,1.111,6.000,,,,,,,,,,,,,Roma (Senior) or Draw,1.300,Draw or Bologna (Koftovsky),1.550,Roma (Senior) or Bologna (Koftovsky),1.285,1,1.615,2,2.200,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
353,173533889,11229998,11250737,2.0,5.0,7.0,2.5,1.083,7.000,,,,,,,,,,,,,Gangwon FC (Flewless_phoenix) or Draw,1.800,Draw or Al Nassr (BlackStar98),1.333,Gangwon FC (Flewless_phoenix) or Al Nassr (BlackStar98),1.125,1,2.375,2,1.533,20250425,,,,,,,,True,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
354,173533891,11225032,11225028,0.0,2.0,2.0,2.5,1.333,3.250,,,,,,,,,,,,,Al Ain FC (MeLToSik) or Draw,1.909,Draw or Al Hilal (DaVa),1.222,Al Ain FC (MeLToSik) or Al Hilal (DaVa),1.181,1,2.750,2,1.400,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
355,173533504,11225889,11222963,0.0,2.0,2.0,2.5,1.111,6.000,,,,,,,,,,,,,Bologna (Koftovsky) or Draw,1.800,Draw or Napoli (Uncle),1.250,Bologna (Koftovsky) or Napoli (Uncle),1.222,1,2.625,2,1.444,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
356,173533507,11240029,11235099,4.0,1.0,5.0,2.5,1.062,8.000,,,,,,,,,,,,,Fiorentina (Kravatskhelia) or Draw,1.166,Draw or Juventus (nikkitta),2.250,Fiorentina (Kravatskhelia) or Juventus (nikkitta),1.125,1,1.285,2,3.500,20250425,,,,,,,,True,,,,,3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
357,173533893,11225028,11229998,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
358,173533895,11250737,11229999,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
359,173533510,11235099,11225889,3.0,3.0,6.0,2.5,1.142,5.000,,,,,,,,,,,,,Juventus (nikkitta) or Draw,1.500,Draw or Bologna (Koftovsky),1.500,Juventus (nikkitta) or Bologna (Koftovsky),1.166,1,1.833,2,1.833,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
360,173533512,11222963,11222416,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,4.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
361,173533900,11229999,11225028,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
362,173533903,11229998,11225032,4.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
363,173533516,11235099,11222416,1.0,2.0,3.0,2.5,1.166,4.500,,,,,,,,,,,,,Juventus (nikkitta) or Draw,1.500,Draw or Roma (Senior),1.444,Juventus (nikkitta) or Roma (Senior),1.250,1,1.909,2,1.800,20250425,,,,,,,,True,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
364,173533518,11240029,11225889,2.0,1.0,3.0,2.5,1.025,10.500,,,,,,,,,,,,,Fiorentina (Kravatskhelia) or Draw,1.222,Draw or Bologna (Koftovsky),2.100,Fiorentina (Kravatskhelia) or Bologna (Koftovsky),1.142,1,1.333,2,3.250,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
365,173533907,11225032,11229999,2.0,4.0,6.0,2.5,1.200,4.333,,,,,,,,,,,,,Al Ain FC (MeLToSik) or Draw,1.727,Draw or Pohang Steelers (sane4ek8),1.250,Al Ain FC (MeLToSik) or Pohang Steelers (sane4ek8),1.250,1,2.625,2,1.444,20250425,,,,,,,,True,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
366,173533917,11225028,11250737,2.0,0.0,2.0,2.5,1.111,6.000,,,,,,,,,,,,,Al Hilal (DaVa) or Draw,1.615,Draw or Al Nassr (BlackStar98),1.363,Al Hilal (DaVa) or Al Nassr (BlackStar98),1.181,1,2.200,2,1.615,20250425,,,,,,,,False,,,,,2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
367,173533521,11222416,11240029,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
368,173533523,11222963,11235099,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,indefinido,indefinido,False,False,False,True,False,False,False,True
369,173533929,11225032,11250737,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
370,173533935,11229998,11229999,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-3.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
371,173533526,11240029,11222963,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
372,173533532,11225889,11222416,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
373,173533939,11250737,11229998,3.0,2.0,5.0,2.5,1.100,6.500,,,,,,,,,,,,,Al Nassr (BlackStar98) or Draw,1.333,Draw or Gangwon FC (Flewless_phoenix),1.800,Al Nassr (BlackStar98) or Gangwon FC (Flewless_phoenix),1.142,1,1.500,2,2.500,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
374,173533944,11225028,11225032,3.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
375,173533536,11222963,11225889,2.0,2.0,4.0,2.5,1.125,5.500,,,,,,,,,,,,,Napoli (Uncle) or Draw,1.250,Draw or Bologna (Koftovsky),1.800,Napoli (Uncle) or Bologna (Koftovsky),1.222,1,1.444,2,2.625,20250425,,,,,,,,True,,,,,0.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0,reembolso,reembolso,False,False,True,False,False,False,True,False
376,173533555,11235099,11240029,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
377,173533946,11229998,11225028,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
378,173533949,11229999,11250737,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
379,173533568,11225889,11235099,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,indefinido,indefinido,False,False,False,True,False,False,False,True
380,173533578,11222416,11222963,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,20250425,,,,,,,,False,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,indefinido,indefinido,False,False,False,True,False,False,False,True
381,173533953,11225028,11229999,4.0,6.0,10.0,2.5,1.166,4.500,,,,,,,,,,,,,Al Hilal (DaVa) or Draw,1.285,Draw or Pohang Steelers (sane4ek8),1.700,Al Hilal (DaVa) or Pohang Steelers (sane4ek8),1.222,1,1.533,2,2.375,20250425,,,,,,,,True,,,,,-2.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
382,173533956,11225032,11229998,2.0,1.0,3.0,2.5,1.142,5.000,,,,,,,,,,,,,Al Ain FC (MeLToSik) or Draw,2.100,Draw or Gangwon FC (Flewless_phoenix),1.222,Al Ain FC (MeLToSik) or Gangwon FC (Flewless_phoenix),1.142,1,3.250,2,1.333,20250425,,,,,,,,True,,,,,1.0,indefinido,indefinido,False,False,False,True,False,False,False,False,True,False,False,,,,,indefinido,indefinido,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
383,173533958,11229999,11225032,2.0,1.0,3.0,2.5,1.200,4.333,-0.5,1,1.900,+0.5,2,1.800,"4.0, 4.5",1.0,1.900,"4.0, 4.5",2.0,1.800,Pohang Steelers (sane4ek8) or Draw,1.250,Draw or Al Ain FC (MeLToSik),1.727,Pohang Steelers (sane4ek8) or Al Ain FC (MeLToSik),1.222,1,1.444,2,2.625,20250425,,,,,,,,True,-0.5,-0.5,0.5,0.5,1.0,positivo,negativo,True,False,False,False,False,False,True,False,False,False,False,4.0,4.5,4.0,4.5,negativo,positivo,False,True,False,False,False,False,True,False,False,False,False,False,1,0,1,ganha,perde,True,False,False,False,False,True,False,False
384,173533961,11250737,11225028,2.0,3.0,5.0,2.5,1.166,4.500,"0.0, -0.5",1,1.900,"0.0, +0.5",2,1.800,4.5,1.0,1.900,4.5,2.0,1.800,Al Nassr (BlackStar98) or Draw,1.400,Draw or Al Hilal (DaVa),1.571,Al Nassr (BlackStar98) or Al Hilal (DaVa),1.200,1,1.666,2,2.100,20250425,,,,,,,,True,0.0,-0.5,0.0,0.5,-1.0,negativo,positivo,False,True,False,False,False,True,False,False,False,False,False,4.5,4.5,4.5,4.5,positivo,negativo,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,perde,ganha,False,True,False,False,True,False,False,False
