,id,goals_over_under,odd_goals_over1,odd_goals_under1,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2,goal_line1,type_gl1,odds_gl1,goal_line2,type_gl2,odds_gl2,double_chance1,odds_dc1,double_chance2,odds_dc2,double_chance3,odds_dc3,draw_no_bet_team1,odds_dnb1,draw_no_bet_team2,odds_dnb2,home,away,times,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean,asian_handicap1_1,asian_handicap1_2,asian_handicap2_1,asian_handicap2_2,goal_line1_1,goal_line1_2,goal_line2_1,goal_line2_2
0,173520032,2.5,1.166,4.500,0.0,1,1.850,0.0,2,1.850,4.5,1,1.925,4.5,2,1.775,Dortmund (zoyir) or Draw,1.500,Draw or PSV (Klever),1.500,Dortmund (zoyir) or PSV (Klever),1.200,1,1.833,2,1.833,11274632,11274646,"('Dortmund (zoyir)', 'PSV (Klever)')",,,,,,,,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5
