,h2h_mean,media_goals_home,media_goals_away,goal_line_1,goal_line_2,indefinido,negativo,positivo,reembolso,type_1.0,type_2.0
4188,,1.2,0.8,3.0,3.5,True,False,False,False,True,False
4189,,2.0,2.0,3.5,3.5,False,True,False,False,True,False
4190,,2.0,0.8,4.0,4.0,False,False,True,False,True,False
4191,,2.4,1.6,3.0,3.5,False,False,False,True,True,False
4192,,2.4,0.8,3.5,3.5,False,False,True,False,True,False
4193,,2.4,1.6,3.0,3.5,False,False,True,False,True,False
4194,,2.2,2.0,4.5,5.0,False,False,False,True,True,False
4195,,2.4,1.6,3.0,3.0,False,False,True,False,True,False
4196,,2.2,1.4,3.5,4.0,False,False,False,True,True,False
4197,,0.6,2.0,4.0,4.5,False,True,False,False,True,False
4198,,0.6,1.6,,,True,False,False,False,False,False
4199,,2.8,1.4,,,True,False,False,False,False,False
4200,,0.6,1.4,,,True,False,False,False,False,False
4201,,1.8,2.4,,,True,False,False,False,False,False
4202,,0.6,2.4,4.0,4.0,False,False,True,False,True,False
4203,,1.8,2.0,3.5,3.5,False,True,False,False,True,False
4204,,2.8,2.4,,,True,False,False,False,False,False
4205,,1.8,1.4,,,True,False,False,False,False,False
4206,,2.8,1.0,,,True,False,False,False,False,False
4207,,2.4,2.4,,,True,False,False,False,False,False
4208,,1.8,1.0,,,True,False,False,False,False,False
4209,,2.4,2.0,,,True,False,False,False,False,False
4210,,2.4,1.0,4.0,4.0,False,False,False,True,True,False
4211,,2.2,1.6,3.5,4.0,False,False,True,False,True,False
4212,,2.2,1.0,,,True,False,False,False,False,False
4213,,2.8,1.6,,,True,False,False,False,False,False
4214,,1.6,3.8,,,True,False,False,False,False,False
4215,,2.0,2.2,,,True,False,False,False,False,False
4216,,1.6,3.8,4.0,4.0,False,False,True,False,True,False
4217,,1.6,2.8,,,True,False,False,False,False,False
4218,,1.6,2.2,3.5,3.5,False,True,False,False,True,False
4219,,2.2,2.8,,,True,False,False,False,False,False
4220,,1.6,2.8,4.5,4.5,False,False,True,False,True,False
4221,,1.4,1.2,3.5,3.5,False,True,False,False,True,False
4222,,1.6,1.2,3.5,4.0,False,False,False,True,True,False
4223,,1.4,3.8,3.5,3.5,False,False,True,False,True,False
4224,,2.2,1.2,,,True,False,False,False,False,False
4225,,1.4,2.8,3.5,3.5,False,False,True,False,True,False
4226,,2.2,2.0,4.0,4.0,False,False,True,False,True,False
4227,,2.0,1.2,4.0,4.0,False,True,False,False,True,False
4228,,1.4,2.0,,,True,False,False,False,False,False
4229,,2.0,3.8,,,True,False,False,False,False,False
4230,,2.0,2.0,,,True,False,False,False,False,False
4231,,1.6,2.2,,,True,False,False,False,False,False
4232,,1.6,2.0,3.5,4.0,False,False,False,True,True,False
4233,,2.2,2.2,,,True,False,False,False,False,False
4234,,2.4,3.4,,,True,False,False,False,False,False
4235,,2.0,3.2,,,True,False,False,False,False,False
4236,,0.8,3.4,3.5,3.5,False,False,True,False,True,False
4237,,2.4,4.0,5.5,5.5,False,True,False,False,True,False
4238,,0.8,3.2,5.0,5.5,False,False,False,True,True,False
4239,,1.8,4.0,5.0,5.5,False,True,False,False,True,False
4240,,0.8,4.0,4.0,4.5,False,False,True,False,True,False
4241,,3.8,2.4,6.5,7.0,False,True,False,False,True,False
4242,,0.8,2.4,4.0,4.0,False,True,False,False,True,False
4243,,3.8,3.4,5.5,6.0,False,False,False,True,True,False
4244,,1.8,2.4,5.5,5.5,False,True,False,False,True,False
4245,,3.8,4.0,6.5,6.5,False,False,True,False,True,False
4246,,1.8,1.4,3.5,3.5,False,True,False,False,True,False
4247,,2.0,2.4,5.5,5.5,False,True,False,False,True,False
4248,,3.8,1.4,5.0,5.5,False,False,False,True,True,False
4249,,2.0,3.4,5.0,5.0,False,False,False,True,True,False
4250,,2.0,1.4,4.0,4.5,False,False,False,True,True,False
4251,,2.4,3.2,6.5,6.5,False,False,True,False,True,False
4252,,2.4,1.4,3.5,3.5,False,False,True,False,True,False
4253,,1.8,3.2,5.5,6.0,False,False,False,True,True,False
4254,,3.2,2.2,5.0,5.0,False,False,False,True,True,False
4255,,4.0,3.6,6.5,6.5,False,False,True,False,True,False
4256,,2.2,2.2,3.5,3.5,False,True,False,False,True,False
4257,,3.2,3.4,5.5,5.5,False,False,True,False,True,False
4258,,2.2,3.6,5.5,6.0,False,False,True,False,True,False
4259,,3.0,3.4,5.0,5.5,False,False,True,False,True,False
4260,,1.4,2.4,5.5,5.5,False,True,False,False,True,False
4261,,2.0,4.0,5.0,5.5,False,False,False,True,True,False
4262,,1.4,1.6,,,True,False,False,False,False,False
4263,,2.2,3.4,,,True,False,False,False,False,False
4264,,3.0,2.6,,,True,False,False,False,False,False
4265,,2.2,2.4,6.0,6.5,False,True,False,False,True,False
4266,,2.2,2.6,,,True,False,False,False,False,False
4267,,3.0,2.2,,,True,False,False,False,False,False
4268,,2.2,4.0,,,True,False,False,False,False,False
4269,,2.4,1.6,,,True,False,False,False,False,False
4270,,2.2,1.6,,,True,False,False,False,False,False
4271,,4.2,2.8,5.0,5.0,False,False,False,True,True,False
4272,,3.0,2.6,5.0,5.0,False,False,True,False,True,False
4273,,3.0,3.4,,,True,False,False,False,False,False
4274,,2.2,2.8,5.5,5.5,False,False,True,False,True,False
4275,,4.2,2.4,6.5,7.0,False,False,False,True,True,False
4276,,3.0,1.0,3.5,3.5,False,True,False,False,True,False
4277,,4.0,2.6,5.5,5.5,False,False,True,False,True,False
4278,,2.4,2.8,5.5,5.5,False,True,False,False,True,False
4279,,4.2,1.6,5.0,5.5,False,False,False,True,True,False
4280,,3.0,1.0,6.0,6.0,False,True,False,False,True,False
4281,,4.0,2.2,5.5,5.5,False,True,False,False,True,False
4282,,2.4,2.8,5.0,5.0,False,False,True,False,True,False
4283,,2.0,2.8,4.0,4.5,False,True,False,False,True,False
4284,,4.0,1.0,4.5,5.0,False,False,False,True,True,False
4285,,3.2,3.6,7.0,7.0,False,False,True,False,True,False
4286,,4.2,2.8,6.0,6.0,False,True,False,False,True,False
4287,,2.0,2.4,5.0,5.0,False,True,False,False,True,False
4288,,3.2,1.0,3.5,4.0,False,False,False,True,True,False
4289,,3.0,3.6,6.0,6.0,False,False,False,True,True,False
4290,,2.0,2.8,4.5,4.5,False,True,False,False,True,False
4291,,1.4,4.0,5.0,5.5,False,True,False,False,True,False
4292,,3.2,2.4,5.0,5.5,False,False,False,True,True,False
4293,,1.2,3.2,7.5,7.5,False,True,False,False,True,False
4294,,1.4,2.8,5.5,5.5,False,False,True,False,True,False
4295,,2.4,4.0,6.5,7.0,False,True,False,False,True,False
4296,,3.0,2.4,3.5,3.5,False,False,True,False,True,False
4297,,3.2,1.8,5.5,6.0,False,False,True,False,True,False
4298,,2.4,2.2,5.0,5.5,False,True,False,False,True,False
4299,,1.4,3.8,5.0,5.5,False,True,False,False,True,False
4300,,3.0,3.2,6.0,6.0,False,False,True,False,True,False
4301,,2.6,1.8,,,True,False,False,False,False,False
4302,,2.6,2.2,5.5,5.5,False,False,True,False,True,False
4303,,2.4,2.8,4.0,4.5,False,False,True,False,True,False
4304,,3.0,1.8,,,True,False,False,False,False,False
4305,,2.8,2.4,,,True,False,False,False,False,False
4306,,2.6,3.8,,,True,False,False,False,False,False
4307,,2.8,2.8,5.0,5.5,False,False,True,False,True,False
4308,,3.0,2.4,4.0,4.0,False,False,True,False,True,False
4309,,2.8,2.4,6.0,6.5,False,False,False,True,True,False
4310,,2.6,2.8,,,True,False,False,False,False,False
4311,,3.6,3.0,,,True,False,False,False,False,False
4312,,2.6,2.4,,,True,False,False,False,False,False
4313,,2.8,1.8,7.5,8.0,False,True,False,False,True,False
4314,,2.6,3.0,6.0,6.5,False,False,True,False,True,False
4315,,3.6,2.2,6.5,6.5,False,False,True,False,True,False
4316,,2.6,1.4,3.5,3.5,False,False,True,False,True,False
4317,,1.2,2.4,6.0,6.0,False,False,False,True,True,False
4318,,2.8,1.4,6.0,6.0,False,False,True,False,True,False
4319,,1.2,2.4,5.0,5.5,False,False,False,True,True,False
4320,,2.8,3.0,4.5,5.0,False,True,False,False,True,False
4321,,3.6,2.8,5.0,5.0,False,False,True,False,True,False
4322,,1.2,1.4,5.0,5.0,False,False,False,True,True,False
4323,,3.2,3.2,7.0,7.0,False,False,False,True,True,False
4324,,2.8,3.0,,,True,False,False,False,False,False
4325,,1.4,3.0,4.0,4.5,False,True,False,False,True,False
4326,,3.2,1.4,4.0,4.0,False,False,True,False,True,False
4327,,2.6,3.2,6.0,6.0,False,False,True,False,True,False
4328,,3.6,3.0,5.5,5.5,False,True,False,False,True,False
4329,,1.4,2.2,5.0,5.5,False,False,False,True,True,False
4330,,1.4,3.0,,,True,False,False,False,False,False
4331,,2.4,3.8,,,True,False,False,False,False,False
4332,,2.4,3.0,6.0,6.5,False,True,False,False,True,False
4333,,2.8,3.8,6.5,6.5,False,True,False,False,True,False
4334,,2.0,1.25,,,True,False,False,False,False,False
4335,,1.25,2.0,,,True,False,False,False,False,False
4336,,2.0,2.6,,,True,False,False,False,False,False
4337,,2.6,3.8,,,True,False,False,False,False,False
4338,,2.8,2.0,5.0,5.0,False,True,False,False,True,False
4339,,1.25,1.2,4.5,5.0,False,True,False,False,True,False
4340,,3.8,2.6,5.0,5.0,False,False,True,False,True,False
4341,,2.0,3.2,4.0,4.5,False,False,True,False,True,False
4342,,2.8,1.25,4.0,4.5,False,False,False,True,True,False
4343,,2.8,1.2,5.0,5.0,False,False,False,True,True,False
4344,,3.8,3.8,,,True,False,False,False,False,False
4345,,2.6,3.2,,,True,False,False,False,False,False
4346,,2.8,1.2,,,True,False,False,False,False,False
4347,,1.0,2.8,,,True,False,False,False,False,False
4348,,3.8,3.2,,,True,False,False,False,False,False
4349,,2.8,1.8,,,True,False,False,False,False,False
4350,,1.0,2.0,,,True,False,False,False,False,False
4351,,2.8,2.8,,,True,False,False,False,False,False
4352,,3.8,1.8,6.0,6.0,False,False,True,False,True,False
4353,,2.8,2.6,6.5,6.5,False,True,False,False,True,False
4354,,1.0,1.2,4.0,4.5,False,False,True,False,True,False
4355,,2.8,2.8,,,True,False,False,False,False,False
4356,,2.6,1.8,5.0,5.5,False,False,False,True,True,False
4357,,2.8,3.2,5.0,5.0,False,False,True,False,True,False
4358,,2.8,1.6,4.5,4.5,False,True,False,False,True,False
4359,,2.0,2.8,4.5,5.0,False,True,False,False,True,False
4360,,2.6,3.2,,,True,False,False,False,False,False
4361,,2.6,1.8,4.5,4.5,False,False,True,False,True,False
4362,,1.0,1.6,,,True,False,False,False,False,False
4363,,2.0,2.0,,,True,False,False,False,False,False
4364,,2.8,3.2,,,True,False,False,False,False,False
4365,,2.6,2.6,,,True,False,False,False,False,False
4366,,2.0,1.6,,,True,False,False,False,False,False
4367,,1.25,1.25,,,True,False,False,False,False,False
4368,,2.6,3.2,,,True,False,False,False,False,False
4369,,2.0,3.8,,,True,False,False,False,False,False
4370,,2.8,1.25,,,True,False,False,False,False,False
4371,,1.25,1.6,,,True,False,False,False,False,False
4372,,2.0,3.2,,,True,False,False,False,False,False
4373,,2.6,3.8,,,True,False,False,False,False,False
4374,,3.2,2.6,,,True,False,False,False,False,False
4375,5.0,3.0,1.4,,,True,False,False,False,False,False
4376,,1.6,1.4,,,True,False,False,False,False,False
4377,,3.0,2.4,,,True,False,False,False,False,False
4378,4.5,1.6,2.6,4.5,4.5,False,True,False,False,True,False
4379,6.0,2.4,2.4,5.0,5.0,False,False,True,False,True,False
4380,,1.6,2.4,,,True,False,False,False,False,False
4381,,1.4,2.4,,,True,False,False,False,False,False
4382,,1.4,1.4,4.5,4.5,False,True,False,False,True,False
4383,,1.6,2.4,5.0,5.0,False,False,True,False,True,False
4384,3.0,2.2,1.2,3.5,3.5,False,False,True,False,True,False
4385,,1.4,2.4,4.0,4.5,False,True,False,False,True,False
4386,,2.0,2.2,,,True,False,False,False,False,False
4387,,2.2,2.8,,,True,False,False,False,False,False
4388,3.0,2.0,2.8,,,True,False,False,False,False,False
4389,5.0,1.4,2.2,,,True,False,False,False,False,False
4390,,2.6,2.0,4.0,4.0,False,True,False,False,True,False
4391,,2.2,2.4,4.0,4.0,False,False,True,False,True,False
4392,,1.4,1.2,4.0,4.0,False,False,False,True,True,False
4393,,2.2,2.8,3.5,3.5,False,False,True,False,True,False
4394,5.0,2.2,2.2,,,True,False,False,False,False,False
4395,,2.0,2.0,,,True,False,False,False,False,False
4396,,2.2,2.4,,,True,False,False,False,False,False
4397,,2.6,1.2,,,True,False,False,False,False,False
4398,5.0,3.6,2.0,4.5,4.5,False,True,False,False,True,False
4399,3.0,2.4,3.0,3.5,4.0,False,False,True,False,True,False
4400,,3.0,3.0,,,True,False,False,False,False,False
4401,,2.6,2.8,,,True,False,False,False,False,False
4402,,3.4,3.0,4.0,4.0,False,False,True,False,True,False
4403,,3.6,3.2,3.5,4.0,False,False,True,False,True,False
4404,3.0,2.4,2.8,4.0,4.0,False,False,True,False,True,False
4405,,3.0,2.0,4.0,4.5,False,False,True,False,True,False
4406,,2.6,3.2,4.0,4.5,False,False,True,False,True,False
4407,,3.4,3.0,4.0,4.0,False,False,True,False,True,False
4408,5.0,2.6,3.0,4.5,4.5,False,False,True,False,True,False
4409,4.0,3.0,3.2,4.0,4.0,False,False,True,False,True,False
4410,,3.6,3.0,4.0,4.5,False,False,True,False,True,False
4411,,3.4,2.0,4.5,4.5,False,True,False,False,True,False
4412,,3.0,2.8,4.5,4.5,False,True,False,False,True,False
4413,,2.4,3.0,4.0,4.5,False,False,True,False,True,False
4414,3.0,3.4,3.2,4.0,4.5,False,False,False,True,True,False
4415,,2.6,3.0,4.5,4.5,False,True,False,False,True,False
4416,,2.4,2.0,4.5,4.5,False,True,False,False,True,False
4417,,3.6,2.8,4.0,4.0,False,False,True,False,True,False
4418,4.0,2.2,1.8,4.5,4.5,False,True,False,False,True,False
4419,5.0,2.0,2.2,4.0,4.0,False,False,True,False,True,False
4420,,1.6,2.0,4.0,4.0,False,True,False,False,True,False
4421,,1.8,1.2,4.0,4.0,False,True,False,False,True,False
4422,,1.4,2.2,4.0,4.5,False,True,False,False,True,False
4423,,2.2,1.2,4.0,4.0,False,False,True,False,True,False
4424,7.0,2.0,1.2,4.0,4.0,False,True,False,False,True,False
4425,,1.6,1.8,4.0,4.5,False,False,False,True,True,False
4426,,1.8,1.2,4.0,4.5,False,True,False,False,True,False
4427,,1.4,2.0,4.0,4.5,False,False,True,False,True,False
4428,6.0,1.8,2.0,4.0,4.5,False,False,True,False,True,False
4429,4.0,1.6,1.2,4.5,4.5,False,True,False,False,True,False
4430,,2.2,2.2,4.0,4.0,False,False,True,False,True,False
4431,,1.4,1.8,4.0,4.0,False,True,False,False,True,False
4432,,1.6,1.2,4.0,4.0,False,False,True,False,True,False
4433,,2.0,2.0,4.0,4.0,False,True,False,False,True,False
4434,3.0,1.4,1.2,,,True,False,False,False,False,False
4435,,1.8,2.2,,,True,False,False,False,False,False
4436,,2.0,1.8,4.0,4.0,False,True,False,False,True,False
4437,,2.2,1.2,4.0,4.5,False,False,True,False,True,False
4438,,3.0,1.5,,,True,False,False,False,False,False
4439,,2.2,1.2,,,True,False,False,False,False,False
4440,,2.2,2.6,4.0,4.0,False,True,False,False,True,False
4441,,3.25,2.2,5.0,5.0,False,False,False,True,True,False
4442,,2.75,2.2,4.5,4.5,False,True,False,False,True,False
4443,,2.0,2.0,3.5,3.5,False,True,False,False,True,False
4444,,3.0,2.6,5.0,5.0,False,False,True,False,True,False
4445,,1.8,1.2,4.0,4.5,False,True,False,False,True,False
4446,,3.0,2.5,4.0,4.5,False,False,True,False,True,False
4447,,3.2,1.75,3.5,3.5,False,False,True,False,True,False
4448,5.0,2.2,2.2,4.5,4.5,False,True,False,False,True,False
4449,,2.2,1.5,5.0,5.0,False,True,False,False,True,False
4450,,2.5,2.0,,,True,False,False,False,False,False
4451,,2.75,1.5,,,True,False,False,False,False,False
4452,,3.25,2.6,5.5,6.0,False,True,False,False,True,False
4453,,1.8,2.6,4.0,4.5,False,False,False,True,True,False
4454,,2.0,1.75,,,True,False,False,False,False,False
4455,,3.0,2.2,,,True,False,False,False,False,False
4456,,3.25,2.6,,,True,False,False,False,False,False
4457,,2.2,2.6,,,True,False,False,False,False,False
4458,,3.2,1.5,,,True,False,False,False,False,False
4459,,2.5,2.5,,,True,False,False,False,False,False
4460,,3.0,1.2,,,True,False,False,False,False,False
4461,,1.8,1.5,,,True,False,False,False,False,False
4462,,3.2,2.5,,,True,False,False,False,False,False
4463,,3.0,1.5,,,True,False,False,False,False,False
4464,,2.2,2.2,4.0,4.5,False,True,False,False,True,False
4465,,2.2,2.6,5.0,5.0,False,False,True,False,True,False
4466,,2.75,2.0,,,True,False,False,False,False,False
4467,,2.5,2.2,,,True,False,False,False,False,False
4468,10.0,1.8,2.6,4.0,4.5,False,False,True,False,True,False
4469,,3.25,1.2,4.5,5.0,False,False,True,False,True,False
4470,,3.0,1.75,4.5,5.0,False,False,False,True,True,False
4471,,2.0,2.5,3.5,3.5,False,False,True,False,True,False
4472,,2.2,1.5,5.5,6.0,False,True,False,False,True,False
4473,,3.0,2.2,4.0,4.5,False,True,False,False,True,False
4474,,2.5,1.5,3.5,3.5,False,True,False,False,True,False
4475,,3.2,2.0,4.5,5.0,False,False,True,False,True,False
4476,,2.0,2.2,,,True,False,False,False,False,False
4477,,2.75,1.75,,,True,False,False,False,False,False
4478,,1.8,2.0,,,True,False,False,False,False,False
4479,,2.8,2.6,,,True,False,False,False,False,False
4480,,1.6,2.0,,,True,False,False,False,False,False
4481,,2.0,2.0,,,True,False,False,False,False,False
4482,,2.5,1.75,,,True,False,False,False,False,False
4483,,1.5,1.0,,,True,False,False,False,False,False
4484,,1.8,2.0,,,True,False,False,False,False,False
4485,,2.6,2.6,,,True,False,False,False,False,False
4486,,2.25,3.25,,,True,False,False,False,False,False
4487,,4.25,1.5,,,True,False,False,False,False,False
4488,6.0,2.8,2.0,4.5,4.5,False,False,True,False,True,False
4489,,1.6,2.0,5.0,5.0,False,True,False,False,True,False
4490,,2.0,1.0,4.5,5.0,False,True,False,False,True,False
4491,,2.5,1.75,4.0,4.0,False,False,True,False,True,False
4492,,2.0,2.0,5.5,6.0,False,True,False,False,True,False
4493,,2.6,2.0,4.0,4.5,False,False,False,True,True,False
4494,,1.5,1.5,,,True,False,False,False,False,False
4495,,2.25,1.75,,,True,False,False,False,False,False
4496,,2.0,2.0,,,True,False,False,False,False,False
4497,,1.6,2.0,,,True,False,False,False,False,False
4498,,4.25,1.75,,,True,False,False,False,False,False
4499,,2.0,3.25,,,True,False,False,False,False,False
4500,,1.8,2.6,,,True,False,False,False,False,False
4501,,2.6,2.0,,,True,False,False,False,False,False
4502,,4.25,3.25,,,True,False,False,False,False,False
4503,,2.25,1.75,,,True,False,False,False,False,False
4504,,1.6,2.0,,,True,False,False,False,False,False
4505,,2.8,2.0,,,True,False,False,False,False,False
4506,,2.5,1.0,4.5,4.5,False,False,True,False,True,False
4507,,2.0,1.75,4.5,4.5,False,False,True,False,True,False
4508,4.0,2.6,2.0,,,True,False,False,False,False,False
4509,,2.0,2.6,,,True,False,False,False,False,False
4510,,2.25,1.5,,,True,False,False,False,False,False
4511,,1.5,3.25,,,True,False,False,False,False,False
4512,,2.8,2.0,,,True,False,False,False,False,False
4513,,1.8,2.0,,,True,False,False,False,False,False
4514,,2.0,1.75,3.5,4.0,False,True,False,False,True,False
4515,,4.25,1.0,4.5,4.5,False,False,True,False,True,False
4516,,1.5,1.75,4.5,4.5,False,True,False,False,True,False
4517,,2.5,1.5,4.5,4.5,False,False,True,False,True,False
4518,,3.0,3.25,,,True,False,False,False,False,False
4519,,1.2,1.8,,,True,False,False,False,False,False
4520,,2.5,1.4,3.5,3.5,False,False,True,False,True,False
4521,,3.5,3.0,5.0,5.0,False,False,True,False,True,False
4522,,3.5,1.5,4.0,4.5,False,False,True,False,True,False
4523,,1.5,2.75,3.0,3.5,False,False,True,False,True,False
4524,,1.8,1.8,4.0,4.0,False,False,True,False,True,False
4525,,3.0,1.4,5.0,5.0,False,True,False,False,True,False
4526,,2.5,2.75,,,True,False,False,False,False,False
4527,,2.5,3.25,,,True,False,False,False,False,False
4528,5.0,1.2,3.0,,,True,False,False,False,False,False
4529,,2.5,3.25,,,True,False,False,False,False,False
4530,,3.25,2.75,,,True,False,False,False,False,False
4531,,3.5,1.75,,,True,False,False,False,False,False
4532,,1.8,1.4,,,True,False,False,False,False,False
4533,,3.5,1.4,,,True,False,False,False,False,False
4534,,1.5,3.25,,,True,False,False,False,False,False
4535,,2.5,1.5,4.5,4.5,False,True,False,False,True,False
4536,,3.5,1.4,,,True,False,False,False,False,False
4537,,2.5,1.4,,,True,False,False,False,False,False
4538,,2.5,1.75,,,True,False,False,False,False,False
4539,,3.25,2.75,,,True,False,False,False,False,False
4540,,3.0,1.8,,,True,False,False,False,False,False
4541,,1.8,3.25,,,True,False,False,False,False,False
4542,,2.5,2.75,,,True,False,False,False,False,False
4543,,2.5,1.75,,,True,False,False,False,False,False
4544,,2.5,3.0,4.0,4.0,False,True,False,False,True,False
4545,,1.2,1.4,5.0,5.0,False,True,False,False,True,False
4546,,3.5,2.75,,,True,False,False,False,False,False
4547,,3.25,1.5,,,True,False,False,False,False,False
4548,4.0,1.8,1.4,,,True,False,False,False,False,False
4549,,3.5,1.8,,,True,False,False,False,False,False
4550,,2.5,3.25,,,True,False,False,False,False,False
4551,,1.5,2.75,,,True,False,False,False,False,False
4552,,1.2,3.25,,,True,False,False,False,False,False
4553,,3.0,3.0,,,True,False,False,False,False,False
4554,,3.25,1.75,,,True,False,False,False,False,False
4555,,2.5,2.75,,,True,False,False,False,False,False
4556,,1.5,1.5,4.0,4.5,False,True,False,False,True,False
4557,,3.5,3.25,4.5,4.5,False,False,True,False,True,False
4558,,2.4,3.25,,,True,False,False,False,False,False
4559,,3.6,2.4,,,True,False,False,False,False,False
4560,,2.2,1.8,,,True,False,False,False,False,False
4561,,1.5,2.4,,,True,False,False,False,False,False
4562,,2.5,4.0,,,True,False,False,False,False,False
4563,,1.25,2.5,,,True,False,False,False,False,False
4564,,2.0,2.4,4.0,4.0,False,True,False,False,True,False
4565,,2.4,3.4,5.0,5.0,False,False,True,False,True,False
4566,,2.75,3.0,5.0,5.0,False,False,True,False,True,False
4567,,2.75,1.25,4.5,5.0,False,True,False,False,True,False
4568,7.0,3.6,2.4,,,True,False,False,False,False,False
4569,,2.2,3.25,,,True,False,False,False,False,False
4570,,2.0,2.5,5.0,5.0,False,True,False,False,True,False
4571,,2.5,1.25,4.5,5.0,False,True,False,False,True,False
4572,,1.5,3.4,,,True,False,False,False,False,False
4573,,2.0,1.8,,,True,False,False,False,False,False
4574,,1.25,1.25,,,True,False,False,False,False,False
4575,,2.75,4.0,,,True,False,False,False,False,False
4576,,1.5,1.8,,,True,False,False,False,False,False
4577,,2.2,3.4,,,True,False,False,False,False,False
4578,,2.75,1.25,,,True,False,False,False,False,False
4579,,2.0,3.0,4.5,4.5,False,False,True,False,True,False
4580,,2.4,2.4,,,True,False,False,False,False,False
4581,,2.0,3.25,,,True,False,False,False,False,False
4582,,2.75,3.0,,,True,False,False,False,False,False
4583,,2.75,1.25,,,True,False,False,False,False,False
4584,,2.2,2.4,,,True,False,False,False,False,False
4585,,3.6,1.8,,,True,False,False,False,False,False
4586,,2.5,2.5,4.5,4.5,False,True,False,False,True,False
4587,,2.0,4.0,4.5,5.0,False,False,True,False,True,False
4588,4.0,2.0,3.4,,,True,False,False,False,False,False
4589,,1.5,2.4,,,True,False,False,False,False,False
4590,,2.75,1.25,,,True,False,False,False,False,False
4591,,1.25,3.0,,,True,False,False,False,False,False
4592,,3.6,3.25,,,True,False,False,False,False,False
4593,,2.4,2.4,,,True,False,False,False,False,False
4594,,2.0,1.25,3.5,3.5,False,True,False,False,True,False
4595,,2.75,2.5,,,True,False,False,False,False,False
4596,4.666666666666667,3.4,1.8,,,True,False,False,False,False,False
4597,,2.0,2.6,,,True,False,False,False,False,False
4598,,1.25,4.0,,,True,False,False,False,False,False
4599,,2.5,1.25,,,True,False,False,False,False,False
4600,,3.8,1.6,5.0,5.0,False,False,False,True,True,False
4601,,1.8,2.2,6.0,6.0,False,True,False,False,True,False
4602,,2.8,2.6,5.5,6.0,False,True,False,False,True,False
4603,3.5,3.4,2.0,4.5,5.0,False,False,True,False,True,False
4604,5.5,2.0,2.2,5.0,5.0,False,False,False,True,True,False
4605,,3.8,1.8,5.5,6.0,False,False,False,True,True,False
4606,4.0,1.8,2.0,,,True,False,False,False,False,False
4607,2.0,2.8,1.6,,,True,False,False,False,False,False
4608,6.333333333333333,1.8,1.6,5.5,5.5,False,True,False,False,True,False
4609,,3.8,2.0,4.0,4.5,False,False,True,False,True,False
4610,,3.4,2.6,5.0,5.5,False,False,True,False,True,False
4611,,2.8,1.8,6.0,6.0,False,True,False,False,True,False
4612,,3.8,2.2,5.5,6.0,False,False,False,True,True,False
4613,5.0,2.0,1.6,4.5,5.0,False,True,False,False,True,False
4614,3.0,2.8,2.0,5.0,5.0,False,False,False,True,True,False
4615,,1.8,2.6,5.5,6.0,False,True,False,False,True,False
4616,4.0,2.0,1.8,4.5,5.0,False,False,True,False,True,False
4617,3.0,3.4,2.2,5.0,5.0,False,False,True,False,True,False
4618,,2.2,1.6,,,True,False,False,False,False,False
4619,3.6666666666666665,2.4,2.6,,,True,False,False,False,False,False
4620,,3.0,2.2,,,True,False,False,False,False,False
4621,,1.8,2.0,,,True,False,False,False,False,False
4622,,3.0,1.6,,,True,False,False,False,False,False
4623,5.5,2.4,1.6,,,True,False,False,False,False,False
4624,8.0,2.2,2.0,,,True,False,False,False,False,False
4625,,3.0,2.6,,,True,False,False,False,False,False
4626,4.0,1.8,1.6,,,True,False,False,False,False,False
4627,6.0,3.0,2.2,,,True,False,False,False,False,False
4628,8.0,1.8,2.2,,,True,False,False,False,False,False
4629,,3.0,1.6,,,True,False,False,False,False,False
4630,,2.4,1.6,5.0,5.5,False,True,False,False,True,False
4631,,3.0,2.6,6.0,6.0,False,True,False,False,True,False
4632,,3.0,2.0,5.5,6.0,False,True,False,False,True,False
4633,4.5,2.2,2.2,,,True,False,False,False,False,False
4634,3.0,3.0,1.6,5.0,5.0,False,True,False,False,True,False
4635,,1.8,1.6,5.5,6.0,False,True,False,False,True,False
4636,4.0,2.2,2.6,5.0,5.0,False,True,False,False,True,False
4637,3.0,2.4,2.0,5.0,5.0,False,False,True,False,True,False
4638,4.0,2.8,1.6,5.0,5.0,False,True,False,False,True,False
4639,,1.0,1.6,5.0,5.0,False,True,False,False,True,False
4640,,1.4,2.2,5.0,5.0,False,False,True,False,True,False
4641,,2.4,2.6,5.0,5.5,False,False,True,False,True,False
4642,2.0,4.6,1.6,5.0,5.0,False,False,True,False,True,False
4643,5.0,2.8,1.8,4.5,5.0,False,True,False,False,True,False
4644,5.0,1.0,2.6,4.5,4.5,False,True,False,False,True,False
4645,,1.4,1.6,5.5,5.5,False,False,True,False,True,False
4646,6.0,2.4,1.8,4.0,4.5,False,False,True,False,True,False
4647,4.0,4.6,2.2,,,True,False,False,False,False,False
4648,8.0,2.4,2.2,,,True,False,False,False,False,False
4649,,1.4,1.8,,,True,False,False,False,False,False
4650,,2.8,1.6,5.0,5.0,False,False,False,True,True,False
4651,,4.6,1.6,5.5,5.5,False,False,True,False,True,False
4652,3.0,1.4,2.6,5.0,5.5,False,False,True,False,True,False
4653,2.5,1.0,2.2,4.5,4.5,False,True,False,False,True,False
4654,4.0,4.6,1.8,4.5,4.5,False,True,False,False,True,False
4655,,2.4,1.6,5.0,5.5,False,True,False,False,True,False
4656,5.0,1.0,1.6,4.0,4.5,False,True,False,False,True,False
