,media_goals_home,media_goals_away,home_h2h_mean,away_h2h_mean,asian_handicap_1,asian_handicap_2,odds,indefinido,negativo,positivo,reembolso
372,2.8,4.0,,,0.0,-0.5,1.9,False,True,False,False
373,3.0,4.0,,,0.0,-0.5,1.85,False,True,False,False
374,3.0,3.0,1.0,3.0,-0.5,-1.0,1.85,False,True,False,False
375,3.0,1.8,0.6666666666666666,2.0,0.0,0.0,1.85,False,False,False,True
381,2.0,4.0,,,0.5,0.5,1.775,False,False,True,False
388,5.0,1.8,,,0.0,0.0,1.775,False,False,True,False
389,3.0,2.4,4.0,1.0,-0.5,-1.0,1.9,False,True,False,False
394,2.8,4.0,5.0,1.0,0.0,-0.5,1.8,False,False,False,True
395,2.8,4.0,,,-0.5,-1.0,1.8,False,True,False,False
402,3.6,2.8,3.0,2.0,0.0,0.0,1.8,False,False,False,True
403,0.8,2.4,0.0,1.0,0.0,-0.5,1.9,False,False,False,True
404,3.0,3.0,,,0.0,-0.5,1.9,False,False,False,True
405,3.0,3.5,,,0.0,-0.5,1.85,False,True,False,False
406,2.2,4.4,,,0.0,0.0,1.8,False,True,False,False
407,2.6,2.4,1.0,2.0,0.5,1.0,1.8,False,False,True,False
408,3.5,2.2,,,0.5,1.0,1.8,False,False,True,False
409,4.4,4.2,,,0.0,0.0,1.9,False,False,False,True
410,5.6,2.4,4.0,2.0,-1.0,-1.0,1.925,False,False,True,False
411,3.6,2.6,,,0.0,0.0,1.85,False,False,True,False
424,4.4,2.2,,,0.0,0.5,1.8,False,False,True,False
425,3.5,2.4,,,0.0,0.5,1.75,False,False,False,True
427,5.6,2.8,2.0,2.0,-0.5,-0.5,1.85,False,True,False,False
428,3.0,3.5,,,-0.5,-0.5,1.825,False,True,False,False
429,4.0,3.0,,,0.0,0.0,1.825,False,False,True,False
432,3.5,4.2,,,0.0,0.5,1.8,False,False,False,True
439,1.0,2.6,,,0.5,0.5,1.925,False,True,False,False
440,2.4,1.4,4.0,1.0,0.0,0.0,1.725,False,False,True,False
441,1.6,2.4,,,0.0,0.5,1.75,False,True,False,False
442,2.4,2.4,,,0.5,0.5,1.8,False,True,False,False
443,1.6,1.6,5.0,6.0,0.0,-0.5,1.95,False,True,False,False
444,1.0,2.4,1.0,1.5,0.0,0.5,1.875,False,True,False,False
445,1.6,1.4,,,-0.5,-1.0,1.825,False,False,True,False
449,2.8,3.0,3.0,3.0,0.0,0.5,1.75,False,False,True,False
452,2.8,3.4,1.0,1.0,0.0,0.0,1.8,False,True,False,False
453,1.4,2.8,,,0.0,0.5,1.8,False,False,False,True
457,1.4,3.4,,,-0.5,-1.0,1.825,False,True,False,False
458,1.6,2.8,1.0,1.0,0.0,0.5,1.775,False,False,True,False
459,4.2,3.0,,,0.0,-0.5,1.9,False,False,False,True
460,1.6,2.4,3.0,1.0,-0.5,-0.5,1.8,False,False,True,False
461,3.6,1.4,4.0,3.0,0.0,0.5,1.75,False,False,True,False
462,1.6,1.2,2.0,1.5,-0.5,-0.5,1.825,False,True,False,False
464,3.6,1.2,1.0,0.75,0.0,0.0,1.8,False,False,True,False
465,1.8,1.2,,,0.0,0.5,1.75,False,True,False,False
466,3.6,1.2,0.0,1.0,0.5,0.5,1.8,False,False,True,False
467,1.8,2.4,2.0,1.0,0.0,-0.5,1.95,False,False,True,False
468,2.2,1.2,1.5,2.0,0.0,0.5,1.875,False,False,True,False
469,1.8,1.2,,,0.0,-0.5,1.775,False,True,False,False
470,2.2,2.4,1.5,2.25,0.0,0.5,1.8,False,False,False,True
471,1.6,1.4,,,0.0,-0.5,1.85,False,False,False,True
472,1.8,3.0,1.0,3.0,0.0,-0.5,1.85,False,True,False,False
473,1.4,2.0,2.5,2.5,0.0,0.5,1.9,False,False,False,True
474,2.4,2.4,,,0.0,0.5,1.775,False,True,False,False
475,2.2,2.6,3.0,3.5,0.0,0.5,1.9,False,False,True,False
476,1.8,1.8,,,0.0,0.5,1.825,False,True,False,False
477,3.4,2.8,0.0,2.0,0.0,-0.5,1.775,False,False,True,False
478,2.4,4.0,2.0,1.0,0.0,0.0,1.85,False,False,True,False
479,1.4,2.2,,,0.0,0.0,1.825,False,False,False,True
480,1.6,2.0,,,0.0,0.0,1.875,False,False,False,True
481,1.8,1.2,1.5,1.0,-0.5,-1.0,1.9,False,False,True,False
482,1.4,2.6,,,0.0,0.5,1.9,False,True,False,False
483,2.4,3.2,,,0.0,-0.5,1.9,False,False,False,True
484,1.4,2.8,,,0.0,0.5,1.9,False,True,False,False
485,1.8,3.0,2.0,3.0,0.0,0.0,1.85,False,True,False,False
486,2.2,2.2,1.5,2.5,0.0,0.0,1.75,False,False,True,False
487,2.4,2.4,2.0,2.5,0.0,0.0,1.825,False,True,False,False
488,3.4,1.2,,,-0.5,-0.5,1.825,False,False,True,False
489,1.6,1.8,2.25,2.25,0.0,0.5,1.775,False,True,False,False
494,1.4,4.0,,,0.0,-0.5,1.925,False,True,False,False
495,2.4,3.2,1.5,1.5,0.0,-0.5,1.8,False,True,False,False
496,1.8,2.0,,,-0.5,-0.5,1.875,False,True,False,False
497,1.6,3.0,6.0,4.0,0.0,0.5,1.8,False,True,False,False
498,2.4,2.6,2.0,1.0,0.0,0.0,1.85,False,False,True,False
499,1.4,2.4,,,0.0,0.0,1.875,False,True,False,False
500,1.8,2.8,,,0.0,0.0,1.825,False,True,False,False
501,1.4,1.8,1.0,1.0,0.5,1.0,1.8,False,False,True,False
506,1.4,3.2,1.5,1.0,0.0,0.0,1.95,False,True,False,False
507,1.4,2.6,2.0,2.0,0.0,0.0,1.875,False,False,False,True
508,1.4,3.0,,,0.5,0.5,1.875,False,True,False,False
510,2.2,2.4,3.0,4.0,-0.5,-0.5,1.95,False,True,False,False
511,2.4,2.2,,,0.0,-0.5,1.85,False,False,False,True
512,2.4,2.4,5.0,2.0,0.0,-0.5,1.85,False,True,False,False
513,2.4,1.6,3.5,1.0,0.0,0.5,1.9,False,True,False,False
515,1.6,2.8,2.5,2.0,0.0,0.5,1.9,False,True,False,False
516,1.6,2.4,,,0.0,0.5,1.775,False,False,True,False
518,2.2,1.6,2.0,1.0,0.0,0.0,1.85,False,True,False,False
519,1.6,1.4,,,0.0,0.0,1.825,False,True,False,False
520,1.8,1.6,,,0.0,0.0,1.875,False,False,True,False
521,2.4,1.2,4.5,2.0,-0.5,-1.0,1.9,False,False,True,False
522,1.2,2.8,,,0.0,0.5,1.9,False,True,False,False
523,1.6,1.6,,,0.0,-0.5,1.9,False,False,True,False
524,2.4,2.6,,,0.0,0.5,1.9,False,True,False,False
525,1.8,2.4,1.0,0.0,0.0,0.0,1.85,False,False,False,True
526,3.0,1.2,,,-0.5,-0.5,1.825,False,True,False,False
528,1.6,1.4,2.0,1.5,0.0,0.0,1.75,False,True,False,False
529,2.2,2.4,3.0,0.5,0.0,0.0,1.825,False,True,False,False
531,1.2,1.6,,,0.0,0.5,1.85,False,False,True,False
532,1.6,1.6,2.0,4.0,0.0,0.0,1.95,False,False,True,False
538,1.6,2.8,0.0,3.0,0.0,0.0,1.85,False,False,True,False
539,1.2,2.4,,,0.0,0.0,1.875,False,False,False,True
540,1.8,2.6,,,0.0,0.0,1.825,False,True,False,False
541,2.4,3.4,2.5,1.0,0.5,1.0,1.8,False,True,False,False
542,3.0,1.8,,,-1.0,-1.0,1.85,False,False,False,True
544,2.6,2.6,,,0.0,-0.5,1.8,False,False,True,False
549,2.8,2.6,,,-0.5,-0.5,1.85,False,True,False,False
554,2.6,2.6,,,-0.5,-0.5,1.85,False,False,True,False
555,1.2,1.8,2.0,0.0,0.0,0.0,1.95,False,True,False,False
556,0.6,2.4,0.0,1.0,0.0,0.5,1.8,False,True,False,False
559,0.4,2.4,1.0,2.0,0.0,0.0,1.9,False,True,False,False
560,1.8,1.0,4.0,2.0,0.0,-0.5,1.875,False,False,True,False
563,0.4,0.4,2.0,1.0,0.0,0.0,1.9,False,True,False,False
564,2.0,1.8,2.0,1.0,0.0,0.0,1.95,False,True,False,False
565,1.8,0.4,3.0,1.0,0.0,0.0,1.875,False,False,True,False
566,2.0,1.0,1.0,3.0,0.0,-0.5,1.95,False,False,False,True
567,1.8,1.8,3.0,1.0,0.0,-0.5,1.9,False,True,False,False
568,0.6,0.4,2.0,2.0,0.0,0.0,1.775,False,False,True,False
571,0.6,1.8,1.0,1.0,0.0,0.0,1.9,False,True,False,False
572,1.2,2.4,1.0,2.0,0.0,0.0,1.9,False,True,False,False
573,1.2,1.8,2.0,0.0,0.0,0.0,1.825,False,True,False,False
574,1.8,2.4,1.0,0.0,0.0,0.0,1.825,False,False,False,True
575,2.0,1.0,1.0,1.0,0.0,-0.5,1.95,False,False,True,False
577,2.2,1.0,4.0,1.0,0.0,0.5,1.85,False,False,True,False
578,2.0,2.0,1.0,2.0,0.0,0.0,1.875,False,True,False,False
581,2.2,2.0,,,0.0,0.0,1.775,False,False,False,True
582,1.8,1.6,2.0,2.0,0.0,0.0,1.775,False,True,False,False
583,2.2,1.6,2.0,2.0,0.0,0.0,1.9,False,False,False,True
584,1.8,1.0,3.0,2.0,0.0,0.0,1.95,False,False,True,False
586,2.4,1.6,0.0,2.0,0.0,0.0,1.775,False,False,False,True
587,1.8,2.0,,,0.0,0.0,1.8,False,False,False,True
588,2.4,1.0,1.0,0.0,0.0,0.0,1.9,False,False,True,False
591,2.0,2.0,2.0,0.0,0.0,0.0,1.825,False,False,True,False
592,1.8,2.2,1.0,1.0,0.0,-0.5,1.925,False,False,False,True
597,1.2,1.2,3.0,1.0,0.0,0.0,1.9,False,False,True,False
598,1.8,1.4,1.0,3.0,0.0,-0.5,1.875,False,False,True,False
599,1.2,1.4,1.0,0.0,0.0,0.0,1.775,False,False,False,True
600,0.8,2.0,1.0,2.0,0.0,0.0,1.775,False,True,False,False
603,1.8,2.0,1.0,0.0,0.0,-0.5,1.975,False,True,False,False
604,0.8,1.4,2.0,2.0,0.0,-0.5,1.95,False,False,False,True
607,0.8,0.8,1.0,1.0,0.0,0.0,1.8,False,True,False,False
608,2.2,1.4,2.0,3.0,0.0,0.5,1.85,False,False,True,False
609,2.2,0.8,1.0,0.0,0.0,0.0,1.9,False,False,False,True
610,1.4,1.2,1.0,1.0,0.0,0.0,1.9,False,False,True,False
611,1.4,0.8,2.0,0.0,0.0,-0.5,1.9,False,False,True,False
612,1.8,1.2,3.0,1.0,0.0,-0.5,1.85,False,False,False,True
615,3.6,1.25,,,0.0,0.0,1.875,False,False,True,False
616,3.75,4.25,,,1.5,2.0,1.85,False,True,False,False
621,3.6,3.0,,,0.0,-0.5,1.925,False,False,True,False
622,2.25,1.25,,,0.0,0.5,1.85,False,False,True,False
623,2.5,3.0,,,0.0,-0.5,1.875,False,False,True,False
624,2.25,4.25,,,1.5,1.5,1.9,False,False,True,False
627,2.25,3.0,,,0.0,0.5,1.8,False,True,False,False
628,5.0,1.25,,,-1.5,-1.5,1.8,False,False,True,False
629,5.0,3.0,,,-1.0,-1.0,1.8,False,False,True,False
630,3.75,3.0,,,0.0,0.0,1.875,False,False,True,False
631,3.75,3.0,,,0.0,0.5,1.8,False,False,False,True
632,2.5,3.0,,,0.0,-0.5,1.925,False,True,False,False
637,4.0,3.0,,,0.0,-0.5,1.875,False,False,True,False
638,3.25,3.5,,,1.5,1.5,1.85,False,False,True,False
639,2.6,2.0,,,0.5,0.5,1.85,False,True,False,False
643,4.0,2.2,,,0.0,-0.5,1.925,False,False,True,False
645,2.2,1.0,,,0.5,0.5,1.925,False,False,True,False
646,2.0,2.2,,,-1.0,-1.5,1.9,False,True,False,False
647,3.25,2.2,,,0.0,-0.5,1.875,False,False,True,False
648,2.8,3.5,,,1.0,1.5,1.9,False,False,True,False
649,2.2,2.2,1.0,3.5,0.0,-0.5,1.95,False,True,False,False
650,2.0,2.0,,,-1.0,-1.0,1.825,False,False,True,False
663,2.0,2.75,,,0.0,0.5,1.85,False,True,False,False
664,5.2,2.8,,,-1.0,-1.5,1.9,False,False,True,False
665,2.6,2.2,1.5,2.0,0.0,0.5,1.775,False,False,True,False
666,3.3333333333333335,1.0,,,1.0,1.5,1.8,False,False,True,False
667,2.2,2.75,,,0.0,0.0,1.825,False,True,False,False
668,2.0,3.8,,,2.0,2.0,1.85,False,True,False,False
669,1.3333333333333333,2.6666666666666665,,,0.5,0.5,1.85,False,True,False,False
670,2.2,2.8,,,0.0,-0.5,1.8,False,False,True,False
671,2.25,3.8,,,1.5,1.5,1.85,False,False,True,False
672,1.6666666666666667,2.6666666666666665,,,0.0,0.5,1.8,False,False,False,True
673,2.2,3.8,,,1.0,1.0,1.85,False,False,True,False
674,2.8,2.4,,,0.0,0.5,1.8,False,False,True,False
675,1.6666666666666667,2.6666666666666665,,,0.5,0.5,1.925,False,True,False,False
676,2.2,2.4,,,0.0,-0.5,1.8,False,False,True,False
677,2.8,2.75,,,0.0,0.5,1.775,False,True,False,False
678,2.6666666666666665,2.0,,,-1.0,-1.0,1.925,False,True,False,False
679,2.25,2.4,,,0.0,-0.5,1.875,False,False,False,True
680,2.8,3.8,,,1.0,1.5,1.85,False,True,False,False
681,1.6666666666666667,2.0,,,0.0,0.0,1.8,False,False,True,False
682,2.6666666666666665,2.6666666666666665,,,-1.0,-1.0,1.9,False,False,True,False
683,2.25,3.2,,,0.0,0.0,1.85,False,True,False,False
684,5.2,2.4,,,-2.0,-2.0,1.8,False,False,True,False
685,2.8,3.2,,,0.0,0.5,1.9,False,True,False,False
686,5.2,2.75,,,-1.5,-1.5,1.85,False,False,True,False
687,3.0,2.0,,,-0.5,-0.5,1.8,False,True,False,False
688,5.2,3.2,,,-1.0,-1.0,1.9,False,False,True,False
689,2.0,2.8,,,0.0,-0.5,1.9,False,False,False,True
690,3.0,3.6666666666666665,,,0.0,0.0,1.8,False,True,False,False
691,2.0,3.2,,,0.0,0.5,1.9,False,True,False,False
692,2.25,2.8,,,0.0,-0.5,1.925,False,False,False,True
693,2.6666666666666665,3.6666666666666665,,,-0.5,-0.5,1.8,False,True,False,False
694,1.3333333333333333,2.6666666666666665,,,0.5,1.0,1.9,False,False,False,True
695,1.3333333333333333,3.6666666666666665,,,0.0,0.0,1.8,False,True,False,False
696,3.0,2.6666666666666665,,,1.0,1.0,1.775,False,True,False,False
699,1.0,2.6666666666666665,,,0.5,1.0,1.825,False,True,False,False
700,1.5,3.0,,,0.0,0.0,1.8,False,True,False,False
701,3.0,2.4,3.0,0.0,-0.5,-0.5,1.85,False,False,True,False
702,3.0,2.6666666666666665,,,0.0,0.0,1.9,False,False,True,False
703,1.5,2.0,2.0,4.0,0.5,0.5,1.8,False,True,False,False
704,2.8,2.4,,,0.5,0.5,1.875,False,True,False,False
705,3.0,2.6,,,0.5,0.5,1.925,False,True,False,False
706,1.5,2.4,2.0,4.0,0.5,0.5,1.85,False,False,True,False
707,3.2,2.8,2.0,3.0,0.5,0.5,1.925,False,True,False,False
708,3.0,2.0,,,-1.0,-1.0,1.9,False,False,True,False
709,1.5,2.8,1.0,4.0,1.0,1.5,1.8,False,True,False,False
710,3.2,3.0,,,-0.5,-0.5,1.8,False,True,False,False
711,3.0,2.0,,,0.0,-0.5,1.95,False,False,True,False
712,3.0,2.6666666666666665,,,-1.0,-1.0,1.825,False,False,True,False
713,2.8,2.8,,,1.0,1.0,1.85,False,False,False,True
714,3.2,2.4,4.0,6.0,0.0,-0.5,1.875,False,False,True,False
