,media_goals_home,media_goals_away,home_h2h_mean,away_h2h_mean,asian_handicap_1,asian_handicap_2,odds,indefinido,negativo,positivo,reembolso
224,2.0,2.0,2.0,5.0,0.0,-0.5,1.875,False,,,False
225,2.6,2.0,2.0,2.0,0.0,-0.5,1.85,False,,,False
226,3.4,3.0,,,,,,True,,,False
227,2.6,2.8,1.0,3.0,,,,True,,,False
228,2.6,2.2,1.5,1.0,,,,True,,,False
229,1.2,1.8,,,,,,True,,,False
230,3.6,2.8,2.0,2.0,0.0,0.0,1.9,False,,,False
231,2.0,3.8,,,1.0,1.0,1.8,False,,,False
232,2.6,2.2,,,-0.5,-0.5,1.925,False,,,False
233,2.4,2.0,3.0,0.0,0.0,0.0,1.925,False,,,False
234,2.6,2.0,,,-0.5,-0.5,1.85,False,,,False
235,3.4,3.0,,,0.0,-0.5,1.875,False,,,False
236,1.2,2.0,2.0,1.0,0.0,0.0,1.875,False,,,True
237,2.0,2.2,3.6666666666666665,4.0,0.0,0.0,1.95,False,,,False
238,2.4,1.8,1.5,0.5,0.0,0.0,1.9,False,,,True
239,2.6,2.2,,,0.0,0.0,1.8,False,,,False
240,2.4,3.2,2.3333333333333335,3.3333333333333335,,,,True,,,False
241,1.6,2.6,2.5,2.5,,,,True,,,False
242,2.2,2.4,1.0,1.0,0.0,0.5,1.825,False,,,False
243,1.8,1.6,2.0,1.5,0.0,0.5,1.875,False,,,False
244,1.6,3.6,1.0,3.0,,,,True,,,False
245,1.4,3.2,1.5,1.5,,,,True,,,False
246,2.8,2.8,3.0,3.0,,,,True,,,False
247,2.6,1.6,,,,,,True,,,False
248,3.0,1.4,3.5,2.0,,,,True,,,False
249,1.4,3.6,2.3333333333333335,3.3333333333333335,,,,True,,,False
250,3.0,1.6,,,,,,True,,,False
251,2.2,1.6,1.0,2.0,,,,True,,,False
252,2.4,3.2,2.5,3.5,,,,True,,,False
253,1.6,2.6,3.0,3.0,,,,True,,,False
254,1.8,1.6,4.0,1.0,,,,True,,,False
255,2.8,2.4,3.0,3.0,,,,True,,,False
256,2.6,1.6,1.0,2.0,0.0,0.0,1.8,False,,,False
257,3.0,2.8,,,0.0,0.0,1.9,False,,,False
258,2.6,2.8,3.0,3.0,,,,True,,,False
259,2.8,1.6,1.5,1.5,,,,True,,,False
260,3.0,1.4,5.0,2.0,,,,True,,,False
261,1.4,3.6,3.0,3.0,,,,True,,,False
262,2.2,1.6,2.0,2.0,0.0,0.5,1.775,False,,,True
263,3.0,2.4,,,0.0,0.5,1.75,False,,,False
264,2.4,3.2,4.0,1.0,0.0,0.0,1.925,False,,,False
265,1.6,2.6,,,1.0,1.0,1.9,False,,,False
266,2.8,1.6,,,-0.5,-0.5,1.925,False,,,False
267,1.8,2.8,3.0,6.0,0.0,0.0,1.9,False,,,True
268,1.6,3.6,,,0.5,1.0,1.925,False,,,False
269,1.4,3.2,3.0,1.0,0.0,0.0,1.8,False,,,False
270,3.0,1.6,0.0,2.0,0.0,0.0,1.875,False,,,False
271,2.6,1.6,2.6666666666666665,2.3333333333333335,0.0,0.0,1.95,False,,,False
272,3.0,1.4,,,,,,True,,,False
273,1.4,3.6,3.0,3.0,,,,True,,,False
274,1.8,2.4,1.5,3.0,0.0,0.0,1.9,False,,,False
275,2.2,1.6,,,0.0,0.0,1.8,False,,,False
276,1.4,3.8,3.0,4.0,,,,True,,,False
277,2.2,1.8,1.0,2.3333333333333335,,,,True,,,False
278,1.4,0.6,3.0,0.0,,,,True,,,False
279,2.8,2.6,,,,,,True,,,False
280,2.4,1.8,2.0,3.0,,,,True,,,False
281,3.2,3.6,2.0,2.0,,,,True,,,False
282,2.6,1.8,1.0,5.0,,,,True,,,False
283,1.4,1.2,0.0,1.0,,,,True,,,False
284,3.2,2.8,,,,,,True,,,False
285,2.2,2.0,,,,,,True,,,False
286,2.2,2.6,,,,,,True,,,False
287,1.4,3.8,1.0,2.0,,,,True,,,False
288,2.5,3.6,,,,,,True,,,False
289,2.4,3.4,,,,,,True,,,False
290,2.8,1.2,2.0,1.0,-1.0,-1.0,1.925,False,,,False
291,2.6,0.6,,,,,,True,,,False
292,3.2,2.0,,,0.0,-0.5,1.9,False,,,False
293,3.2,1.8,,,0.0,0.0,1.85,False,,,False
294,2.8,0.6,3.0,3.0,,,,True,,,False
295,1.4,1.2,1.6666666666666667,2.0,,,,True,,,False
296,2.5,2.8,,,0.5,1.0,1.825,False,,,False
297,2.2,3.4,1.0,3.0,0.0,0.5,1.775,False,,,False
298,1.4,1.8,3.0,2.0,0.0,0.0,1.725,False,,,False
299,2.6,3.8,,,0.5,1.0,1.85,False,,,False
300,2.2,2.8,1.0,2.0,,,,True,,,False
301,3.2,3.4,2.0,2.0,,,,True,,,False
302,1.4,2.6,4.0,2.0,,,,True,,,False
303,2.2,0.6,0.0,2.0,,,,True,,,False
304,2.4,3.6,,,,,,True,,,False
305,2.5,1.8,,,,,,True,,,False
306,2.6,1.2,,,,,,True,,,False
307,2.8,1.8,3.0,2.0,,,,True,,,False
308,3.2,2.0,,,,,,True,,,False
309,3.2,2.8,,,,,,True,,,False
310,2.2,3.8,0.0,1.0,,,,True,,,False
311,1.4,2.6,,,,,,True,,,False
312,2.5,3.4,,,0.0,0.5,1.8,False,,,False
313,2.2,3.6,,,0.0,0.0,1.875,False,,,False
314,3.2,1.8,2.0,3.0,0.0,-0.5,1.85,False,,,False
315,2.4,2.0,,,-0.5,-1.0,1.875,False,,,False
316,1.8,4.8,1.0,2.0,,,,True,,,False
317,1.6,2.6,2.3333333333333335,1.0,,,,True,,,False
318,5.0,2.2,,,,,,True,,,False
319,2.8,3.6,3.0,4.0,,,,True,,,False
320,2.4,3.2,3.0,1.0,,,,True,,,False
321,2.2,3.6,0.0,4.0,,,,True,,,False
322,2.8,2.6,6.0,3.0,0.0,-0.5,1.85,False,,,False
323,1.8,2.6,1.0,1.0,0.0,-0.5,1.85,False,,,False
324,2.4,3.2,,,0.0,0.0,1.8,False,,,True
325,2.8,4.5,,,0.0,-0.5,1.8,False,,,False
326,1.6,2.2,,,0.0,0.0,1.8,False,,,False
327,2.8,4.8,3.0,4.0,0.5,1.0,1.8,False,,,False
328,4.5,3.6,,,0.5,1.0,1.8,False,,,False
329,2.4,4.8,,,0.0,0.0,1.85,False,,,False
330,5.0,2.6,1.0,2.0,,,,True,,,False
331,2.8,3.6,,,,,,True,,,False
332,2.4,3.2,,,,,,True,,,False
333,2.2,4.5,,,,,,True,,,False
334,5.0,3.6,1.0,1.0,,,,True,,,False
335,2.8,2.6,1.3333333333333333,0.3333333333333333,,,,True,,,False
336,2.8,4.8,4.0,3.0,,,,True,,,False
337,4.5,3.2,,,,,,True,,,False
338,1.8,2.6,3.0,1.0,,,,True,,,False
339,2.8,4.8,,,,,,True,,,False
340,2.8,3.2,3.0,5.0,,,,True,,,False
341,2.4,4.8,5.0,4.0,,,,True,,,False
342,2.8,2.2,1.0,2.0,,,,True,,,False
343,1.6,3.6,3.0,3.0,,,,True,,,False
344,2.4,3.6,,,0.0,0.0,1.9,False,,,False
345,4.5,3.2,,,0.0,0.5,1.8,False,,,False
346,2.8,2.6,,,,,,True,,,False
347,5.0,2.6,1.0,2.0,,,,True,,,False
348,2.4,4.5,,,-0.5,-1.0,1.9,False,,,False
349,2.2,3.2,,,,,,True,,,False
350,1.6,4.8,1.0,3.0,0.5,1.0,1.875,False,,,False
351,1.8,2.2,,,0.0,0.5,1.85,False,,,False
352,4.5,4.8,,,0.0,0.5,1.8,False,,,False
353,2.8,3.6,,,0.0,0.0,1.875,False,,,False
354,2.2,3.2,2.0,1.0,,,,True,,,False
355,2.4,4.5,,,,,,True,,,False
356,2.0,3.75,0.0,2.0,,,,True,,,False
357,2.5,2.4,1.6666666666666667,1.3333333333333333,,,,True,,,False
358,3.0,3.0,3.0,1.0,,,,True,,,False
359,3.0,2.5,,,,,,True,,,False
360,2.8,4.0,1.0,3.0,,,,True,,,False
361,2.8,2.8,7.0,4.0,,,,True,,,False
362,5.0,2.4,3.0,3.0,,,,True,,,False
363,2.0,1.8,2.0,5.0,,,,True,,,False
364,3.0,2.8,,,,,,True,,,False
365,3.4,4.0,,,,,,True,,,False
366,2.5,2.5,,,0.0,0.0,1.85,False,,,False
367,3.0,3.75,3.0,3.0,0.5,1.0,1.8,False,,,False
368,2.0,2.8,,,0.5,1.0,1.825,False,,,False
369,2.8,4.2,,,0.0,0.0,1.85,False,,,True
370,3.0,1.8,1.0,4.0,-1.0,-1.0,1.85,False,,,False
371,5.0,3.0,,,0.0,0.0,1.85,False,,,False
372,2.8,4.0,,,0.0,-0.5,1.9,False,,,False
373,3.0,4.0,,,0.0,-0.5,1.85,False,,,False
374,3.0,3.0,1.0,3.0,-0.5,-1.0,1.85,False,,,False
375,3.0,1.8,0.6666666666666666,2.0,0.0,0.0,1.85,False,,,True
376,3.4,4.2,5.0,7.0,,,,True,,,False
377,2.0,2.8,,,,,,True,,,False
378,3.4,2.8,1.0,2.0,,,,True,,,False
379,3.0,4.2,3.0,2.0,,,,True,,,False
380,2.8,2.8,,,,,,True,,,False
381,2.0,4.0,,,0.5,0.5,1.775,False,,,False
382,2.0,2.4,1.0,4.0,,,,True,,,False
383,5.0,3.75,,,,,,True,,,False
384,2.5,3.0,2.0,0.0,,,,True,,,False
385,3.0,4.0,,,,,,True,,,False
386,2.8,2.8,,,,,,True,,,False
387,3.0,2.5,2.0,3.0,,,,True,,,False
388,5.0,1.8,,,0.0,0.0,1.775,False,,,False
389,3.0,2.4,4.0,1.0,-0.5,-1.0,1.9,False,,,False
390,2.0,4.2,,,,,,True,,,False
391,3.4,2.8,,,,,,True,,,False
392,2.5,3.75,1.0,3.0,,,,True,,,False
393,2.0,2.5,,,,,,True,,,False
394,2.8,4.0,5.0,1.0,0.0,-0.5,1.8,False,,,True
395,2.8,4.0,,,-0.5,-1.0,1.8,False,,,False
396,0.8,2.4,2.0,3.0,,,,True,,,False
397,2.2,2.8,1.3333333333333333,1.6666666666666667,,,,True,,,False
398,2.6,2.6,2.0,2.0,,,,True,,,False
399,5.6,4.4,,,,,,True,,,False
400,4.4,2.4,6.0,6.0,,,,True,,,False
401,4.0,2.2,4.0,1.0,,,,True,,,False
402,3.6,2.8,3.0,2.0,0.0,0.0,1.8,False,,,True
403,0.8,2.4,0.0,1.0,0.0,-0.5,1.9,False,,,True
404,3.0,3.0,,,0.0,-0.5,1.9,False,,,True
405,3.0,3.5,,,0.0,-0.5,1.85,False,,,False
406,2.2,4.4,,,0.0,0.0,1.8,False,,,False
407,2.6,2.4,1.0,2.0,0.5,1.0,1.8,False,,,False
408,3.5,2.2,,,0.5,1.0,1.8,False,,,False
409,4.4,4.2,,,0.0,0.0,1.9,False,,,True
410,5.6,2.4,4.0,2.0,-1.0,-1.0,1.925,False,,,False
411,3.6,2.6,,,0.0,0.0,1.85,False,,,False
412,4.0,3.5,,,,,,True,,,False
413,3.0,2.4,,,,,,True,,,False
414,5.6,2.6,1.0,5.0,,,,True,,,False
415,2.6,2.4,,,,,,True,,,False
416,3.0,4.2,3.0,3.0,,,,True,,,False
417,3.5,3.0,,,,,,True,,,False
418,0.8,2.8,3.0,2.0,,,,True,,,False
419,3.6,2.4,,,,,,True,,,False
420,3.0,3.0,4.0,4.0,,,,True,,,False
421,3.0,4.2,2.0,3.0,,,,True,,,False
422,2.6,4.4,2.0,2.0,,,,True,,,False
423,2.2,2.6,3.0,1.0,,,,True,,,False
424,4.4,2.2,,,0.0,0.5,1.8,False,,,False
425,3.5,2.4,,,0.0,0.5,1.75,False,,,True
426,3.6,2.4,,,,,,True,,,False
427,5.6,2.8,2.0,2.0,-0.5,-0.5,1.85,False,,,False
428,3.0,3.5,,,-0.5,-0.5,1.825,False,,,False
429,4.0,3.0,,,0.0,0.0,1.825,False,,,False
430,2.2,2.4,3.0,2.0,,,,True,,,False
431,0.8,4.4,,,,,,True,,,False
432,3.5,4.2,,,0.0,0.5,1.8,False,,,True
433,3.0,2.2,,,,,,True,,,False
434,3.2,1.6,,,,,,True,,,False
435,4.0,2.4,2.0,2.0,,,,True,,,False
436,4.4,3.5,,,,,,True,,,False
437,2.4,2.6,1.0,1.0,,,,True,,,False
438,3.2,1.4,1.5,2.5,,,,True,,,False
439,1.0,2.6,,,0.5,0.5,1.925,False,,,False
440,2.4,1.4,4.0,1.0,0.0,0.0,1.725,False,,,False
441,1.6,2.4,,,0.0,0.5,1.75,False,,,False
442,2.4,2.4,,,0.5,0.5,1.8,False,,,False
443,1.6,1.6,5.0,6.0,0.0,-0.5,1.95,False,,,False
444,1.0,2.4,1.0,1.5,0.0,0.5,1.875,False,,,False
445,1.6,1.4,,,-0.5,-1.0,1.825,False,,,False
446,1.0,1.6,1.0,5.0,,,,True,,,False
447,3.2,2.6,,,,,,True,,,False
448,4.2,2.8,,,,,,True,,,False
449,2.8,3.0,3.0,3.0,0.0,0.5,1.75,False,,,False
450,4.2,3.4,0.0,2.0,,,,True,,,False
451,1.6,3.0,,,,,,True,,,False
452,2.8,3.4,1.0,1.0,0.0,0.0,1.8,False,,,False
453,1.4,2.8,,,0.0,0.5,1.8,False,,,True
454,2.8,2.8,,,,,,True,,,False
455,1.4,2.8,0.0,1.0,,,,True,,,False
456,1.6,2.8,3.0,3.0,,,,True,,,False
457,1.4,3.4,,,-0.5,-1.0,1.825,False,,,False
458,1.6,2.8,1.0,1.0,0.0,0.5,1.775,False,,,False
459,4.2,3.0,,,0.0,-0.5,1.9,False,,,True
460,1.6,2.4,3.0,1.0,-0.5,-0.5,1.8,False,,,False
461,3.6,1.4,4.0,3.0,0.0,0.5,1.75,False,,,False
462,1.6,1.2,2.0,1.5,-0.5,-0.5,1.825,False,,,False
463,2.2,1.4,,,,,,True,,,False
464,3.6,1.2,1.0,0.75,0.0,0.0,1.8,False,,,False
465,1.8,1.2,,,0.0,0.5,1.75,False,,,False
466,3.6,1.2,0.0,1.0,0.5,0.5,1.8,False,,,False
467,1.8,2.4,2.0,1.0,0.0,-0.5,1.95,False,,,False
468,2.2,1.2,1.5,2.0,0.0,0.5,1.875,False,,,False
469,1.8,1.2,,,0.0,-0.5,1.775,False,,,False
470,2.2,2.4,1.5,2.25,0.0,0.5,1.8,False,,,True
471,1.6,1.4,,,0.0,-0.5,1.85,False,,,True
472,1.8,3.0,1.0,3.0,0.0,-0.5,1.85,False,,,False
473,1.4,2.0,2.5,2.5,0.0,0.5,1.9,False,,,True
474,2.4,2.4,,,0.0,0.5,1.775,False,,,False
475,2.2,2.6,3.0,3.5,0.0,0.5,1.9,False,,,False
476,1.8,1.8,,,0.0,0.5,1.825,False,,,False
477,3.4,2.8,0.0,2.0,0.0,-0.5,1.775,False,,,False
478,2.4,4.0,2.0,1.0,0.0,0.0,1.85,False,,,False
479,1.4,2.2,,,0.0,0.0,1.825,False,,,True
480,1.6,2.0,,,0.0,0.0,1.875,False,,,True
481,1.8,1.2,1.5,1.0,-0.5,-1.0,1.9,False,,,False
