,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean,res_goals_over_under
854,1.111,6.0,2.6,1.8,4.0,True
861,1.125,5.5,2.8,2.0,8.0,True
863,1.25,3.75,2.2,2.6,8.5,True
864,1.062,8.0,3.0,3.6,7.0,True
869,1.142,5.0,3.2,3.0,7.0,True
870,1.05,8.5,2.2,2.6,6.5,True
872,1.071,7.5,3.2,2.0,7.0,True
873,1.1,6.5,2.2,3.2,5.2,True
876,1.222,4.0,2.0,1.6,2.6666666666666665,True
879,1.125,5.5,2.6,2.0,6.0,True
880,1.333,3.25,2.8,1.4,4.0,False
881,1.04,9.0,2.8,2.6,6.0,True
882,1.2,4.333,3.0,1.4,5.666666666666667,True
883,1.222,4.0,2.0,1.8,7.0,True
884,1.083,7.0,3.5,3.0,7.0,True
885,1.285,3.5,2.8,1.8,4.0,True
886,1.071,7.5,3.4,2.0,3.3333333333333335,True
887,1.2,4.333,2.8,1.6,8.0,False
891,1.166,4.5,1.8,1.8,4.8,False
892,1.2,4.333,2.2,1.6,3.6,True
893,1.062,8.0,2.8,2.6,3.6666666666666665,True
895,1.2,4.333,2.6,1.4,2.0,True
901,1.222,4.0,2.8,2.0,5.5,True
904,1.285,3.5,2.2,1.4,4.0,True
905,1.05,8.5,3.0,2.6,4.0,False
907,1.083,7.0,3.4,1.4,4.0,True
912,1.071,7.5,2.8,1.8,7.5,True
913,1.142,5.0,2.8,3.8,3.6666666666666665,True
914,1.05,8.5,2.4,3.8,5.8,True
915,1.2,4.333,2.2,1.4,5.111111111111111,True
916,1.222,4.0,1.4,2.2,4.0,False
917,1.111,6.0,2.8,2.0,3.0,False
918,1.125,5.5,2.4,3.2,7.0,True
919,1.111,6.0,1.8,2.2,6.0,True
920,1.222,4.0,2.8,1.6,4.2,True
921,1.083,7.0,2.4,1.8,6.0,True
922,1.142,5.0,2.2,3.8,3.0,True
923,1.25,3.75,1.4,1.8,3.6666666666666665,True
924,1.222,4.0,2.2,1.4,4.555555555555555,True
925,1.083,7.0,2.4,3.8,6.0,True
926,1.285,3.5,2.0,1.8,7.0,True
928,1.083,7.0,2.0,3.0,8.0,False
930,1.1,6.5,2.4,2.0,5.25,True
931,1.222,4.0,1.8,1.4,7.0,True
932,1.166,4.5,2.2,2.2,4.75,True
933,1.142,5.0,2.4,1.8,3.5,True
935,1.062,8.0,2.8,3.2,6.0,True
936,1.2,4.333,2.8,1.8,5.125,True
941,1.222,4.0,1.4,1.4,4.25,True
943,1.125,5.5,2.4,2.0,3.5,False
944,1.25,3.75,2.2,1.6,5.0,False
945,1.2,4.333,1.8,2.0,4.0,True
946,1.2,4.333,2.4,1.6,3.0,True
947,1.2,4.333,2.6,3.6,4.0,False
948,1.166,4.5,2.0,2.4,3.5,True
951,1.2,4.333,1.0,1.8,4.2,False
952,1.166,4.5,2.6,2.2,4.0,True
953,1.2,4.333,1.8,1.6,6.222222222222222,True
954,1.142,5.0,2.6,1.6,3.0,True
955,1.2,4.333,4.0,2.4,6.0,True
956,1.083,7.0,2.8,3.0,5.6,True
957,1.142,5.0,2.6,2.0,3.0,True
958,1.222,4.0,2.4,1.8,4.4,True
960,1.2,4.333,2.6,2.4,4.0,True
961,1.25,3.75,2.6,2.2,2.6666666666666665,True
962,1.222,4.0,1.0,1.6,5.222222222222222,True
963,1.083,7.0,2.8,2.6,3.0,True
964,1.222,4.0,2.8,2.2,4.625,True
965,1.083,7.0,2.2,1.8,6.5,True
966,1.2,4.333,2.2,1.8,4.25,True
967,1.005,17.0,3.4,3.2,6.6,True
968,1.062,8.0,4.0,3.6,4.0,True
969,1.125,5.5,3.6,2.4,7.0,True
970,1.2,4.333,2.6,1.6,2.5,True
971,1.222,4.0,1.8,1.6,3.75,True
972,1.142,5.0,2.0,2.4,4.8,True
973,1.04,9.0,3.6,2.6,9.0,True
974,1.2,4.333,2.4,2.2,6.25,True
976,1.2,4.333,2.6,2.6,4.5,True
977,1.083,7.0,3.6,2.4,5.25,True
979,1.222,4.0,2.6,1.6,4.75,True
982,1.25,3.75,1.8,1.8,2.5,True
983,1.083,7.0,2.0,2.6,3.0,True
985,1.02,11.0,3.4,3.8,4.0,True
986,1.222,4.0,3.2,2.6,4.333333333333333,True
988,1.2,4.333,2.6,2.0,4.0,True
989,1.166,4.5,2.8,3.6,4.75,True
991,1.2,4.333,2.6,1.8,5.4,True
992,1.142,5.0,2.8,2.6,6.4,True
993,1.083,7.0,3.4,5.0,4.6,True
994,1.03,10.0,2.0,2.4,6.4,True
995,1.2,4.333,1.4,1.8,4.333333333333333,True
996,1.222,4.0,2.2,3.0,3.0,True
997,1.083,7.0,3.6,1.6,3.0,True
998,1.166,4.5,2.8,2.4,5.0,True
999,1.2,4.333,2.8,2.6,2.0,True
1000,1.222,4.0,2.6,1.8,3.8,True
1001,1.04,9.0,2.6,3.8,7.0,True
1003,1.2,4.333,1.8,2.2,4.0,True
1005,1.012,13.0,2.6,3.2,5.0,True
1007,1.012,13.0,3.8,2.6,6.0,True
1008,1.062,8.0,2.2,3.2,6.0,True
1012,1.05,8.5,2.6,2.6,6.6,True
1014,1.083,7.0,3.4,2.4,6.0,True
1016,1.666,2.15,2.0,1.4,2.6,True
1020,1.333,3.25,1.4,1.4,5.0,True
1022,1.02,11.0,2.2,4.0,7.0,True
1023,1.062,8.0,2.8,3.4,4.0,True
1024,1.444,2.625,2.0,1.4,4.333333333333333,True
1025,1.333,3.25,2.0,1.4,4.0,False
1026,1.04,9.0,2.2,2.6,7.0,True
1027,1.083,7.0,2.8,4.0,4.0,True
1028,1.444,2.625,1.4,1.2,4.0,True
1035,1.025,10.5,2.0,2.6,4.0,True
1036,1.6,2.3,1.4,1.4,4.0,False
1040,1.5,2.5,1.2,1.8,2.8,True
1041,1.666,2.15,0.6,2.8,7.0,True
1046,1.5,2.5,2.0,1.4,5.5,False
1050,1.3,3.4,2.0,1.4,5.0,False
1058,1.444,2.625,0.6,2.2,5.0,True
1061,1.04,9.0,2.8,2.6,7.5,True
1063,1.3,3.4,1.4,1.2,6.0,True
1064,1.285,3.5,2.2,2.2,5.0,True
1065,1.25,3.75,1.2,2.2,2.0,True
1067,1.2,4.333,1.2,2.2,7.0,True
1069,1.5,2.5,1.2,2.2,0.0,False
1070,1.444,2.625,2.2,1.2,1.0,True
1071,1.222,4.0,1.2,1.8,5.0,True
1072,1.285,3.5,3.2,1.2,3.0,True
1073,1.4,2.75,2.2,3.2,5.0,True
1075,1.222,4.0,2.4,2.0,5.375,True
1077,1.142,5.0,1.0,2.2,4.0,True
1080,1.4,2.75,2.2,1.6,2.0,False
1097,1.9,1.9,2.2,1.6,2.0,True
1098,1.071,7.5,2.0,1.6,5.0,True
1101,1.2,4.333,1.6,2.0,2.0,False
1103,1.363,3.0,2.0,1.0,4.0,True
1104,1.444,2.625,1.8,1.6,4.0,True
1106,1.6,2.3,2.0,1.8,2.4,True
1107,1.2,4.333,2.8,1.0,5.0,True
1109,1.25,3.75,1.6,1.6,4.666666666666667,True
1114,1.062,8.0,1.6,2.6,3.0,True
1115,1.333,3.25,1.6,0.8,4.0,True
1116,1.444,2.625,1.6,0.8,2.0,True
1117,1.125,5.5,2.0,1.0,3.0,False
1118,1.571,2.35,2.0,2.0,3.0,True
1120,1.4,2.75,0.8,0.8,3.2,True
1125,1.4,2.75,1.8,2.8,3.875,True
1131,1.444,2.625,0.8,1.0,1.8,True
1132,1.3,3.4,1.6,1.0,2.0,True
1133,1.5,2.5,1.8,1.0,2.6666666666666665,False
1140,1.6,2.3,2.0,0.8,3.0,False
1141,1.444,2.625,2.6,2.0,2.0,False
1146,1.444,2.625,1.8,1.0,2.75,True
1148,1.4,2.75,1.8,2.0,3.0,True
1149,1.142,5.0,3.0,1.6,4.8,True
1150,1.142,5.0,3.2,1.6,5.0,False
1151,1.083,7.0,3.0,2.6,7.0,False
1152,1.166,4.5,3.6,2.2,6.0,True
1153,1.062,8.0,1.8,2.4,7.0,True
1155,1.125,5.5,2.4,2.6,7.0,True
1156,1.142,5.0,2.4,3.2,9.0,True
1157,1.05,8.5,2.4,3.0,8.0,True
1158,1.071,7.5,2.6,3.2,6.4,True
1159,1.071,7.5,2.6,2.8,9.0,True
1160,1.05,8.5,2.8,3.2,7.0,True
1162,1.062,8.0,3.8,3.2,6.0,True
1167,1.083,7.0,1.6,2.6,4.0,True
1169,1.071,7.5,1.8,2.2,5.6,True
1171,1.1,6.5,2.2,2.0,8.0,True
1173,1.142,5.0,1.6,1.6,2.0,False
1175,1.083,7.0,3.6,2.4,9.0,True
1176,1.142,5.0,2.0,1.4,2.0,False
1178,1.083,7.0,1.8,1.4,5.75,True
1181,1.1,6.5,1.8,2.0,4.0,True
1182,1.062,8.0,3.6,1.4,5.0,True
1183,1.1,6.5,2.2,2.2,8.0,True
1184,1.125,5.5,3.6,2.0,5.0,True
1187,1.1,6.5,3.4,2.6,6.75,True
1193,1.083,7.0,3.0,2.6,7.0,True
1194,1.04,9.0,3.0,1.6,6.0,True
1198,1.2,4.333,1.4,2.2,4.25,False
1199,1.05,8.5,1.2,3.0,5.0,True
1204,1.1,6.5,3.2,2.6,3.0,False
1205,1.071,7.5,1.8,2.0,6.0,True
1207,1.222,4.0,2.0,2.4,3.5714285714285716,True
1208,1.1,6.5,2.8,2.0,5.0,True
1213,1.083,7.0,2.4,2.8,4.666666666666667,True
1214,1.222,4.0,2.0,2.2,4.333333333333333,True
1215,1.062,8.0,2.8,2.2,4.666666666666667,True
1216,1.142,5.0,2.0,2.0,3.3333333333333335,False
1217,1.222,4.0,1.8,1.0,4.5,True
1218,1.2,4.333,2.8,1.0,3.8333333333333335,False
1219,1.083,7.0,2.4,2.2,6.5,True
1220,1.222,4.0,2.4,1.0,3.5,True
1221,1.05,8.5,1.8,2.4,5.5,True
1222,1.071,7.5,2.4,2.4,4.5,True
1223,1.2,4.333,3.4,1.6,3.6666666666666665,True
1224,1.166,4.5,1.8,1.6,3.0,False
1225,1.2,4.333,1.6,2.0,4.0,False
1226,1.04,9.0,4.0,2.4,5.333333333333333,True
1227,1.04,9.0,2.6,2.4,5.333333333333333,True
1228,1.125,5.5,1.8,1.6,6.0,False
1229,1.2,4.333,3.4,2.4,5.0,True
1230,1.8,2.0,1.6,1.6,1.6666666666666667,False
1231,1.071,7.5,2.6,2.4,4.666666666666667,True
1232,1.015,12.0,2.6,1.6,5.0,True
1233,1.05,8.5,2.2,2.6,6.0,True
1234,1.125,5.5,1.6,2.8,3.0,True
1235,1.2,4.333,1.0,1.75,4.333333333333333,False
1237,1.002,19.0,4.0,2.6,9.0,True
1238,1.125,5.5,3.4,1.6,3.4,True
1239,1.062,8.0,3.2,1.4,7.333333333333333,False
1240,1.2,4.333,1.0,1.4,5.0,False
1241,1.04,9.0,2.8,3.2,5.0,True
1242,1.03,10.0,2.0,2.4,6.0,True
1243,1.05,8.5,2.6,1.4,5.666666666666667,True
1244,1.005,17.0,3.2,2.4,7.333333333333333,True
1245,1.05,8.5,3.2,1.8,3.6666666666666665,False
1246,1.142,5.0,2.0,3.4,5.333333333333333,True
1247,1.025,10.5,2.8,1.8,3.6666666666666665,False
1248,1.083,7.0,2.8,3.4,7.0,True
1249,1.142,5.0,2.8,2.2,5.0,True
1250,1.142,5.0,1.8,3.4,5.0,True
1251,1.015,12.0,3.2,2.4,6.666666666666667,True
1252,1.2,4.333,3.0,1.8,5.333333333333333,True
1253,1.166,4.5,2.8,1.6,3.6666666666666665,True
1254,1.012,13.0,1.6,3.4,8.0,True
1256,1.444,2.625,1.6,1.8,3.142857142857143,True
1257,1.166,4.5,1.6,1.4,4.0,True
1258,1.4,2.75,1.0,1.8,3.3333333333333335,False
1259,1.444,2.625,1.6,1.4,3.3333333333333335,False
1260,1.083,7.0,2.0,2.4,3.0,True
1261,1.03,10.0,3.6,2.0,7.0,True
1262,1.05,8.5,2.2,2.4,4.5,True
1263,1.01,15.0,3.6,2.4,9.333333333333334,True
1264,1.05,8.5,2.2,3.6,4.666666666666667,True
1265,1.071,7.5,2.0,3.6,4.666666666666667,True
1266,1.02,11.0,2.2,2.4,5.666666666666667,True
1267,1.02,11.0,2.8,3.6,6.0,True
1268,1.166,4.5,2.2,2.0,3.6666666666666665,True
1269,1.01,15.0,3.6,2.4,7.0,True
1270,1.083,7.0,2.8,2.0,2.5,True
1271,1.444,2.625,1.6,2.8,2.0,True
1272,1.071,7.5,3.0,1.8,5.666666666666667,True
1273,1.285,3.5,3.0,2.8,4.0,True
1274,1.2,4.333,1.6,1.8,5.333333333333333,True
1276,1.142,5.0,1.6,1.4,2.6666666666666665,True
1277,1.083,7.0,3.2,5.0,9.0,True
1278,1.285,3.5,2.2,1.8,1.0,True
1279,1.333,3.25,1.0,2.4,3.6666666666666665,True
1280,1.3,3.4,2.2,1.2,5.333333333333333,True
1283,1.222,4.0,1.0,1.2,5.0,True
1284,1.285,3.5,2.2,2.4,3.6666666666666665,True
1285,1.363,3.0,2.2,2.4,2.6666666666666665,True
1286,1.166,4.5,2.2,2.4,2.6666666666666665,True
1287,1.65,2.2,1.6,2.2,1.3333333333333333,False
1288,1.333,3.25,2.2,2.4,3.2857142857142856,True
1289,1.333,3.25,1.4,1.8,3.5,True
1290,1.333,3.25,1.0,1.6,1.0,False
1291,1.285,3.5,2.2,2.4,5.0,True
1292,1.142,5.0,2.0,2.4,4.0,True
1293,1.222,4.0,2.0,2.2,3.0,True
1294,1.083,7.0,2.4,2.4,4.0,True
1295,1.285,3.5,2.2,1.6,3.0,True
1296,1.3,3.4,1.4,1.2,2.5,True
1297,1.142,5.0,1.0,1.4,5.0,False
1298,1.071,7.5,2.4,1.4,7.5,False
1299,1.142,5.0,1.6,3.4,4.0,True
1300,1.04,9.0,2.8,1.4,6.666666666666667,True
1301,1.04,9.0,3.2,2.4,5.666666666666667,True
1302,1.142,5.0,2.2,2.2,5.0,True
1303,1.142,5.0,1.6,1.6,3.6666666666666665,True
1304,1.002,19.0,2.8,2.4,6.666666666666667,True
1305,1.05,8.5,3.2,3.0,4.0,True
1306,1.125,5.5,2.0,3.4,5.0,True
1307,1.142,5.0,2.2,1.6,5.5,True
1308,1.083,7.0,3.0,3.0,7.5,True
1309,1.015,12.0,3.2,2.4,4.0,True
1310,1.015,12.0,2.6,3.0,7.0,True
1311,1.166,4.5,3.2,1.4,5.5,True
1312,1.2,4.333,1.8,2.2,3.3333333333333335,True
1313,1.363,3.0,1.0,1.4,1.5,True
1314,1.01,15.0,3.6,3.6,6.0,True
1316,1.02,11.0,3.6,2.4,6.0,True
1317,1.05,8.5,3.0,3.0,5.333333333333333,True
1318,1.04,9.0,2.4,3.0,6.0,True
1319,1.083,7.0,3.0,1.8,3.6666666666666665,True
1320,1.071,7.5,2.6,3.8,9.0,True
1321,1.1,6.5,2.6,1.8,3.0,True
1322,1.125,5.5,2.4,2.4,1.5,True
1323,1.05,8.5,3.0,3.4,9.0,True
1324,1.142,5.0,2.4,1.8,5.333333333333333,True
1325,1.04,9.0,2.6,2.4,4.0,True
1326,1.03,10.0,3.6,3.2,3.0,True
1329,1.083,7.0,2.4,3.0,2.5,True
1330,1.025,10.5,3.8,2.8,5.666666666666667,True
1331,1.142,5.0,2.4,2.2,0.0,True
1332,1.071,7.5,2.4,2.8,2.0,True
1333,1.111,6.0,2.2,2.2,2.6666666666666665,True
1335,1.062,8.0,3.0,2.4,5.0,True
1336,1.166,4.5,2.4,3.8,5.0,True
1338,1.142,5.0,3.0,3.2,5.0,True
1339,1.111,6.0,3.0,1.2,7.0,True
1340,1.142,5.0,2.4,2.2,7.0,True
1341,1.062,8.0,2.4,2.8,7.0,True
1342,1.142,5.0,1.4,2.2,2.6666666666666665,False
1343,1.05,8.5,2.2,2.0,4.0,True
1344,1.142,5.0,3.2,2.2,3.0,True
1345,1.062,8.0,2.4,2.4,2.6666666666666665,True
1346,1.05,8.5,2.4,2.2,3.0,True
1347,1.03,10.0,2.2,2.8,8.0,True
1351,1.071,7.5,2.4,2.4,6.666666666666667,True
1352,1.125,5.5,3.0,1.8,0.0,True
1354,1.111,6.0,3.0,2.8,6.4,True
1355,1.111,6.0,2.4,2.4,4.6,False
1356,1.02,11.0,2.6,1.4,9.0,True
1357,1.111,6.0,1.8,2.6,3.0,True
1359,1.1,6.5,3.2,2.2,7.5,True
1360,1.166,4.5,2.4,2.2,2.5,True
1363,1.04,9.0,2.2,2.2,1.5,True
1365,1.05,8.5,2.6,2.6,4.0,False
1366,1.142,5.0,2.2,2.2,4.333333333333333,True
1367,1.062,8.0,3.0,3.8,7.5,True
1368,1.111,6.0,2.2,2.6,6.0,True
1369,1.005,17.0,2.8,2.4,8.0,True
1370,1.025,10.5,3.6,3.2,6.0,False
1371,1.083,7.0,3.6,2.0,4.0,True
1372,1.125,5.5,2.0,3.2,1.0,True
1373,1.071,7.5,2.0,2.2,7.0,True
1374,1.083,7.0,2.4,4.2,6.0,True
1375,1.04,9.0,3.2,3.2,4.4,True
1376,1.1,6.5,2.0,2.6,2.0,True
1377,1.062,8.0,1.8,2.2,4.571428571428571,True
1378,1.166,4.5,3.2,1.0,5.0,True
1380,1.142,5.0,2.0,1.4,3.6666666666666665,False
1381,1.05,8.5,2.6,2.2,4.75,True
1387,1.062,8.0,3.4,2.8,4.333333333333333,True
1388,1.083,7.0,3.2,1.4,4.333333333333333,True
1389,1.2,4.333,2.0,2.2,4.5,True
1390,1.125,5.5,1.8,1.0,5.5,False
1391,1.083,7.0,1.8,2.4,4.0,True
1392,1.222,4.0,2.4,1.0,2.0,True
1393,1.062,8.0,2.4,2.2,4.0,True
1394,1.05,8.5,2.25,1.75,4.333333333333333,True
1395,1.125,5.5,2.2,2.6,6.0,True
1396,1.2,4.333,2.0,1.8,0.0,True
1397,1.142,5.0,2.2,1.0,3.3333333333333335,True
1398,1.083,7.0,3.2,3.0,5.333333333333333,True
1399,1.111,6.0,2.6,2.4,5.0,True
1400,1.2,4.333,2.2,3.4,5.333333333333333,True
1401,1.2,4.333,3.0,2.2,4.142857142857143,True
1402,1.142,5.0,1.2,3.0,2.0,True
1403,1.2,4.333,2.0,1.6,3.0,True
1404,1.533,2.375,2.0,1.8,2.3333333333333335,True
1405,1.166,4.5,2.2,2.4,3.3333333333333335,False
1406,1.166,4.5,1.8,2.0,5.0,True
1407,1.01,15.0,1.4,2.8,5.5,True
1408,1.02,11.0,2.8,3.0,4.333333333333333,True
1409,1.083,7.0,1.8,2.8,5.5,True
1410,1.65,2.2,1.4,1.6,2.0,False
1411,1.142,5.0,2.6,2.6,8.0,True
1413,1.142,5.0,3.6,2.2,3.0,True
1414,1.142,5.0,2.8,1.8,3.5,True
1417,1.2,4.333,3.0,1.8,5.0,True
1418,1.142,5.0,1.6,2.0,8.0,True
1419,1.071,7.5,2.0,3.6,5.0,True
1420,1.111,6.0,3.6,2.6,6.0,True
1421,1.142,5.0,2.8,3.2,4.0,True
1422,1.25,3.75,2.4,2.4,3.6666666666666665,True
1423,1.142,5.0,3.8,2.6,6.666666666666667,True
1424,1.125,5.5,2.6,2.2,4.333333333333333,True
1425,1.125,5.5,2.4,1.8,5.666666666666667,True
1426,1.285,3.5,2.2,2.0,6.0,True
1427,1.071,7.5,2.2,2.6,8.0,True
1428,1.1,6.5,2.0,2.6,5.666666666666667,True
1430,1.04,9.0,2.8,1.2,6.5,True
1431,1.071,7.5,3.0,3.0,5.5,True
1432,1.25,3.75,3.4,1.6,3.5,True
1433,1.8,2.0,2.0,2.6,2.0,False
1434,1.025,10.5,2.8,2.4,7.333333333333333,True
1435,1.071,7.5,2.2,3.0,4.333333333333333,True
1436,1.166,4.5,3.4,2.8,4.0,True
1438,1.111,6.0,2.8,2.3333333333333335,4.0,True
1439,1.25,3.75,2.4,1.8,5.0,True
1440,1.125,5.5,2.0,3.0,4.333333333333333,True
1441,1.142,5.0,2.2,2.3333333333333335,2.6666666666666665,True
1442,1.083,7.0,2.8,1.4,5.333333333333333,True
1443,1.1,6.5,2.6,1.8,4.666666666666667,True
1444,1.222,4.0,2.0,2.2,4.666666666666667,False
1445,1.083,7.0,2.6,1.2,5.0,True
1446,1.062,8.0,2.8,1.75,5.571428571428571,True
1447,1.142,5.0,2.4,3.0,6.666666666666667,True
1448,1.111,6.0,2.6,2.2,4.666666666666667,True
1449,1.1,6.5,2.2,3.0,5.0,True
1450,1.05,8.5,3.0,2.4,5.5,True
1451,1.142,5.0,1.4,2.4,5.5,True
1452,1.062,8.0,4.0,2.4,5.666666666666667,True
1453,1.002,19.0,2.8,3.0,9.5,True
1454,1.062,8.0,3.0,3.0,5.5,True
1455,1.125,5.5,2.6,1.6,2.5,True
1456,1.02,11.0,2.6,3.0,7.333333333333333,True
1457,1.222,4.0,1.4,2.0,4.0,True
1458,1.025,10.5,3.0,2.6,7.0,True
1459,1.125,5.5,1.6,2.4,2.5,True
1460,1.166,4.5,2.6,2.0,3.5,True
1461,1.02,11.0,4.0,3.0,5.0,True
1462,1.166,4.5,3.0,1.2,4.5,False
1463,1.166,4.5,1.8,3.4,3.0,True
1464,1.01,15.0,2.2,2.6,8.5,True
1465,1.015,12.0,2.6,2.6,3.5,True
1466,1.071,7.5,4.0,1.2,5.5,False
1467,1.071,7.5,2.2,3.4,6.5,True
1468,1.142,5.0,2.2,3.2,3.6666666666666665,False
1469,1.2,4.333,2.4,2.2,3.3333333333333335,True
1470,1.142,5.0,2.8,1.0,4.0,True
1471,1.666,2.15,1.8,2.0,3.6666666666666665,True
1472,1.142,5.0,1.6,2.2,3.6666666666666665,True
1473,1.363,3.0,1.6,2.0,4.666666666666667,True
1474,1.5,2.5,1.8,2.2,3.0,True
1475,1.166,4.5,1.6,2.6,5.0,False
1476,1.25,3.75,1.4,1.6,3.0,True
1477,1.444,2.625,1.6,2.2,2.5,False
1478,1.222,4.0,1.6,2.6,4.714285714285714,True
1479,1.125,5.5,2.2,2.6,5.428571428571429,True
1480,1.142,5.0,1.8,1.4,5.666666666666667,False
1481,1.222,4.0,1.8,2.6,4.0,True
1482,1.25,3.75,2.2,2.4,3.5,True
1483,1.3,3.4,1.6,2.4,5.5,True
1484,1.5,2.5,2.2,1.8,4.0,False
1485,1.3,3.4,2.0,2.4,5.0,True
1486,1.285,3.5,2.2,2.0,2.6,True
1487,1.333,3.25,1.6,1.8,4.333333333333333,True
1488,1.111,6.0,2.0,1.8,5.0,False
1489,1.071,7.5,2.0,2.2,5.333333333333333,True
1490,1.166,4.5,3.0,1.4,1.5,True
1491,1.2,4.333,1.6,2.8,5.0,True
1496,1.071,7.5,2.4,2.8,4.5,True
1497,1.142,5.0,2.0,2.6,3.5,False
1499,1.005,17.0,2.6,2.4,6.0,True
1500,1.4,2.75,1.4,2.4,4.0,False
1501,1.2,4.333,2.2,1.8,5.5,True
1502,1.166,4.5,2.4,1.4,6.0,True
1503,1.363,3.0,1.6,1.4,4.0,False
1504,1.444,2.625,2.4,2.8,3.0,True
1505,1.166,4.5,3.0,1.4,4.0,True
1506,1.4,2.75,2.4,1.4,3.3333333333333335,False
1507,1.3,3.4,2.0,2.0,4.5,True
1508,1.666,2.15,2.2,1.8,4.0,True
1509,1.111,6.0,2.2,1.6,3.5,True
1510,1.05,8.5,2.2,1.4,3.5,True
1511,1.083,7.0,2.6,1.4,4.5,True
1512,1.222,4.0,2.4,2.2,5.0,True
1513,1.111,6.0,4.0,1.4,4.5,True
1514,1.166,4.5,2.6,1.75,2.5,True
1515,1.062,8.0,2.25,1.4,5.0,True
1516,1.111,6.0,2.4,2.4,3.5,True
1517,1.222,4.0,2.4,1.4,5.0,True
1518,1.05,8.5,2.2,1.4,6.333333333333333,False
1519,1.111,6.0,4.0,1.8,7.0,True
1520,1.142,5.0,2.4,2.4,5.5,True
1521,1.125,5.5,2.25,2.3333333333333335,4.666666666666667,True
1522,1.142,5.0,4.0,2.2,4.333333333333333,True
1523,1.05,8.5,2.6,3.0,6.5,True
1524,1.01,15.0,2.0,2.4,5.0,True
1525,1.142,5.0,2.2,1.8,6.0,True
1526,1.571,2.35,2.4,1.4,2.0,True
1527,1.222,4.0,1.8,1.8,5.333333333333333,True
1528,1.363,3.0,1.8,2.4,3.5,True
1529,1.03,10.0,2.6,1.4,6.0,True
1530,1.142,5.0,2.8,2.6,3.75,True
1531,1.4,2.75,1.6,1.8,3.5,True
1532,1.062,8.0,2.6,1.8,7.0,True
1533,1.4,2.75,2.0,2.2,3.6666666666666665,True
1534,1.285,3.5,2.0,3.0,4.0,True
1535,1.083,7.0,1.8,2.2,5.666666666666667,True
1536,1.1,6.5,2.4,2.2,5.428571428571429,True
1537,1.111,6.0,1.8,2.4,4.666666666666667,False
1538,1.083,7.0,1.8,3.0,4.0,True
1540,1.166,4.5,2.4,2.4,4.5,True
1541,1.111,6.0,2.0,2.8,4.5,True
1542,1.083,7.0,2.0,3.0,5.5,True
1543,1.142,5.0,2.0,2.8,5.0,True
1544,1.142,5.0,2.4,3.0,4.5,True
1546,1.142,5.0,2.6,1.4,4.5,True
1547,1.03,10.0,4.4,2.8,5.0,True
1548,1.05,8.5,3.8,2.8,5.0,True
1549,1.166,4.5,2.2,2.4,4.333333333333333,True
1550,1.1,6.5,3.0,2.6,7.333333333333333,True
1552,1.071,7.5,2.0,3.6,4.666666666666667,True
1553,1.125,5.5,4.0,3.6,3.6666666666666665,True
1554,1.1,6.5,2.4,2.8,4.0,True
1555,1.03,10.0,2.6,4.4,7.0,True
1556,1.03,10.0,3.8,3.2,8.333333333333334,True
1557,1.071,7.5,3.6,2.4,6.8,True
1558,1.025,10.5,3.2,4.4,5.428571428571429,True
1559,1.025,10.5,2.6,3.4,8.0,True
1560,1.071,7.5,3.2,3.4,5.333333333333333,True
1561,1.083,7.0,3.6,4.4,6.0,True
1562,1.071,7.5,2.6,4.4,4.333333333333333,True
1563,1.125,5.5,2.6,2.4,3.0,True
1564,1.04,9.0,3.6,3.2,6.5,True
1565,1.04,9.0,3.8,3.4,8.0,True
1566,1.04,9.0,2.6,4.4,8.0,True
1567,1.062,8.0,3.2,4.4,6.75,True
1568,1.04,9.0,3.8,2.4,5.0,True
1569,1.03,10.0,2.6,3.2,7.0,True
1570,1.142,5.0,1.8,2.2,7.0,True
1571,1.142,5.0,2.2,3.4,4.666666666666667,True
1573,1.25,3.75,1.6,1.8,5.0,True
1574,1.125,5.5,3.8,2.2,6.5,True
1576,1.25,3.75,2.8,2.4,4.0,True
1578,1.125,5.5,2.0,2.6,4.5,True
1579,1.142,5.0,3.6,2.6,7.5,True
1580,1.25,3.75,3.0,2.0,2.5,True
1583,1.083,7.0,2.2,2.2,5.0,True
1585,1.2,4.333,2.2,2.4,5.0,True
1586,1.2,4.333,1.6,1.8,2.5,True
1587,1.2,4.333,2.8,2.0,2.5,True
1588,1.125,5.5,3.8,2.4,5.0,True
1589,1.125,5.5,3.0,3.4,4.0,True
1590,1.142,5.0,1.8,1.6,3.0,True
1591,1.142,5.0,1.2,1.4,4.0,False
1592,1.111,6.0,2.2,1.8,7.0,True
1593,1.142,5.0,2.2,2.6,3.0,True
1594,1.166,4.5,2.0,2.6,4.571428571428571,True
1595,1.071,7.5,3.8,2.8,6.333333333333333,True
1596,1.04,9.0,4.4,3.6,6.4,True
1597,1.083,7.0,3.0,3.2,6.0,True
1598,1.1,6.5,2.8,2.8,4.333333333333333,True
1601,1.04,9.0,2.4,3.8,6.666666666666667,True
1602,1.04,9.0,3.8,3.0,5.666666666666667,True
1603,1.03,10.0,2.8,2.6,5.333333333333333,True
1604,1.071,7.5,3.2,3.2,5.8,True
1605,1.05,8.5,2.0,3.0,5.714285714285714,True
1606,1.05,8.5,2.4,3.4,5.0,True
1609,1.083,7.0,3.8,3.8,8.5,True
1610,1.1,6.5,2.4,3.2,3.5,True
