,id,home,away,media_goals_home,media_victories_home,media_goals_away,media_victories_away,h2h_mean,home_h2h_mean,away_h2h_mean
0,173032808,11230335,11222658,2.0,0.0,1.4,0.2,3.3333333333333335,1.6666666666666667,1.6666666666666667
