,home,away,times,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean
0,11228968,11233889,"('Arsenal (Madisson)', 'Inter (Zangief)')",1.166,4.500,1.4,2.8,4.0
